InstitutionCode,CatalogNumber,IndividualCount,ScientificName,Latitude,Longitude,Locality,YearCollected,MonthCollected,DayCollected,Collector,CI,decade,IndividualFishID,Dissector,DissectionDate,Sex,TotalLength_mm,StandardLength_mm,weight_mg,NotesOnSpecimenPriorToDissection,ParasitesFound,Skin,BuccalCavity,BodyCavity,TREM.LARV.PectoralFin,TREM.MID.PECTORALFIN,TREM.LG.PECTORALFIN,TREM.LG.FIN Pelvic Fin,TREM.LARV.PelvicFin,TREM.MID.PELVICFIN,TREM.LG.FIN Anal Fin,TREM.LARV.AnalFin,TREM.MID.ANALFIN,TREM.LARV.CaudalFin,TREM.LG.FIN.Caudal,TREM.MID.CAUDALFIN,CYST.UNK.Caudal,TREM.LARV.DorsalFin,TREM.MID.DORSALFIN,TREM.LG.DORSALFIN,MYX.TAIL.Dorsal,Gonad,CYST.UNK.Liver,Spleen,CYST.UNK.Kidney,CYST.UNK.Eye,Heart,NEM.PHAR.Stomach,NEM.NMTS.Stomach,TREM.F.STOMACH,TREM.MEGICT.Stomach,CYST.UNK.ConnectiveTissue,NEM.PHAR.INTESTINE,NEM.SP.INTESTINE,NEM.PTY.INTESTINE,NEM.NMTS.Intestine,NEM.UNK.Intestine,TREM.MEGICT.Intestine,TREM.CREP.INTESTINE,TREM.UNKN.Intestine,TREM.ALLO.Intestine,TREM.LIP.Intestine,TREM.SMILE.Intestine,TREM.BLE.Intestine,CEST.MEG.Intestine,CYST.BD.GILL,CYST.MX.GILL,CYST.UNKN.GILL,MONO.IP.GILL,MONO.UNKN.GILL,MYXO.TAIL.GILL,NEM.UNK.gill,NEM.TAF.Flush,NEM.PHAR.Flush,TREM.MEGICT.FLUSH,TREM.2.FLUSH,TREM.META.FLUSH,MONO.IP.FLUSH,CYST.UNK.Flush,,VOUCH.CYST.MEG,VOUCH.NEM.TAF,VOUCH.NEM.PHAR,VOUCH.NEM.PTY,VOUCH.NEM.SP,VOUCH.NEM.NMTS,VOUCH.NEM.UNK,VOUCH.TREM.MEGICT,VOUCH.TREM.CREP,VOUCH.TREM.F,VOUCH.TREM.2,VOUCH.TREM.LG.FIN,VOUCH.TREM.ALLO,VOUCH.TREM.LIP,VOUCH.TREM.BLE,VOUCH.TREM.SMILE,VOUCH.MONO.IP,VOUCH.CYST.MX,VOUCH.CYST.BD,VOUCH.CYST.UNK,VOUCH.MYXO.TAIL,ParasitesMounted,MOUNT.NEM.TAF,MOUNT.NEM.PHAR,MOUNT.NEM.PTY,MOUNT.NEM.SP,MOUNT.TREM.MEGICT,MOUNT.TREM.CREP,MOUNT.TREM.F,MOUNT.TREM.2,MOUNT.MONO.IP,MOUNT.CYST.MX
TU,108500,302,Ictalurus punctatus,,,Pearl River along right bank 0.5 mi below Richardson Ldg 1.5mi SE Bogalusa,1978,7,19,Suttkus and Sorensen,,,108500_01,SC DJB CJW,6/25/2024,NA,31,26,22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,na,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TU,31542,12,Ictalurus punctatus,,,Pearl River @ Mile 54; 2.3 mi SE of Bogalusa,1963,10,24,Suttkus and Gunning,,,31542_02,SC DJB KL,6/25/2024,NA,80,65,353.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TU,58071,167,Ictalurus punctatus,,,Pearl River 0.5 mi below Richardson Landing 1.5 mi SE of Bogalusa,1969,7,14,Suttkus and Thompson,,,58071_02,JT KL ,6/25/2024,NA,49,38,91.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TU,83744,239,Ictalurus punctatus,,,"Pearl River sand bar, 0.5 mile below Richardson Lndg",1973,7,11,Suttkus and Thompson,,,83744_02,JT DJB DMDM,6/25/2024,NA,62,48,166.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TU,153841,32,Ictalurus punctatus,,,Pearl River along left bank just below Pools Bluff Sill.,1988,10,20,Suttkus and Caruso,,,153841_02,JT CJW,6/25/2024,NA,101,75,618.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TU,40616,7,Ictalurus punctatus,,,Pearl River just above Coburn Creek 1.4mi E of Bogalusa,1966,4,22,Suttkus and Gunning,,,40616_01,SC DJB IJ,6/25/2024,NA,110,85,781.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,2,0,0,0,0,0,2,0,,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,6,0,0,0,4,,0,0,0,0,0,0,0,0,0,0
TU,31060,35,Ictalurus punctatus,,,"Pearl River at River mile 53.7, 2.3 mi SE of Bogalusa",1963,8,30,Suttkus and Gunning,,,31060_1,SC GMC,6/25/2024,NA,51,39,87.5,CYST.H Present,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TU,37835,23,Ictalurus punctatus,,,Pearl River between Coburn + Bogalusa Creek; 1.4mi E of Bogalusa,1965,5,21,Suttkus and Gunning,,,37835_02,JT DJB KL,6/25/2024,NA,96,72,453.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,,0,0,0,0,0,0,0,0,0,0
TU,105376,11,Ictalurus punctatus,,,Pearl river along left bank just above Coburn Creek; 1.5 mi E of Bogalusa,1977,12,19,Gunning and Hains,,,105376_01,JT GMC,6/25/2024,NA,45,31,74.6,"9 viable in lot ( 1 above 15cm, 1 partially dissected)",,0,0,0,0,0,0,1,0,0,19,0,0,0,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TU,31181,4,Ictalurus punctatus,,,"Pearl R, between mouth of Coburn + Bogalusa Cr; 1.4 mi E of HYW + in Bogalusa",1963,5,19,Suttkus and Gunning,,,31181_02,DJB DMDM,6/25/2024,F,109,82,877,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TU,190621,10,Ictalurus punctatus,,,Pearl River along left bend at second bend below Richardson Ldg,2000,4,7,RD and JS Suttkus,,,190621_02,IJ JT GMC,6/26/2024,NA,62,50,154.2,Cyst.H present,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,na,0,na,0,0,na,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,,0,0,0,0,0,0,0,0,0,0
TU,190621,10,Ictalurus punctatus,,,Pearl River along left bank at second bend below Richardson Ldg,2000,4,7,RD and JS Suttkus,,,190621_01,SC JT,6/26/2024,NA,70,54,265,"Cyst that looked like it would be myxo, but just cells :( / CYST.NEM in fins. / CYST.UNK from eye flesh",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TU,99517,67,Ictalurus punctatus,,,"Pearl River along left bank just above Pools Bluff Sill, 4mi S of Bogalusa",1976,10,13,Suttkus and Sorensen,,,99517_02,DJB KL,6/26/2024,NA,91,68,489.1,Selected from 66 specimens due to size restrictions,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TU,39300,43,Ictalurus punctatus,,,Pearl River 1/2 mile below Richardson Ldg; 1.5mi SE of Bogalusa,1965,11,19,Suttkus and Gunning,,,39300_02,DJB JT KL,6/26/2024,NA,98,73,674.4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TU,153841,32,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,,,Ictalurus punctatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
