InstitutionCode,CatalogNumber,IndividualCount,ScientificName,Locality,YearCollected,MonthCollected,DayCollected,Collector,CI,decade,IndividualFishID,Dissector,DissectionDate,Sex,TotalLength_mm,StandardLength_mm,weight_mg,Date_Datasheet_completed,NotesOnSpecimenPriorToDissection,ParasitesFound,MYX.OT.Skin,trem.bc.skin,CYST.UNK.SKIN,BuccalCavity,TREM.CM.BodyCavity,TREM.META.SP.pectoral fin,TREM.META.HET.pectoralfin,TREM.META.SP.PelvicFin,TREM.META.HET.PELVICFIN,CYST.UNK.PelvicFin,MONO.GDAC.PelvicFin,TREM.CM.AnalFin,TREM.META.SP.AnalFin,TREM.META.HET.ANALFIN,CYST.UNK.AnalFin,TREM.META.SP.CaudalFin,TREM.META.HET.CAUDALFIN,TREM.META.ES.CAUDALFIN,TREM.BC.CAUDALFIN,MYX.FI.CaudalFin,CYST.UNK.CaudalFin,TREM.META.SP.DorsalFin,CYST.UNK.DorsalFin,TREM.CM.Gonad,TREM.CM.Liver,TREM.ASS.LIVER,TREM.UNK.Liver,cyst.unk.liver,MYX.AK.GallBladder,TREM.CM.Spleen,TREM.CM.Kidney,cyst.unk.kidney,TREM.CM.EYE,TREM.META.UNK.EYE,META.UNK.EYE,TREM.META.GO.Eye,TREM.META.ES.eye,TREM.UNK.EYE,TREM.DIPLO.EYE,MYX.EYE.EYE,CYST.UNK.EYE,Heart,FIBER.UNK.STOMACH,TREM.CM.Stomach,TREM.CM.ConnectiveTissue,TREM.ASS.ConnectiveTissue,CYST.UNK.CONNECTIVETISSUE,CEST.BB.INTESTINE,CEST.UNK.INTESTINE,NEM.BUD.INTESTINE,NEM.UNK.INTESTINE,FIBER.UNK.Intestine,TREM.CM.INTESTINE,TREM.ASS.INTESTINE,TREM.NS.INTESTINE,TREM.META.GO.INTESTINE,meta.unk.INTESTINE,ACAN.AD.INTestine,CYST.UNK.Intestine,MYX.EYE.INT,MONO.DACT.Gill,MONO.UNK.GILL,MYX.GL.gill,MYX.TIN.GILL,myx.ot.gill,NEM.BUD.GILL,CYST.UNK.GILL,TREM.CM.GILL,TREM.META.GO.GILL,TREM.UNK.GILL,COPE.POOD.Gill,TREM.CM.Flush,TREM.ASS.Flush,TREM.UNK.Flush,META.UNK.Flush,ParasitesVouchered,NEM.BUD.VOUCH,ACAN.AD.INT.VOUCH,CEST.BB.VOUCH,COPE.POOD.VOUCH,TREM.CM.VOUCH,TREM.ASS.VOUCH,TREM.NS.VOUCH,TREM.META.UNK.VOUCH,TREM.META.GO.VOUCH,TREM.META.HET.VOUCH,TREM.META.SP.VOUCH,TREM.META.ES.VOUCH,trem.bc.vouch,TREM.DIPLO.VOUCH,TREM.UNK.VOUCH,MONO.DACT.VOUCH,MONO.GDAC.VOUCH,MYX.EYE.VOUCH,MYX.OT.VOUCH,MYX.GL.VOUCH,MYX.TIN.VOUCH,MYX.FI.VOUCH,MYX.AK.VOUCH,META.UNK.VOUCH,CYST.UNKF.VOUCH,CYST.UNK.VOUCH,FIBER.UNK.VOUCH
TU,50356,42,Hybognathus nuchalis,Pear River just below sill at Pools Bluff; 4 mi S of Bogalusa ,1968,2,21,Suttks and Clemer,,,50356_02,DJB KL,07/09/2024,NA,97,78,8489,07/10/2024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TU,192995,502,Hybognathus nuchalis,Pearl River along right bank at 2nd bend above River Mile 54,2001,7,21,R.D. and J.S. Suttkus,,,192995_02,DJB GMC,07/10/2024,NA,43,35,752,07/10/2024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,2,0,0,0,,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0
TU,156660,60,Hybognathus nuchalis,Pearl River along left bank opposite Bogalusa Creek,1989,10,12,Suttkus and Caruso,,,156660_03,JT DJB/CJW,07/09/2024,NA,60,47,1810,07/10/2024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,na,2,0,0,0,0,0,0,0,0,1,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TU,50356,69,Hybognathus nuchalis,Pearl River just above Pools Bluff Sill at pools; 4 miles south of Bogaluse ,1968,2,21,Suttkus and Celmer,,,50356_04,DMDM,07/09/2024,NA,86,69,5610,07/10/2024,"CYTS.NEH was present and vouched as 1 pectoral fin, 2 additional MYX.OT wouched off og slide",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
TU,172513,28,Hybognathus nuchalis,Pearl River along right bank above Coburn Creek,1995,1,14,R.D. and J.S. Suttkus,,,172513_02,IJ DJB/KL,07/09/2024,NA,67,54,2565,07/10/2024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TU,70511,20,Hybognathus nuchalis,Pearl River just above Pools Bluff Sill,1971,7,15,"Suttkus, Thompson, Cashner",,,70511_02,SC JT/GMC,07/08/2024,NA,53,45,1440,07/10/2024,selected from group of 17 due to size restrictions (3 < 30 mm),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
TU,172513,28,Hybognathus nuchalis,Pearl River along right bank above Coburn Creek,1995,1,14,R.D. and J.S. Suttkus,,,172513_01,JT JT/DJB/CJW,07/09/2024,NA,73,56,2754,07/10/2024,"arthropod, vegegation, and dirt in gut contents",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TU,172513,28,Hybognathus nuchalis,Pearl River along right bank above Coburn Creek,1995,1,14,R.D. and J.S. Suttkus,,,172513_03,JT KL,07/09/2024,F,75,58,3215,07/10/2024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TU,156660,60,Hybognathus nuchalis,Pearl River along left bank opposite Bogalusa Creek,1989,10,12,Suttkus and Caruso,,,156660_04,IJ SC/DMDM,07/09/2024,NA,55,44,1226,07/10/2024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,9,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
TU,172513,28,Hybognathus nuchalis,Pearl River along right bank above Coburn Creek,1995,1,14,R.D. and J.S. Suttkus,,,172513_04,JT/GMC/IJ,07/09/2024,NA,69,56,2351,07/10/2024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TU,192995,502,Hybognathus nuchalis,Pear River along right bank at 2nd bend above river Mile 54,2001,7,21,RD and JS Suttkus,,,192995_03,DJB GMC SC KL,7/10/2024,na,40,30,506,07/10/2024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
TU,197056,69,Hybognathus nuchalis,Along right bank at second bend above river mile 54,2004,4,24,RD and JS Suttkus,,,197056_01,DJB KL,7/10/2024,na,59,45,1548,07/10/2024,"none matching size requirements (>=70mm), took next 4 largest",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TU,37981,27,Hybognathus nuchalis,Pearl River just below Sill at Pools Bluff; 4 mi S of Bogolusa,1965,7,3,Suttkus and Gunning,,,37981_01,SC/GML,7/11/2024,na,49,38,954,07/11/2024,10 in lot randomly selected from due to size (10 were< 70 mmg),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TU,186257,30,Hybognathus nuchalis,Pearl River along left bank at River Mile 54,1998,9,18,RD and JS Suttkus,,,186257_03,SC KL,7/10/2024,na,67,55,2630,07/11/2024,"2 70 mm and above, next two largest selected",,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
TU,198623,77,Hybognathus nuchalis,"Pearl River along left bank, just below Pool Bluff Sill",2005,7,15,RD and JS Suttkus,,,198623_03,DJB CJW,07/10/2024,na,47,38,1046,07/11/2024,none in length requirments (>70 mm) 4 next largest chosen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,130,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TU,198623,77,Hybognathus nuchalis,"Pearl River along left bank, below Pools Bluff Sill ",2005,7,15,RD and JS Suttkus,,,198634_02,SC GMC,7/10/2024,na,49,35,937,07/11/2024,4 larger selected; three  liver ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TU,198623,77,Hybognathus nuchalis,Pearl River along left bank just below Pool Bluff Sill,2005,7,15,RD AND JS Suttkus,,,198623_01,DJB/ DMDM,7/10/2024,na,47,37,400,07/11/2024,4 largest selected,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
TU,49517,79,Hybognathus nuchalis,Pearl River just below Sill  at Pools Bluff; 4 miles south of bogulosa,1967,12,26,RD AND JS Suttkus,,,49517_02,DJB KL,7/10/2024,na,69,52,2121,07/11/2024,Fish consistency very soft. Liver is soft mushy/texture,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
TU,197056,69,Hybognathus nuchalis,Pearl River along right bank at second bend above River Mile 54,2004,4,24,RD AND JS Suttkus,,,197056_03,DJB/GMC,7/10/2024,na,58,43,1516,07/10/2024,"none matching size requirements (>=70mm), took next 4 largest ",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TU,49517,79,Hybognathus nuchalis,"Pearl River just below sill at Pools Bluff, 4 mile South of Bogolusa",1967,12,26,Rd and JS Suttkus,,,49517_03,IJ.DMDM,7/10/2024,na,79,63,3717,07/11/2024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
TU,198587,90,Hybognathus nuchalis,Pearl River along left bank at 2nd bend below Richardson Ldg.,2005,7,15,RD and JS Suttkus,,,198587_01,IJ SC CJW,7/11/2024,na,51,44,1246,07/11/2024,"None in size range ( greater than or equal to 70mm), chose 4 largest",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
TU,186257,30,Hybognathus nuchalis,Pearl River along left bank at River Mile 54,1998,7,18,RD and JS Suttkus,,,186257_02,JT SJB GMC,7/10/2024,na,72,55,3122,07//11/2024,"2 70mm and above fish selected, next two largest selected.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
TU,198587,90,Hybognathus nuchalis,Pearl River along left bank at 2nd bend below Richardson Ldg.,2005,7,15,RD and JS Suttkus,,,198587_02,JT SC CLW,7/11/2024,na,51,40,1183,07/11/2024,"none in size range ( greater than or equal to 70mm), chose 4 largest",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,1,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TU,37981,27,Hybognathus nuchalis,Pearl River just below Sill at Pools Bluff; 4 mi S of Bogolusa,1965,7,3,Suttkus and Gunning,,,37981_03,JT DJB DMDM,7/11/2024,na,47,36,793,07/11/2024,10 randomly selected from due to size (10 less than 70mm),,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,0,0,0,0,101,0,0,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TU,197056,69,Hybognathus nuchalis,Pearl River along right bank at second bend above River Mile 54,2004,4,24,RD and JS Suttkus,,,197056_02,SC DJB CJW,7/10/2024,na,58,47,1811,07/11/2024,none matching  size requirements (>70 mm) took next four largest,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TU,198587,90,Hybognathus nuchalis,Pearl River along left bank at 2nd bend below Richardson Ldg.,2005,7,15,RD and JS Suttkus,,,198587_04,JT DJB CJW,7/11/2024,na,50,40,1052,07/11/2024,"none in size range ( greater than or equal to 70mm), chose 4 largest",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0
TU,192995,502,Hybognathus nuchalis,Pearl River along right bank at 2nd bend above River Mile 54,2001,7,21,RD and JS Suttkus,,,192995_04,SC KL,7/10/2024,na,38,30,392,7/11/2024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
TU,186257,30,Hybognathus nuchalis,Pearl River along left bank at River Mile 54,1998,7,18,RD and JS Suttkus,,,186257_01,jt djb gmc,07/10/2024,na,70,55,3187,07/10/2024,"2 70mm and above fish selected, next two largest selected.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
TU,49517,79,Hybognathus nuchalis,"Pearl River just below sill at Pools Bluff, 4 mile South of Bogolusa",1967,12,26,Rd and JS Suttkus,,,49517_01,djb clw,07/10/2024,na,91,73,5421,07/11/2024,bivalve seen in gut,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TU,186257,30,Hybognathus nuchalis,Pearl River along left bank at River Mile 54,1998,7,18,RD and JS Suttkus,,,186257_04,sc ij kl,07/10/2024,na,76,58,3433,07/10/2024,"2 70mm and above fish selected, next two largest selected.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
TU,198623,77,Hybognathus nuchalis,"Pearl River along left bank, just below Pool Bluff Sill",2005,7,15,RD and JS Suttkus,,,198623_04,jt sc kl,07/11/2024,na,50,38,1052,07/11/2024,none were within the desired lengths (over 70mm) so largest were chosen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
TU,161604,35,Hybognathus nuchalis,Pearl River along left bank across from mouth of Coburn Creek,1991,10,26,RD and JS Suttkus,,,161604_04,DJB CLW,07/11/2024,NA,69,55,2638,07/11/2024,"2 70mm and above fish selected, next two largest selected.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TU,50356,42,Hybognathus nuchalis,Pearl River just above Pools Bluff Sill at pools; 4 miles south of Bogaluse ,1968,2,21,SUTTKUS AND CLEMET,,,50356_01,SC JT,07/09/2024,NA,81,68,4975,07/11/2024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,148,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
TU,37981,27,Hybognathus nuchalis,Pearl River just below Sill at Pools Bluff; 4 mi S of Bogolusa,1965,7,3,SUTTKUS AND GUNNING,,,37981_02,IJ SC/DMDM,07/11/2024,NA,67,54,2627,07/11/2024,10 RANDOMLY SELCETED FROM DUE TO SIZE ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
TU,59432,35,Hybognathus nuchalis,Pearl river just above mouth of coburn creek (on opposite side of river) 1.5 miles east of Bogalusa,1969,10,28,Suttkus and Gunning,,,59432_01,SC KL,07/11/2024,na,67,53,2553,07/12/2024,28 viable due to size (7 > 70 mm),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TU,59432,35,Hybognathus nuchalis,Pearl river just above mouth of coburn creek (on opposite side of river) 1.5 miles east of Bogalusa,1969,10,28,Suttkus and Gunning,,,59432_04,CLW,07/12/2024,na,65,51,2342,07/12/2024,28 viable due to size (7 > 70 mm),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TU,59432,35,Hybognathus nuchalis,Pearl river just above mouth of coburn creek (on opposite side of river) 1.5 miles east of Bogalusa,1969,10,28,Suttkus and Gunning,,,59432_02,SC ,07/12/2024,na,48,36,869,07/12/2024,28 viable due to size (7 > 70 mm),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TU,149280,228,Hybognathus nuchalis,Pearl river along left bank opposite coburn creek,1987,14,1987,Suttkus and Hubert,,,149280_04,CLW/DMDM,07/11/2024,na,48,38,907,07/12/2024,4 largest selected,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,1,1,0,0,0,0,0
