InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
TU,Fish,182139,159,Cyprinella venusta,Cyprinidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along right bank at River Mile 54.,,,1997,1,4,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182142,118,Pimephales vigilax,Cyprinidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along right bank at River Mile 54.,,,1997,1,4,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182145,2,Lepomis macrochirus,Centrarchidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along right bank at River Mile 54.,,,1997,1,4,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182146,2,Lepomis megalotis,Centrarchidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along right bank at River Mile 54.,,,1997,1,4,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182144,4,Gambusia affinis,Poeciliidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along right bank at River Mile 54.,,,1997,1,4,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182136,46,Notropis atherinoides,Cyprinidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along right bank at River Mile 54.,,,1997,1,4,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182134,170,Hybognathus nuchalis,Cyprinidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along right bank at River Mile 54.,,,1997,1,4,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182675,1,Gambusia affinis,Poeciliidae,,,30.70389,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,1,4,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182158,3,Lepomis megalotis,Centrarchidae,,,30.70389,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,1,4,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182155,476,Cyprinella venusta,Cyprinidae,,,30.70389,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,1,4,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182156,158,Pimephales vigilax,Cyprinidae,,,30.70389,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,1,4,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182152,6,Notropis atherinoides,Cyprinidae,,,30.70389,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,1,4,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182168,14,Percina vigil,Percidae,,,30.70389,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,1,4,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182149,28,Hybognathus nuchalis,Cyprinidae,,,30.70389,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,1,4,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182454,14,Pimephales vigilax,Cyprinidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182452,6,Cyprinella venusta,Cyprinidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182449,2,Hybognathus nuchalis,Cyprinidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182455,1,Lepomis megalotis,Centrarchidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182458,4,Percina vigil,Percidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182460,348,Hybognathus nuchalis,Cyprinidae,,,30.7825,-89.82027,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 1 mi. below LA Hwy. 10.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182471,6,Percina vigil,Percidae,,,30.7825,-89.82027,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 1 mi. below LA Hwy. 10.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182466,20,Pimephales vigilax,Cyprinidae,,,30.7825,-89.82027,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 1 mi. below LA Hwy. 10.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182467,1,Gambusia affinis,Poeciliidae,,,30.7825,-89.82027,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 1 mi. below LA Hwy. 10.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182464,558,Cyprinella venusta,Cyprinidae,,,30.7825,-89.82027,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 1 mi. below LA Hwy. 10.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182469,2,Lepomis megalotis,Centrarchidae,,,30.7825,-89.82027,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 1 mi. below LA Hwy. 10.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182477,2,Gambusia affinis,Poeciliidae,,,30.77611,-89.82777,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Coburn Creek.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182472,6,Notropis atherinoides,Cyprinidae,,,30.77611,-89.82777,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Coburn Creek.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182478,1,Lepomis megalotis,Centrarchidae,,,30.77611,-89.82777,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Coburn Creek.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182476,127,Pimephales vigilax,Cyprinidae,,,30.77611,-89.82777,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Coburn Creek.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182474,236,Cyprinella venusta,Cyprinidae,,,30.77611,-89.82777,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Coburn Creek.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182488,15,Pimephales vigilax,Cyprinidae,,,30.77611,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Bogalusa Creek.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182482,24,Hybognathus nuchalis,Cyprinidae,,,30.77611,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Bogalusa Creek.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182483,1,Notropis atherinoides,Cyprinidae,,,30.77611,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Bogalusa Creek.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182486,215,Cyprinella venusta,Cyprinidae,,,30.77611,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Bogalusa Creek.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182489,1,Ictalurus punctatus,Ictaluridae,,,30.77611,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Bogalusa Creek.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182499,1,Micropterus salmoides,Centrarchidae,,,30.75444,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at second bend below Richardson Landing.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182492,3,Notropis atherinoides,Cyprinidae,,,30.75444,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at second bend below Richardson Landing.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182498,5,Gambusia affinis,Poeciliidae,,,30.75444,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at second bend below Richardson Landing.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182491,8,Hybognathus nuchalis,Cyprinidae,,,30.75444,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at second bend below Richardson Landing.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182497,35,Pimephales vigilax,Cyprinidae,,,30.75444,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at second bend below Richardson Landing.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182495,312,Cyprinella venusta,Cyprinidae,,,30.75444,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at second bend below Richardson Landing.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182514,2,Percina vigil,Percidae,,,30.74195,-89.82528,,,United States of America,Louisiana,Washington,,,Pearl River along right bank at two bends above River Mile 54.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182503,2,Notropis atherinoides,Cyprinidae,,,30.74195,-89.82528,,,United States of America,Louisiana,Washington,,,Pearl River along right bank at two bends above River Mile 54.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182510,20,Gambusia affinis,Poeciliidae,,,30.74195,-89.82528,,,United States of America,Louisiana,Washington,,,Pearl River along right bank at two bends above River Mile 54.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182501,23,Hybognathus nuchalis,Cyprinidae,,,30.74195,-89.82528,,,United States of America,Louisiana,Washington,,,Pearl River along right bank at two bends above River Mile 54.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182506,331,Cyprinella venusta,Cyprinidae,,,30.74195,-89.82528,,,United States of America,Louisiana,Washington,,,Pearl River along right bank at two bends above River Mile 54.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182508,69,Pimephales vigilax,Cyprinidae,,,30.74195,-89.82528,,,United States of America,Louisiana,Washington,,,Pearl River along right bank at two bends above River Mile 54.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182520,35,Pimephales vigilax,Cyprinidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at River Mile 54.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182521,1,Ictalurus punctatus,Ictaluridae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at River Mile 54.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182515,62,Hybognathus nuchalis,Cyprinidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at River Mile 54.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182518,203,Cyprinella venusta,Cyprinidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at River Mile 54.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182540,1,Micropterus salmoides,Centrarchidae,,,30.70389,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182528,7,Notropis atherinoides,Cyprinidae,,,30.70389,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182536,1,Gambusia affinis,Poeciliidae,,,30.70389,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182525,1,Hybognathus nuchalis,Cyprinidae,,,30.70389,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182535,74,Pimephales vigilax,Cyprinidae,,,30.70389,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182533,150,Cyprinella venusta,Cyprinidae,,,30.70389,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,182539,5,Lepomis macrochirus,Centrarchidae,,,30.70389,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,4,13,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184028,71,Cyprinella venusta,Cyprinidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184031,32,Pimephales vigilax,Cyprinidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184025,26,Notropis atherinoides,Cyprinidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184035,2,Percina vigil,Percidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184032,4,Lepomis megalotis,Centrarchidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184024,56,Hybognathus nuchalis,Cyprinidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184043,29,Pimephales vigilax,Cyprinidae,,,30.7825,-89.82027,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 1.0 mi. below LA Hwy. 10.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184038,6,Notropis atherinoides,Cyprinidae,,,30.7825,-89.82027,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 1.0 mi. below LA Hwy. 10.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184049,5,Percina vigil,Percidae,,,30.7825,-89.82027,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 1.0 mi. below LA Hwy. 10.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184036,44,Hybognathus nuchalis,Cyprinidae,,,30.7825,-89.82027,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 1.0 mi. below LA Hwy. 10.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184047,1,Lepomis megalotis,Centrarchidae,,,30.7825,-89.82027,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 1.0 mi. below LA Hwy. 10.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184041,165,Cyprinella venusta,Cyprinidae,,,30.7825,-89.82027,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 1.0 mi. below LA Hwy. 10.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184056,127,Cyprinella venusta,Cyprinidae,,,30.77611,-89.82889,,,United States of America,Mississippi,Pearl River,,,Pearl River along right bank above Coburn Creek.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184058,9,Pimephales vigilax,Cyprinidae,,,30.77611,-89.82889,,,United States of America,Mississippi,Pearl River,,,Pearl River along right bank above Coburn Creek.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184060,8,Percina vigil,Percidae,,,30.77611,-89.82889,,,United States of America,Mississippi,Pearl River,,,Pearl River along right bank above Coburn Creek.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184050,8,Hybognathus nuchalis,Cyprinidae,,,30.77611,-89.82889,,,United States of America,Mississippi,Pearl River,,,Pearl River along right bank above Coburn Creek.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184053,20,Notropis atherinoides,Cyprinidae,,,30.77611,-89.82889,,,United States of America,Mississippi,Pearl River,,,Pearl River along right bank above Coburn Creek.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184064,17,Notropis atherinoides,Cyprinidae,,,30.77611,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Bogalusa Creek.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184061,13,Hybognathus nuchalis,Cyprinidae,,,30.77611,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Bogalusa Creek.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184080,1,Percina vigil,Percidae,,,30.77611,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Bogalusa Creek.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184073,1,Lepomis macrochirus,Centrarchidae,,,30.77611,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Bogalusa Creek.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184074,4,Lepomis megalotis,Centrarchidae,,,30.77611,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Bogalusa Creek.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184067,184,Cyprinella venusta,Cyprinidae,,,30.77611,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Bogalusa Creek.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184070,89,Pimephales vigilax,Cyprinidae,,,30.77611,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank opposite Bogalusa Creek.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184089,29,Pimephales vigilax,Cyprinidae,,,30.75444,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at second bend below Richardson Landing.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184082,5,Hybognathus nuchalis,Cyprinidae,,,30.75444,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at second bend below Richardson Landing.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184083,7,Notropis atherinoides,Cyprinidae,,,30.75444,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at second bend below Richardson Landing.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184086,163,Cyprinella venusta,Cyprinidae,,,30.75444,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at second bend below Richardson Landing.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184090,1,Ictalurus punctatus,Ictaluridae,,,30.75444,-89.82722,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at second bend below Richardson Landing.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184108,8,Pimephales vigilax,Cyprinidae,,,30.74195,-89.82528,,,United States of America,Louisiana,Washington,,,Pearl River along right bank two bends above River Mile 54.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184113,11,Percina vigil,Percidae,,,30.74195,-89.82528,,,United States of America,Louisiana,Washington,,,Pearl River along right bank two bends above River Mile 54.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184101,22,Hybognathus nuchalis,Cyprinidae,,,30.74195,-89.82528,,,United States of America,Louisiana,Washington,,,Pearl River along right bank two bends above River Mile 54.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184103,4,Notropis atherinoides,Cyprinidae,,,30.74195,-89.82528,,,United States of America,Louisiana,Washington,,,Pearl River along right bank two bends above River Mile 54.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184106,136,Cyprinella venusta,Cyprinidae,,,30.74195,-89.82528,,,United States of America,Louisiana,Washington,,,Pearl River along right bank two bends above River Mile 54.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184121,3,Gambusia affinis,Poeciliidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at River Mile 54.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184114,12,Hybognathus nuchalis,Cyprinidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at River Mile 54.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184115,2,Notropis atherinoides,Cyprinidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at River Mile 54.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184122,1,Lepomis megalotis,Centrarchidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at River Mile 54.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184120,11,Pimephales vigilax,Cyprinidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at River Mile 54.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184117,249,Cyprinella venusta,Cyprinidae,,,30.73694,-89.82694,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank at River Mile 54.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184137,2,Lepomis macrochirus,Centrarchidae,,,30.7075,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184143,48,Cyprinella venusta,Cyprinidae,,,30.7075,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184141,7,Percina vigil,Percidae,,,30.7075,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184126,25,Hybognathus nuchalis,Cyprinidae,,,30.7075,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184134,11,Pimephales vigilax,Cyprinidae,,,30.7075,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184135,4,Gambusia affinis,Poeciliidae,,,30.7075,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184129,1,Notropis atherinoides,Cyprinidae,,,30.7075,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184138,3,Lepomis megalotis,Centrarchidae,,,30.7075,-89.84472,,,United States of America,Mississippi,Pearl River,,,Pearl River along left bank just below Pools Bluff Sill.,,,1997,6,28,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184722,261,Hybognathus nuchalis,Cyprinidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,10,12,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184730,1,Micropterus salmoides,Centrarchidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,10,12,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184721,8,Carpiodes velifer,Catostomidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,10,12,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184727,35,Pimephales vigilax,Cyprinidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,10,12,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
TU,Fish,184726,119,Cyprinella venusta,Cyprinidae,,,30.79722,-89.81861,,,United States of America,Louisiana,Washington,,,Pearl River along right bank 0.5 mi. above LA Hwy. 10.,,,1997,10,12,R.D. & J.S. Suttkus,,,PreservedSpecimen,,
