InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
TU,Fish,94623,2,Micropterus salmoides,Centrarchidae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,"Pearl River at River Mile 54, along left bank.",,,1975,7,2,R.D. Suttkus & J.H. Caruso,,,PreservedSpecimen,,
TU,Fish,94625,4,Percina vigil,Percidae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,"Pearl River at River Mile 54, along left bank.",,,1975,7,2,R.D. Suttkus & J.H. Caruso,,,PreservedSpecimen,,
TU,Fish,94631,16,Notropis atherinoides,Cyprinidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,Pearl River along left bank above sill at Pools Bluff.,,,1975,7,2,R.D. Suttkus & J.H. Caruso,,,PreservedSpecimen,,
TU,Fish,94638,2,Lepomis megalotis,Centrarchidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,Pearl River along left bank above sill at Pools Bluff.,,,1975,7,2,R.D. Suttkus & J.H. Caruso,,,PreservedSpecimen,,
TU,Fish,94636,2,Pimephales vigilax,Cyprinidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,Pearl River along left bank above sill at Pools Bluff.,,,1975,7,2,R.D. Suttkus & J.H. Caruso,,,PreservedSpecimen,,
TU,Fish,94637,8,Gambusia affinis,Poeciliidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,Pearl River along left bank above sill at Pools Bluff.,,,1975,7,2,R.D. Suttkus & J.H. Caruso,,,PreservedSpecimen,,
TU,Fish,94628,65,Hybognathus nuchalis,Cyprinidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,Pearl River along left bank above sill at Pools Bluff.,,,1975,7,2,R.D. Suttkus & J.H. Caruso,,,PreservedSpecimen,,
TU,Fish,94657,14,Pimephales vigilax,Cyprinidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,Pearl River along left bank just below sill at Pools Bluff.,,,1975,7,2,R.D. Suttkus & J.H. Caruso,,,PreservedSpecimen,,
TU,Fish,94661,15,Lepomis megalotis,Centrarchidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,Pearl River along left bank just below sill at Pools Bluff.,,,1975,7,2,R.D. Suttkus & J.H. Caruso,,,PreservedSpecimen,,
TU,Fish,94659,1,Gambusia affinis,Poeciliidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,Pearl River along left bank just below sill at Pools Bluff.,,,1975,7,2,R.D. Suttkus & J.H. Caruso,,,PreservedSpecimen,,
TU,Fish,94660,2,Lepomis macrochirus,Centrarchidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,Pearl River along left bank just below sill at Pools Bluff.,,,1975,7,2,R.D. Suttkus & J.H. Caruso,,,PreservedSpecimen,,
TU,Fish,94667,15,Percina vigil,Percidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,Pearl River along left bank just below sill at Pools Bluff.,,,1975,7,2,R.D. Suttkus & J.H. Caruso,,,PreservedSpecimen,,
TU,Fish,94650,53,Notropis atherinoides,Cyprinidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,Pearl River along left bank just below sill at Pools Bluff.,,,1975,7,2,R.D. Suttkus & J.H. Caruso,,,PreservedSpecimen,,
TU,Fish,94644,95,Hybognathus nuchalis,Cyprinidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,Pearl River along left bank just below sill at Pools Bluff.,,,1975,7,2,R.D. Suttkus & J.H. Caruso,,,PreservedSpecimen,,
TU,Fish,96010,2,Lepomis megalotis,Centrarchidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank just above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96008,2,Pimephales vigilax,Cyprinidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank just above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96013,2,Percina vigil,Percidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank just above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96003,19,Notropis atherinoides,Cyprinidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank just above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96001,273,Hybognathus nuchalis,Cyprinidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank just above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,95996,12,Pimephales vigilax,Cyprinidae,,,30.76805,-89.83083,,,United States of America,Louisiana,Washington,,,"Pearl River between Coburn & Bogalusa Creeks, 1.5 mi. E of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,95992,5,Notropis atherinoides,Cyprinidae,,,30.76805,-89.83083,,,United States of America,Louisiana,Washington,,,"Pearl River between Coburn & Bogalusa Creeks, 1.5 mi. E of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,95991,21,Hybognathus nuchalis,Cyprinidae,,,30.76805,-89.83083,,,United States of America,Louisiana,Washington,,,"Pearl River between Coburn & Bogalusa Creeks, 1.5 mi. E of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96044,44,Pimephales vigilax,Cyprinidae,,,30.75667,-89.82611,,,United States of America,Louisiana,Washington,,,"Pearl River 0.5 mi. below Richardson Landing, 1.5 mi. SE of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96045,4,Ictalurus punctatus,Ictaluridae,,,30.75667,-89.82611,,,United States of America,Louisiana,Washington,,,"Pearl River 0.5 mi. below Richardson Landing, 1.5 mi. SE of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96047,3,Lepomis megalotis,Centrarchidae,,,30.75667,-89.82611,,,United States of America,Louisiana,Washington,,,"Pearl River 0.5 mi. below Richardson Landing, 1.5 mi. SE of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96034,24,Hybognathus nuchalis,Cyprinidae,,,30.75667,-89.82611,,,United States of America,Louisiana,Washington,,,"Pearl River 0.5 mi. below Richardson Landing, 1.5 mi. SE of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96033,1,Carpiodes velifer,Catostomidae,,,30.75667,-89.82611,,,United States of America,Louisiana,Washington,,,"Pearl River 0.5 mi. below Richardson Landing, 1.5 mi. SE of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96053,1,Percina vigil,Percidae,,,30.75667,-89.82611,,,United States of America,Louisiana,Washington,,,"Pearl River 0.5 mi. below Richardson Landing, 1.5 mi. SE of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96038,20,Notropis atherinoides,Cyprinidae,,,30.75667,-89.82611,,,United States of America,Louisiana,Washington,,,"Pearl River 0.5 mi. below Richardson Landing, 1.5 mi. SE of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96024,9,Pimephales vigilax,Cyprinidae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,Pearl River at River Mile 54; 2.3 mi. SE of Bogalusa.,,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96025,2,Ictalurus punctatus,Ictaluridae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,Pearl River at River Mile 54; 2.3 mi. SE of Bogalusa.,,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96031,2,Percina vigil,Percidae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,Pearl River at River Mile 54; 2.3 mi. SE of Bogalusa.,,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96018,11,Notropis atherinoides,Cyprinidae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,Pearl River at River Mile 54; 2.3 mi. SE of Bogalusa.,,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96014,17,Hybognathus nuchalis,Cyprinidae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,Pearl River at River Mile 54; 2.3 mi. SE of Bogalusa.,,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96068,7,Lepomis megalotis,Centrarchidae,,,30.705,-89.84611,,,United States of America,Louisiana,Washington,,,"Pearl River just above sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96064,24,Pimephales vigilax,Cyprinidae,,,30.705,-89.84611,,,United States of America,Louisiana,Washington,,,"Pearl River just above sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96065,1,Ictalurus punctatus,Ictaluridae,,,30.705,-89.84611,,,United States of America,Louisiana,Washington,,,"Pearl River just above sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96059,10,Notropis atherinoides,Cyprinidae,,,30.705,-89.84611,,,United States of America,Louisiana,Washington,,,"Pearl River just above sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96056,37,Hybognathus nuchalis,Cyprinidae,,,30.705,-89.84611,,,United States of America,Louisiana,Washington,,,"Pearl River just above sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96086,3,Lepomis megalotis,Centrarchidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,"Pearl River just below sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96083,14,Pimephales vigilax,Cyprinidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,"Pearl River just below sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96074,13,Hybognathus nuchalis,Cyprinidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,"Pearl River just below sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96090,42,Percina vigil,Percidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,"Pearl River just below sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96078,44,Notropis atherinoides,Cyprinidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,"Pearl River just below sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1975,10,23,R.D. Suttkus & Sobczak,,,PreservedSpecimen,,
TU,Fish,96925,25,Pimephales vigilax,Cyprinidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1976,1,22,G.E. Gunning & D.C. Heins,,,PreservedSpecimen,,
TU,Fish,96929,2,Percina vigil,Percidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1976,1,22,G.E. Gunning & D.C. Heins,,,PreservedSpecimen,,
TU,Fish,96919,19,Notropis atherinoides,Cyprinidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1976,1,22,G.E. Gunning & D.C. Heins,,,PreservedSpecimen,,
TU,Fish,96916,31,Hybognathus nuchalis,Cyprinidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1976,1,22,G.E. Gunning & D.C. Heins,,,PreservedSpecimen,,
TU,Fish,96939,21,Pimephales vigilax,Cyprinidae,,,30.76805,-89.83083,,,United States of America,Louisiana,Washington,,,Pearl River at bar along right bank between Coburn & Bogalusa Creeks.,,,1976,1,22,G.E. Gunning & D.C. Heins,,,PreservedSpecimen,,
TU,Fish,96931,238,Hybognathus nuchalis,Cyprinidae,,,30.76805,-89.83083,,,United States of America,Louisiana,Washington,,,Pearl River at bar along right bank between Coburn & Bogalusa Creeks.,,,1976,1,22,G.E. Gunning & D.C. Heins,,,PreservedSpecimen,,
TU,Fish,96935,29,Notropis atherinoides,Cyprinidae,,,30.76805,-89.83083,,,United States of America,Louisiana,Washington,,,Pearl River at bar along right bank between Coburn & Bogalusa Creeks.,,,1976,1,22,G.E. Gunning & D.C. Heins,,,PreservedSpecimen,,
TU,Fish,96957,36,Pimephales vigilax,Cyprinidae,,,30.75667,-89.82611,,,United States of America,Louisiana,Washington,,,"Pearl River, 0.5 mi. below Richardson Landing; 1.5 mi. SE of Bogalusa.",,,1976,1,22,G.E. Gunning & D.C. Heins,,,PreservedSpecimen,,
TU,Fish,96958,5,Ictalurus punctatus,Ictaluridae,,,30.75667,-89.82611,,,United States of America,Louisiana,Washington,,,"Pearl River, 0.5 mi. below Richardson Landing; 1.5 mi. SE of Bogalusa.",,,1976,1,22,G.E. Gunning & D.C. Heins,,,PreservedSpecimen,,
TU,Fish,96947,273,Hybognathus nuchalis,Cyprinidae,,,30.75667,-89.82611,,,United States of America,Louisiana,Washington,,,"Pearl River, 0.5 mi. below Richardson Landing; 1.5 mi. SE of Bogalusa.",,,1976,1,22,G.E. Gunning & D.C. Heins,,,PreservedSpecimen,,
TU,Fish,96951,62,Notropis atherinoides,Cyprinidae,,,30.75667,-89.82611,,,United States of America,Louisiana,Washington,,,"Pearl River, 0.5 mi. below Richardson Landing; 1.5 mi. SE of Bogalusa.",,,1976,1,22,G.E. Gunning & D.C. Heins,,,PreservedSpecimen,,
TU,Fish,97019,9,Lepomis megalotis,Centrarchidae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,"Pearl River at River Mile 54, 2.3 mi. SE of Bogalusa.",,,1976,1,22,G.E Gunning & D.C Heins,,,PreservedSpecimen,,
TU,Fish,97014,52,Pimephales vigilax,Cyprinidae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,"Pearl River at River Mile 54, 2.3 mi. SE of Bogalusa.",,,1976,1,22,G.E Gunning & D.C Heins,,,PreservedSpecimen,,
TU,Fish,97015,56,Ictalurus punctatus,Ictaluridae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,"Pearl River at River Mile 54, 2.3 mi. SE of Bogalusa.",,,1976,1,22,G.E Gunning & D.C Heins,,,PreservedSpecimen,,
TU,Fish,97024,3,Percina vigil,Percidae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,"Pearl River at River Mile 54, 2.3 mi. SE of Bogalusa.",,,1976,1,22,G.E Gunning & D.C Heins,,,PreservedSpecimen,,
TU,Fish,97009,15,Notropis atherinoides,Cyprinidae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,"Pearl River at River Mile 54, 2.3 mi. SE of Bogalusa.",,,1976,1,22,G.E Gunning & D.C Heins,,,PreservedSpecimen,,
TU,Fish,97005,196,Hybognathus nuchalis,Cyprinidae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,"Pearl River at River Mile 54, 2.3 mi. SE of Bogalusa.",,,1976,1,22,G.E Gunning & D.C Heins,,,PreservedSpecimen,,
TU,Fish,96972,69,Pimephales vigilax,Cyprinidae,,,30.705,-89.84611,,,United States of America,Louisiana,Washington,,,"Pearl River just above sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1976,1,22,G.E. Gunning & D.C. Heins,,,PreservedSpecimen,,
TU,Fish,96976,2,Ictalurus punctatus,Ictaluridae,,,30.705,-89.84611,,,United States of America,Louisiana,Washington,,,"Pearl River just above sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1976,1,22,G.E. Gunning & D.C. Heins,,,PreservedSpecimen,,
TU,Fish,96967,4,Notropis atherinoides,Cyprinidae,,,30.705,-89.84611,,,United States of America,Louisiana,Washington,,,"Pearl River just above sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1976,1,22,G.E. Gunning & D.C. Heins,,,PreservedSpecimen,,
TU,Fish,96964,44,Hybognathus nuchalis,Cyprinidae,,,30.705,-89.84611,,,United States of America,Louisiana,Washington,,,"Pearl River just above sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1976,1,22,G.E. Gunning & D.C. Heins,,,PreservedSpecimen,,
TU,Fish,97000,41,Percina vigil,Percidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,"Pearl River just below sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1976,1,22,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,96984,17,Notropis atherinoides,Cyprinidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,"Pearl River just below sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1976,1,22,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,96980,55,Hybognathus nuchalis,Cyprinidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,"Pearl River just below sill at Pools Bluff, 4 mi. S of Bogalusa.",,,1976,1,22,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98429,0,Notropis atherinoides,Cyprinidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98434,6,Lepomis megalotis,Centrarchidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98436,1,Micropterus salmoides,Centrarchidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98431,1,Pimephales vigilax,Cyprinidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98428,436,Hybognathus nuchalis,Cyprinidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98442,1,Lepomis macrochirus,Centrarchidae,,,30.76805,-89.83083,,,United States of America,Louisiana,Washington,,,"Pearl River along right bank between Coburn & Bogalusa Creeks, 1.5 mi. E of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98441,1,Gambusia affinis,Poeciliidae,,,30.76805,-89.83083,,,United States of America,Louisiana,Washington,,,"Pearl River along right bank between Coburn & Bogalusa Creeks, 1.5 mi. E of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98444,2,Micropterus salmoides,Centrarchidae,,,30.76805,-89.83083,,,United States of America,Louisiana,Washington,,,"Pearl River along right bank between Coburn & Bogalusa Creeks, 1.5 mi. E of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98439,10,Notropis atherinoides,Cyprinidae,,,30.76805,-89.83083,,,United States of America,Louisiana,Washington,,,"Pearl River along right bank between Coburn & Bogalusa Creeks, 1.5 mi. E of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98438,454,Hybognathus nuchalis,Cyprinidae,,,30.76805,-89.83083,,,United States of America,Louisiana,Washington,,,"Pearl River along right bank between Coburn & Bogalusa Creeks, 1.5 mi. E of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98456,3,Lepomis megalotis,Centrarchidae,,,30.75556,-89.82694,,,United States of America,Louisiana,Washington,,,Pearl River along left bank 0.6 mi. below Richardson Landing 1.5 mi. SE of Bogalusa.,,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98458,1,Micropterus salmoides,Centrarchidae,,,30.75556,-89.82694,,,United States of America,Louisiana,Washington,,,Pearl River along left bank 0.6 mi. below Richardson Landing 1.5 mi. SE of Bogalusa.,,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98455,1,Gambusia affinis,Poeciliidae,,,30.75556,-89.82694,,,United States of America,Louisiana,Washington,,,Pearl River along left bank 0.6 mi. below Richardson Landing 1.5 mi. SE of Bogalusa.,,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98454,1,Pimephales vigilax,Cyprinidae,,,30.75556,-89.82694,,,United States of America,Louisiana,Washington,,,Pearl River along left bank 0.6 mi. below Richardson Landing 1.5 mi. SE of Bogalusa.,,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98449,38,Notropis atherinoides,Cyprinidae,,,30.75556,-89.82694,,,United States of America,Louisiana,Washington,,,Pearl River along left bank 0.6 mi. below Richardson Landing 1.5 mi. SE of Bogalusa.,,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98447,265,Hybognathus nuchalis,Cyprinidae,,,30.75556,-89.82694,,,United States of America,Louisiana,Washington,,,Pearl River along left bank 0.6 mi. below Richardson Landing 1.5 mi. SE of Bogalusa.,,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98467,2,Lepomis megalotis,Centrarchidae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank at River Mile 54, 2.3 mi. SE of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98463,42,Notropis atherinoides,Cyprinidae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank at River Mile 54, 2.3 mi. SE of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98462,392,Hybognathus nuchalis,Cyprinidae,,,30.74055,-89.82694,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank at River Mile 54, 2.3 mi. SE of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98480,4,Lepomis megalotis,Centrarchidae,,,30.705,-89.84611,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank just above Pools Bluff Sill, 4 mi. S of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98475,32,Notropis atherinoides,Cyprinidae,,,30.705,-89.84611,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank just above Pools Bluff Sill, 4 mi. S of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98473,105,Hybognathus nuchalis,Cyprinidae,,,30.705,-89.84611,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank just above Pools Bluff Sill, 4 mi. S of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98493,2,Gambusia affinis,Poeciliidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank just below Pools Bluff Sill, 4 mi. S of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98495,1,Lepomis megalotis,Centrarchidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank just below Pools Bluff Sill, 4 mi. S of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98494,1,Lepomis macrochirus,Centrarchidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank just below Pools Bluff Sill, 4 mi. S of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98496,3,Percina vigil,Percidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank just below Pools Bluff Sill, 4 mi. S of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98488,48,Notropis atherinoides,Cyprinidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank just below Pools Bluff Sill, 4 mi. S of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,98486,391,Hybognathus nuchalis,Cyprinidae,,,30.70222,-89.84417,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank just below Pools Bluff Sill, 4 mi. S of Bogalusa.",,,1976,7,16,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,99456,28,Pimephales vigilax,Cyprinidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1976,10,13,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,99459,15,Lepomis megalotis,Centrarchidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1976,10,13,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,99460,1,Micropterus salmoides,Centrarchidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1976,10,13,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
TU,Fish,99458,1,Lepomis macrochirus,Centrarchidae,,,30.77861,-89.82972,,,United States of America,Louisiana,Washington,,,"Pearl River along left bank above Coburn Creek, 1.5 mi. E of Bogalusa.",,,1976,10,13,R.D. Suttkus & P. Sorensen,,,PreservedSpecimen,,
