"","InstitutionCode","CollectionCode","CatalogNumber","IndividualCount","ScientificName","Family","PreparationType","Tissues","Latitude","Longitude","CoordinateUncertaintyInMeters","HorizontalDatum","Country","StateProvince","County","Island","IslandGroup","Locality","VerbatimElevation","VerbatimDepth","YearCollected","MonthCollected","DayCollected","Collector","GeorefMethod","LatLongComments","BasisOfRecord","Remarks","DateLastModified","CI","decade","combo","number_individuals_requested"
"15","TU","Fish",190279,17,"Ictalurus punctatus","Ictaluridae",NA,NA,30.77611,-89.82777,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite Coburn Creek",NA,NA,2000,1,8,"",NA,NA,"PreservedSpecimen","",NA,"control","1994-2003","control_1994-2003",2
"161","TU","Fish",31146,79,"Ictalurus punctatus","Ictaluridae",NA,NA,30.75667,-89.82611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River 0.5 mi. downstream from Richardson Landing; 1.5 mi. SE of Bogalusa.",NA,NA,1963,6,23,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1954-1963","impact_1954-1963",2
"171","TU","Fish",31542,12,"Ictalurus punctatus","Ictaluridae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River at River Mile 54; 2.3 mi. SE of Bogalusa.",NA,NA,1963,10,24,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1954-1963","impact_1954-1963",2
"181","TU","Fish",31177,10,"Ictalurus punctatus","Ictaluridae",NA,NA,30.75667,-89.82611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River 0.5 mi. downstream from Richardson Landing; 1.5 miles SE of Bogalusa.",NA,NA,1963,5,20,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1954-1963","impact_1954-1963",2
"192","TU","Fish",31803,4,"Ictalurus punctatus","Ictaluridae",NA,NA,30.705,-89.84611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above dam at Pools Bluff Sill; 4 mi. S of Bogalusa (day collection).",NA,NA,1963,11,14,"G.E. Gunning & J. Shireman",NA,NA,"PreservedSpecimen","",NA,"impact","1954-1963","impact_1954-1963",2
"20","TU","Fish",31808,9,"Ictalurus punctatus","Ictaluridae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below dam at Pools Bluff; 4 mi. S of Bogalusa (night collection).",NA,NA,1963,11,15,"G. Gunning & J. Shireman",NA,NA,"PreservedSpecimen","",NA,"impact","1954-1963","impact_1954-1963",2
"21","TU","Fish",79538,15,"Ictalurus punctatus","Ictaluridae",NA,NA,30.75667,-89.82611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River at sandbar 0.5 mi. below Richardson Landing.",NA,NA,1972,7,12,"B.A. Thompson & Cashner",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",2
"221","TU","Fish",58071,167,"Ictalurus punctatus","Ictaluridae",NA,NA,30.75667,-89.82611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River 0.5 mi. below Richardson Landing, 1.5 mi. SE of Bogalusa.",NA,NA,1969,7,14,"R.D. Suttkus & Thompson",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",2
"232","TU","Fish",39300,43,"Ictalurus punctatus","Ictaluridae",NA,NA,30.75667,-89.82611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River 0.5 mi. below Richardson Landing; 1.5 mi. SE of Bogalusa.",NA,NA,1965,11,19,"Suttkus & Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",2
"242","TU","Fish",38919,22,"Ictalurus punctatus","Ictaluridae",NA,NA,30.75667,-89.82611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River 0.5 mi. below Richardson Landing 1.5 mi. SE of Bogalusa.",NA,NA,1965,10,21,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",2
"251","TU","Fish",83744,239,"Ictalurus punctatus","Ictaluridae",NA,NA,30.75667,-89.82611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River sandbar, 0.5 mi. below Richardson Landing.",NA,NA,1973,7,11,"R.D. Suttkus & B.A. Thompson",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",2
"266","TU","Fish",97015,56,"Ictalurus punctatus","Ictaluridae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River at River Mile 54, 2.3 mi. SE of Bogalusa.",NA,NA,1976,1,22,"G.E Gunning & D.C Heins",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",2
"27","TU","Fish",108551,20,"Ictalurus punctatus","Ictaluridae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank below sill at Pools Bluff; 4 mi. S of Bogalusa.",NA,NA,1978,7,19,"R.D. Suttkus & P. Sorensen",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",2
"283","TU","Fish",90827,57,"Ictalurus punctatus","Ictaluridae",NA,NA,30.705,-89.84611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above sill at Pools Bluff, 4 mi. S of Bogalusa.",NA,NA,1974,10,29,"R.D. Suttkus & J.H. Caruso",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",2
"291","TU","Fish",85317,12,"Ictalurus punctatus","Ictaluridae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River at River Mile 54.",NA,NA,1974,1,14,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",2
"301","TU","Fish",108500,302,"Ictalurus punctatus","Ictaluridae",NA,NA,30.75667,-89.82611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank 0.5 mi. below Richardson Landing, 1.5 mi. SE of Bogalusa.",NA,NA,1978,7,19,"R.D. Suttkus & P. Sorensen",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",2
"311","TU","Fish",153841,32,"Ictalurus punctatus","Ictaluridae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank just below Pools Bluff Sill.",NA,NA,1988,10,20,"R.D. Suttkus & J.H. Caruso",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",2
"321","TU","Fish",160020,67,"Ictalurus punctatus","Ictaluridae",NA,NA,30.705,-89.84611,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank just above Pools Bluff Sill.",NA,NA,1991,1,3,"R.D. Suttkus & J.H. Caruso",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",2
"331","TU","Fish",136244,15,"Ictalurus punctatus","Ictaluridae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank at River Mile 54.",NA,NA,1984,7,17,"R.D. Suttkus & V.C. Trau",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",2
"341","TU","Fish",157316,12,"Ictalurus punctatus","Ictaluridae",NA,NA,30.75667,-89.82611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank 0.5 mi. below Richardson Landing.",NA,NA,1990,1,25,"R.D. Suttkus & J.H. Caruso",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",2
"352","TU","Fish",157351,4,"Ictalurus punctatus","Ictaluridae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank just below Pools Bluff Sill.",NA,NA,1990,1,25,"R.D. Suttkus & J.H. Caruso",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",2
"361","TU","Fish",182143,4,"Ictalurus punctatus","Ictaluridae",NA,NA,30.73694,-89.82694,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along right bank at River Mile 54.",NA,NA,1997,1,4,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","1994-2003","impact_1994-2003",2
"37","TU","Fish",185384,6,"Ictalurus punctatus","Ictaluridae",NA,NA,30.75444,-89.82722,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank at second bend below Richardson Ldg.",NA,NA,1998,1,24,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","1994-2003","impact_1994-2003",2
"381","TU","Fish",193706,13,"Ictalurus punctatus","Ictaluridae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank at River Mile 54",NA,NA,2002,1,26,"",NA,NA,"PreservedSpecimen","",NA,"impact","1994-2003","impact_1994-2003",2
"391","TU","Fish",190621,10,"Ictalurus punctatus","Ictaluridae",NA,NA,30.75444,-89.82722,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank at second bend below Richardson Landing.",NA,NA,2000,4,7,"",NA,NA,"PreservedSpecimen","",NA,"impact","1994-2003","impact_1994-2003",2
"40","TU","Fish",198297,4,"Ictalurus punctatus","Ictaluridae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank at River Mile 54",NA,NA,2005,2,12,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","2004-2013","impact_2004-2013",2
"307","TU","Fish",30999,18,"Notropis atherinoides","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above mouth of Coburn Creek, 1.5 miles E of Hwy. 7 in Bogalusa (left bank).",NA,NA,1963,12,12,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"control","1954-1963","control_1954-1963",4
"146","TU","Fish",31614,57,"Notropis atherinoides","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above mouth of Coburn Creek; 1.5 mi. E of Hwy. 7 in Bogalusa.",NA,NA,1963,6,14,"G.E. Gunning & J. Shireman",NA,NA,"PreservedSpecimen","",NA,"control","1954-1963","control_1954-1963",4
"371","TU","Fish",38907,10,"Notropis atherinoides","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above mouth of Coburn Creek, 1.4 mi. E of Bogalusa.",NA,NA,1965,10,21,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"control","1964-1973","control_1964-1973",4
"397","TU","Fish",42930,33,"Notropis atherinoides","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above mouth of Coburn Creek; 1.4 mi. E of Bogalusa -Fish Stat. #1.",NA,NA,1967,1,18,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"control","1964-1973","control_1964-1973",4
"319","TU","Fish",33594,101,"Notropis atherinoides","Cyprinidae",NA,NA,30.76805,-89.83083,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River between mouth of Coburn & Bogalusa Creeks, 1.4 mi. E of Hwy. 7 in Bogalusa.",NA,NA,1964,7,9,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"control","1964-1973","control_1964-1973",4
"368","TU","Fish",38123,59,"Notropis atherinoides","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above Coburn Creek, 1.4 mi. E of Bogalusa.",NA,NA,1965,8,6,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"control","1964-1973","control_1964-1973",4
"324","TU","Fish",33659,163,"Notropis atherinoides","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above mouth of Coburn Creek; 1.5 mi. E of Hwy. 7 in Bogalusa.",NA,NA,1964,8,10,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"control","1964-1973","control_1964-1973",4
"556","TU","Fish",99465,73,"Notropis atherinoides","Cyprinidae",NA,NA,30.76805,-89.83083,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank between Coburn & Bogalusa Creeks, 1.5 mi. E of Bogalusa.",NA,NA,1976,10,13,"R.D. Suttkus & P. Sorensen",NA,NA,"PreservedSpecimen","",NA,"control","1974-1983","control_1974-1983",4
"636","TU","Fish",117404,70,"Notropis atherinoides","Cyprinidae",NA,NA,30.77861,-89.82972,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank just above Coburn Creek; 1.5 mi. E of Bogalusa.",NA,NA,1980,7,1,"R.D. Suttkus & S.O. Rohmann",NA,NA,"PreservedSpecimen","",NA,"control","1974-1983","control_1974-1983",4
"606","TU","Fish",107670,14,"Notropis atherinoides","Cyprinidae",NA,NA,30.76805,-89.83083,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank between mouth of Coburn & Bogalusa Creeks, 1.5 mi. E of Bogalusa.",NA,NA,1978,6,8,"R.D. Suttkus & S.O. Rohmann",NA,NA,"PreservedSpecimen","",NA,"control","1974-1983","control_1974-1983",4
"519","TU","Fish",90774,61,"Notropis atherinoides","Cyprinidae",NA,NA,30.77472,-89.82806,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below Coburn Creek, 1.5 mi. E of Bogalusa.",NA,NA,1974,10,29,"R.D. Suttkus & Caruso",NA,NA,"PreservedSpecimen","",NA,"control","1974-1983","control_1974-1983",4
"679","TU","Fish",126094,93,"Notropis atherinoides","Cyprinidae",NA,NA,30.77583,-89.82722,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite mouth of Coburn Creek.",NA,NA,1982,7,6,"R.D. Suttkus & S.O. Rohmann",NA,NA,"PreservedSpecimen","",NA,"control","1974-1983","control_1974-1983",4
"50","TU","Fish",160993,313,"Notropis atherinoides","Cyprinidae",NA,NA,30.76528,-89.83222,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite Bogalusa Creek.",NA,NA,1991,7,5,"R.D. Suttkus & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","1984-1993","control_1984-1993",4
"77","TU","Fish",165057,10,"Notropis atherinoides","Cyprinidae",NA,NA,30.77583,-89.82722,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite Coburn Creek.",NA,NA,1992,7,18,"R.D. Suttkus & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","1984-1993","control_1984-1993",4
"716","TU","Fish",134751,225,"Notropis atherinoides","Cyprinidae",NA,NA,30.7675,-89.83028,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank between Coburn & Bogalusa Creeks.",NA,NA,1984,4,26,"R.D. Suttkus & V. Trau",NA,NA,"PreservedSpecimen","",NA,"control","1984-1993","control_1984-1993",4
"312","TU","Fish",158532,16,"Notropis atherinoides","Cyprinidae",NA,NA,30.7825,-89.82027,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank 1.0 mi. below Hwy. 10.",NA,NA,1990,7,6,"R.D. Suttkus & J.H. Caruso",NA,NA,"PreservedSpecimen","",NA,"control","1984-1993","control_1984-1993",4
"770","TU","Fish",145797,33,"Notropis atherinoides","Cyprinidae",NA,NA,30.77583,-89.82722,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank opposite mouth of Coburn Creek.",NA,NA,1986,7,1,"R.D. Suttkus & K.G. Goodfellow",NA,NA,"PreservedSpecimen","",NA,"control","1984-1993","control_1984-1993",4
"239","TU","Fish",188258,41,"Notropis atherinoides","Cyprinidae",NA,NA,30.77611,-89.82722,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite Bogalusa Creek.",NA,NA,1999,7,24,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","1994-2003","control_1994-2003",4
"108","TU","Fish",170139,38,"Notropis atherinoides","Cyprinidae",NA,NA,30.77583,-89.82722,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite Coburn Creek.",NA,NA,1994,7,9,"R.D. Suttkus & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","1994-2003","control_1994-2003",4
"8431","TU","Fish",194439,33,"Notropis atherinoides","Cyprinidae",NA,NA,30.76528,-89.83222,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite mouth of Bogalusa Creek.",NA,NA,2002,7,13,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","1994-2003","control_1994-2003",4
"290","TU","Fish",192961,54,"Notropis atherinoides","Cyprinidae",NA,NA,30.7825,-89.82027,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank, 1.0 mi. below LA Hwy. 10.",NA,NA,2001,7,21,"",NA,NA,"PreservedSpecimen","",NA,"control","1994-2003","control_1994-2003",4
"130","TU","Fish",174635,13,"Notropis atherinoides","Cyprinidae",NA,NA,30.76222,-89.83111,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank at Richardson Landing.",NA,NA,1995,4,29,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","1994-2003","control_1994-2003",4
"896","TU","Fish",198267,25,"Notropis atherinoides","Cyprinidae",NA,NA,30.76528,-89.83222,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite Bogalusa Creek",NA,NA,2005,2,12,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","2004-2013","control_2004-2013",4
"887","TU","Fish",197703,40,"Notropis atherinoides","Cyprinidae",NA,NA,30.7825,-89.82027,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along right bank 1 mi. below Hwy. 10",NA,NA,2004,10,30,"R.S. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","2004-2013","control_2004-2013",4
"903","TU","Fish",198571,41,"Notropis atherinoides","Cyprinidae",NA,NA,30.77611,-89.82777,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite Coburn Creek",NA,NA,2005,7,15,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","2004-2013","control_2004-2013",4
"880","TU","Fish",197192,21,"Notropis atherinoides","Cyprinidae",NA,NA,30.7825,-89.82027,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank 1.0 miles below LA Hwy. 10.",NA,NA,2004,7,17,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","2004-2013","control_2004-2013",4
"882","TU","Fish",197225,72,"Notropis atherinoides","Cyprinidae",NA,NA,30.76528,-89.83222,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank opposite Bogalusa Creek",NA,NA,2004,7,17,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"control","2004-2013","control_2004-2013",4
"304","TU","Fish",31124,75,"Notropis atherinoides","Cyprinidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below dam at Pools Bluff Sill; 4 mi. S of Bogalusa.",NA,NA,1963,4,26,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1954-1963","impact_1954-1963",4
"308","TU","Fish",31291,10,"Notropis atherinoides","Cyprinidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below dam at Pools Bluff; 4 mi. S of Bogalusa.",NA,NA,1963,12,13,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1954-1963","impact_1954-1963",4
"477","TU","Fish",70515,50,"Notropis atherinoides","Cyprinidae",NA,NA,30.705,-89.84611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above Pools Bluff Sill.",NA,NA,1971,7,15,"R.D. Suttkus, B.A. Thompson & R.C. Cashner",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",4
"369","TU","Fish",38148,16,"Notropis atherinoides","Cyprinidae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River at River Mile 54, 2.3 mi. SE of Bogalusa.",NA,NA,1965,8,6,"R.D. Suttkus & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",4
"357","TU","Fish",37236,9,"Notropis atherinoides","Cyprinidae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River at River Mile 54, 2.3 mi. SE of Bogalusa.",NA,NA,1965,4,8,"R.D. Suttkus & C.D. Barbour",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",4
"383","TU","Fish",41002,56,"Notropis atherinoides","Cyprinidae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River at River Mile 54; 2.3 miles SE of Bogalusa - Stat. #4.",NA,NA,1966,7,3,"R.D. Suttkus, G.E. Gunning & Tomoff",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",4
"427","TU","Fish",50910,47,"Notropis atherinoides","Cyprinidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just below sill at Pools Bluff; 4 mi. S of Bogalusa.",NA,NA,1968,3,28,"R.D. Suttkus, Grover & Anderson",NA,NA,"PreservedSpecimen","",NA,"impact","1964-1973","impact_1964-1973",4
"541","TU","Fish",96059,10,"Notropis atherinoides","Cyprinidae",NA,NA,30.705,-89.84611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above sill at Pools Bluff, 4 mi. S of Bogalusa.",NA,NA,1975,10,23,"R.D. Suttkus & Sobczak",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",4
"517","TU","Fish",88465,223,"Notropis atherinoides","Cyprinidae",NA,NA,30.705,-89.84611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River just above sill at Pools Bluff, 4 mi. S of Bogalusa.",NA,NA,1974,7,9,"R.D. Suttkus & D.C. Heins",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",4
"663","TU","Fish",122114,19,"Notropis atherinoides","Cyprinidae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank at River Mile 54, 2.3 mi. SE of Bogalusa.",NA,NA,1981,7,8,"R.D. Suttkus & S.O. Rohmann",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",4
"827","TU","Fish",106340,13,"Notropis atherinoides","Cyprinidae",NA,NA,30.705,-89.84611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank just above Pools Bluff Sill; 4 mi. S of Bogalusa.",NA,NA,1978,3,23,"S.O. Rohmann & G.E. Gunning",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",4
"665","TU","Fish",122147,108,"Notropis atherinoides","Cyprinidae",NA,NA,30.70222,-89.84417,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along left bank just below Pools Bluff Sill; 4 mi. S of Bogalusa.",NA,NA,1981,7,8,"R.D. Suttkus & S.O. Rohmann",NA,NA,"PreservedSpecimen","",NA,"impact","1974-1983","impact_1974-1983",4
"822","TU","Fish",156694,12,"Notropis atherinoides","Cyprinidae",NA,NA,30.705,-89.84611,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank just above Pools Bluff Sill.",NA,NA,1989,10,12,"R.D. Suttkus & J.H. Caruso",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",4
"81","TU","Fish",165104,9,"Notropis atherinoides","Cyprinidae",NA,NA,30.705,-89.84611,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank just above Pools Bluff Sill.",NA,NA,1992,7,18,"R.D. Suttkus & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",4
"744","TU","Fish",140330,18,"Notropis atherinoides","Cyprinidae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank at River Mile 54.",NA,NA,1985,4,25,"R.D. Suttkus & K.G. Goodfellow",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",4
"99","TU","Fish",167786,8,"Notropis atherinoides","Cyprinidae",NA,NA,30.75667,-89.82611,NA,NA,"United States of America","Louisiana","Pearl River",NA,NA,"Pearl River along right bank 0.5 mile below Richardson Landing",NA,NA,1993,10,23,"R.D. Suttkus & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",4
"521","TU","Fish",161027,37,"Notropis atherinoides","Cyprinidae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank at River Mile 54.",NA,NA,1991,7,5,"R.D. Suttkus & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","1984-1993","impact_1984-1993",4
"302","TU","Fish",193463,9,"Notropis atherinoides","Cyprinidae",NA,NA,30.73694,-89.82694,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank at River Mile 54",NA,NA,2001,10,7,"",NA,NA,"PreservedSpecimen","",NA,"impact","1994-2003","impact_1994-2003",4
"176","TU","Fish",182116,45,"Notropis atherinoides","Cyprinidae",NA,NA,30.75444,-89.82722,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank at second bend below Richardson Landing.",NA,NA,1997,1,4,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","1994-2003","impact_1994-2003",4
"143","TU","Fish",176931,27,"Notropis atherinoides","Cyprinidae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank at second bend above River Mile 54.",NA,NA,1995,10,7,"R.D. Suttkus & C.H. Dannemann",NA,NA,"PreservedSpecimen","",NA,"impact","1994-2003","impact_1994-2003",4
"222","TU","Fish",186670,97,"Notropis atherinoides","Cyprinidae",NA,NA,30.74195,-89.82528,NA,NA,"United States of America","Louisiana","Washington",NA,NA,"Pearl River along right bank at two bends above River Mile 54.",NA,NA,1998,10,10,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","1994-2003","impact_1994-2003",4
"862","TU","Fish",196262,29,"Notropis atherinoides","Cyprinidae",NA,NA,30.74055,-89.82694,NA,NA,"United States of America","Mississippi","Pearl River",NA,NA,"Pearl River along left bank at River Mile 54",NA,NA,2003,7,19,"R.D. & J.S. Suttkus",NA,NA,"PreservedSpecimen","",NA,"impact","1994-2003","impact_1994-2003",4
