0,DATE,beg,Year,end,Month,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
0,d_18950101,d_1895,1895,0101,01,0,0,0,0,0,100,0,0,0,0,0
0,d_18950201,d_1895,1895,0201,02,0,0,0,0,0,100,0,0,0,0,0
0,d_18950301,d_1895,1895,0301,03,0,0,0,0,0,100,0,0,0,0,0
0,d_18950401,d_1895,1895,0401,04,0,0,0,0,0,100,0,0,0,0,0
0,d_18950501,d_1895,1895,0501,05,0,0,0,0,0,100,0,0,0,0,0
0,d_18950601,d_1895,1895,0601,06,0,0,0,0,0,100,0,0,0,0,0
0,d_18950701,d_1895,1895,0701,07,0,0,0,0,0,100,0,0,0,0,0
0,d_18950801,d_1895,1895,0801,08,0,0,0,0,0,100,0,0,0,0,0
54.3,d_18950901,d_1895,1895,0901,09,9.8,1.3,0,0,0,0,36,14.6,1,0.3,0
68.1,d_18951001,d_1895,1895,1001,10,28.9,16,2.4,0.4,0,0,3.1,0.8,0,0,0
73.1,d_18951101,d_1895,1895,1101,11,22.9,10.3,0.6,0,0,0,4,1.4,0.4,0.2,0
54.1,d_18951201,d_1895,1895,1201,12,44.6,22.4,3.5,0.8,0,0,1.3,0.4,0,0,0
28.7,d_18960101,d_1896,1896,0101,01,71.1,47.6,8.9,1.3,0.1,0,0.1,0,0,0,0
38.8,d_18960201,d_1896,1896,0201,02,59.6,29.2,5.5,1.7,0.4,0,1.5,0.5,0,0,0
33.3,d_18960301,d_1896,1896,0301,03,66.2,37.4,5.6,1.1,0.2,0,0.5,0,0,0,0
14.6,d_18960401,d_1896,1896,0401,04,85.3,53.3,13.4,3.5,0.4,0,0,0,0,0,0
11.3,d_18960501,d_1896,1896,0501,05,88.7,73.5,28.1,9.9,2.4,0,0,0,0,0,0
41.3,d_18960601,d_1896,1896,0601,06,53.9,32.6,8.1,3.8,1.5,0,4.8,0,0,0,0
64,d_18960701,d_1896,1896,0701,07,24.6,12.7,2.4,0.9,0,0,11.5,5,1.3,0,0
59.7,d_18960801,d_1896,1896,0801,08,37.5,18.1,4.3,1.2,0,0,2.7,0,0,0,0
48.7,d_18960901,d_1896,1896,0901,09,44.9,24,3.9,0.8,0,0,6.5,3.2,0,0,0
43.8,d_18961001,d_1896,1896,1001,10,51.4,25,4.9,0.9,0,0,4.9,1,0,0,0
44.4,d_18961101,d_1896,1896,1101,11,53.3,23.5,2.3,0.2,0,0,2.2,0,0,0,0
52,d_18961201,d_1896,1896,1201,12,46.5,28.7,13.6,5,1.7,0,1.5,0.1,0,0,0
51.4,d_18970101,d_1897,1897,0101,01,47.1,29,12,5.4,0.9,0,1.3,0.1,0,0,0
51,d_18970201,d_1897,1897,0201,02,24.6,18.7,7.9,4.3,0.6,0,24.5,11.3,1.1,0.1,0
38.3,d_18970301,d_1897,1897,0301,03,29.8,22.3,3.4,0.5,0,0,31.9,18.8,2.2,0,0
51.2,d_18970401,d_1897,1897,0401,04,29,13.7,1.3,0,0,0,19.7,7.7,0,0,0
49.9,d_18970501,d_1897,1897,0501,05,28.1,14.5,5.1,1.7,0,0,22,6.1,0,0,0
47.4,d_18970601,d_1897,1897,0601,06,29.9,15,5.3,2.4,0,0,22.7,9.2,0,0,0
50.8,d_18970701,d_1897,1897,0701,07,21.6,14.3,6,4,0.1,0,27.5,6.7,0,0,0
59.2,d_18970801,d_1897,1897,0801,08,27,13.6,4.9,2.2,0.2,0,13.9,4.4,0,0,0
49.8,d_18970901,d_1897,1897,0901,09,28.3,17.5,5.8,1.3,0,0,21.9,7,0.2,0,0
44.8,d_18971001,d_1897,1897,1001,10,24.2,12.1,5.4,2.9,0.6,0,31.1,17.8,3,0.8,0
43,d_18971101,d_1897,1897,1101,11,48.3,33.1,11.9,6.6,1.3,0,8.8,1.3,0,0,0
17.2,d_18971201,d_1897,1897,1201,12,70.4,57.8,30.9,17.8,5.4,0,12.3,4.9,0.4,0,0
19.4,d_18980101,d_1898,1898,0101,01,78.7,69.7,40.3,26.3,14,0,2,0.5,0,0,0
14.9,d_18980201,d_1898,1898,0201,02,80.1,73.2,56.3,43.5,24.9,0,5.2,0.5,0,0,0
14,d_18980301,d_1898,1898,0301,03,82.7,76.6,59.1,43.9,21.4,0,3.2,0.4,0,0,0
13.5,d_18980401,d_1898,1898,0401,04,85.1,75.7,52.8,36.1,11.1,0,1.4,0.9,0.3,0,0
5.3,d_18980501,d_1898,1898,0501,05,93.8,86.2,57.9,40.6,28.2,0,0.9,0.6,0,0,0
7.6,d_18980601,d_1898,1898,0601,06,91.8,85.8,66,52.6,30.5,0,0.7,0,0,0,0
14.4,d_18980701,d_1898,1898,0701,07,85.6,74.3,48,34.5,10.1,0,0,0,0,0,0
48.5,d_18980801,d_1898,1898,0801,08,46.2,23.1,3.7,1.3,0.3,0,5.3,3,1,0.3,0
54.4,d_18980901,d_1898,1898,0901,09,38.9,20.4,5.2,2.3,0.8,0,6.8,2.9,0.8,0.2,0
57.3,d_18981001,d_1898,1898,1001,10,16.2,8.6,2.3,0.8,0.2,0,26.5,12.6,4.6,3,0.7
35.5,d_18981101,d_1898,1898,1101,11,3.8,1.8,0,0,0,0,60.7,40.2,17.7,8.4,5.4
20.9,d_18981201,d_1898,1898,1201,12,4.3,2,0.2,0,0,0,74.6,54.2,23.5,13.3,7.5
16.4,d_18990101,d_1899,1899,0101,01,2.9,0.9,0,0,0,0,80.8,65.8,33,20.1,8.8
4.6,d_18990201,d_1899,1899,0201,02,0.5,0,0,0,0,0,94.7,89.4,64.8,51.7,31.1
4.6,d_18990301,d_1899,1899,0301,03,0,0,0,0,0,0,95.3,89,71.5,54.8,35.1
13.6,d_18990401,d_1899,1899,0401,04,0.2,0,0,0,0,0,86.2,79,56.5,37.9,18.5
35,d_18990501,d_1899,1899,0501,05,4.8,1,0,0,0,0,60.1,44.7,8.8,2.3,0.9
35.4,d_18990601,d_1899,1899,0601,06,10.6,5.7,0.7,0.2,0,0,54.1,37.9,11.7,3.1,0.2
52.3,d_18990701,d_1899,1899,0701,07,12.7,6.3,1.1,0.5,0,0,34.9,25.9,7,2.5,0
39,d_18990801,d_1899,1899,0801,08,33.5,17.6,5,2.2,0.8,0,27.6,15.9,4.4,1.5,0.1
32,d_18990901,d_1899,1899,0901,09,41.8,31.5,12.1,6.5,2,0,26.1,12.5,2.4,0.1,0
29.1,d_18991001,d_1899,1899,1001,10,44.1,34.8,17.9,11.7,5,0,26.8,13.5,5.2,1.1,0
30.5,d_18991101,d_1899,1899,1101,11,63.3,51.7,34.2,21.6,8.1,0,6.1,2.1,0,0,0
26.3,d_18991201,d_1899,1899,1201,12,72.1,64.1,39.2,18.5,6.9,0,1.6,0.3,0,0,0
25.8,d_19000101,d_1900,1900,0101,01,73.1,66.3,42.3,22.7,6.2,0,1,0.1,0,0,0
50.9,d_19000201,d_1900,1900,0201,02,41.5,22.9,5.1,2.7,0.5,0,7.5,0.5,0,0,0
61.3,d_19000301,d_1900,1900,0301,03,22.4,9.9,1.3,0.5,0,0,16.3,8.9,0.2,0,0
68.3,d_19000401,d_1900,1900,0401,04,4.3,1.5,0.3,0,0,0,27.4,13.5,0.3,0,0
76.4,d_19000501,d_1900,1900,0501,05,4.3,1.2,0.2,0,0,0,19.4,11.8,8.3,0,0
25.1,d_19000601,d_1900,1900,0601,06,0.4,0,0,0,0,0,74.4,54.2,25.5,6.4,0.1
39.8,d_19000701,d_1900,1900,0701,07,6.9,2.7,0.4,0,0,0,53.3,41.7,23.5,6.7,0.4
41.8,d_19000801,d_1900,1900,0801,08,9.8,2.9,0.2,0,0,0,48.3,37.5,21.9,6.9,1.9
39.4,d_19000901,d_1900,1900,0901,09,12.2,4.7,0,0,0,0,48.4,38.4,15.1,7.7,1.9
27.5,d_19001001,d_1900,1900,1001,10,11.2,6.9,0.4,0,0,0,61.2,49.6,26.6,18.4,7.6
40.7,d_19001101,d_1900,1900,1101,11,14.8,9.2,1,0,0,0,44.6,31.2,16.6,7.2,1.8
41.7,d_19001201,d_1900,1900,1201,12,12.4,7,0.3,0,0,0,46,33.1,18.4,9.4,2.7
53.4,d_19010101,d_1901,1901,0101,01,16.8,11.2,3.6,0.6,0,0,29.8,18.9,4.8,1,0
44,d_19010201,d_1901,1901,0201,02,16.9,12,6.8,2.2,0.3,0,39,22.6,7.7,3.1,0.1
59,d_19010301,d_1901,1901,0301,03,29.8,19.3,7.6,1.5,0,0,11.1,1.8,0.1,0,0
69.4,d_19010401,d_1901,1901,0401,04,16.2,8.7,0.7,0,0,0,14.4,2.8,0.1,0,0
34,d_19010501,d_1901,1901,0501,05,6.7,2,0,0,0,0,59.2,37.5,3.1,0.7,0.2
19.6,d_19010601,d_1901,1901,0601,06,7.8,2.8,0,0,0,0,72.5,54,22.8,9.1,0.7
23.7,d_19010701,d_1901,1901,0701,07,13.8,8.8,3.6,0.9,0,0,62.5,45.3,13.9,7,1.6
16.6,d_19010801,d_1901,1901,0801,08,4.6,1.8,0.1,0,0,0,78.6,70,44.1,24.6,9.9
21.2,d_19010901,d_1901,1901,0901,09,3.7,0.6,0,0,0,0,75,66.5,32.5,19.3,11.4
24.9,d_19011001,d_1901,1901,1001,10,5.5,2.3,0.1,0,0,0,69.5,54.5,24.1,16.8,8.4
29.3,d_19011101,d_1901,1901,1101,11,10.4,3.6,0.5,0,0,0,60.3,44,23.8,18.1,10.9
39.3,d_19011201,d_1901,1901,1201,12,3.3,1.3,0.3,0,0,0,57.4,42.6,30.4,23.1,16.7
40.4,d_19020101,d_1902,1902,0101,01,13.6,4.9,1,0.5,0,0,46,34.5,21.7,14.7,7
38.9,d_19020201,d_1902,1902,0201,02,10.3,4.7,1.3,0.5,0,0,51,40.3,20.9,12.2,4
33.3,d_19020301,d_1902,1902,0301,03,5.3,3.7,1.7,0.9,0.1,0,61.4,45.1,21.6,9,1.8
39.1,d_19020401,d_1902,1902,0401,04,7.2,4,1.6,0.8,0,0,53.6,38,10.6,3.4,0.8
59.2,d_19020501,d_1902,1902,0501,05,33.9,16.5,2.2,0.5,0,0,6.9,1.3,0,0,0
48,d_19020601,d_1902,1902,0601,06,51.8,32.8,4,1,0,0,0.2,0,0,0,0
41.3,d_19020701,d_1902,1902,0701,07,57.7,35.4,6.3,1.2,0,0,0.9,0,0,0,0
48.7,d_19020801,d_1902,1902,0801,08,49.4,28,9.6,2.9,0.3,0,1.8,0.1,0,0,0
37.1,d_19020901,d_1902,1902,0901,09,59.3,37.2,10.5,3.4,0.1,0,3.5,0,0,0,0
49.9,d_19021001,d_1902,1902,1001,10,30.8,13,2.3,0.3,0,0,19.4,9.6,0.6,0,0
36.8,d_19021101,d_1902,1902,1101,11,47.9,27.8,6.7,1.4,0,0,15.1,9,0.6,0,0
31.7,d_19021201,d_1902,1902,1201,12,58.7,37.1,9.7,3.8,0.7,0,9.6,3.3,0.2,0,0
44.8,d_19030101,d_1903,1903,0101,01,41.7,25.8,7.5,2.8,0.3,0,13.5,9.1,0.7,0.2,0
53,d_19030201,d_1903,1903,0201,02,3.2,0.7,0,0,0,0,43.8,24.9,3.3,0.7,0.2
29,d_19030301,d_1903,1903,0301,03,0.2,0.1,0,0,0,0,70.8,51.2,14.8,3.9,0.4
26.2,d_19030401,d_1903,1903,0401,04,0,0,0,0,0,0,73.8,55.8,20.5,5.9,0.5
13.3,d_19030501,d_1903,1903,0501,05,0,0,0,0,0,0,86.8,67.1,29.5,10.4,3.5
17.7,d_19030601,d_1903,1903,0601,06,0,0,0,0,0,0,82.4,71.7,32.7,16.1,2.8
27.2,d_19030701,d_1903,1903,0701,07,0.6,0,0,0,0,0,72.2,46.7,8.9,1.8,0
27.9,d_19030801,d_1903,1903,0801,08,0.2,0,0,0,0,0,71.9,46.7,7.6,0.5,0
38.7,d_19030901,d_1903,1903,0901,09,4,0.8,0,0,0,0,57.3,39,6,0.6,0
44.5,d_19031001,d_1903,1903,1001,10,7.1,2.2,0,0,0,0,48.3,29.9,6.4,1.3,0
51.5,d_19031101,d_1903,1903,1101,11,26.9,17.5,9.5,5.7,1.7,0,21.5,10.9,3.3,0.8,0
34.5,d_19031201,d_1903,1903,1201,12,54.1,40.2,19.2,13,8.7,0,11.5,6.9,1.6,0.2,0
29.8,d_19040101,d_1904,1904,0101,01,50.5,38,24,15,5.5,0,19.7,10.8,2.6,0.1,0
41.5,d_19040201,d_1904,1904,0201,02,49.7,39.5,23.8,17.9,12.5,0,8.9,2.8,0,0,0
37.6,d_19040301,d_1904,1904,0301,03,62,51.7,40.1,32.3,20.4,0,0.5,0,0,0,0
36.3,d_19040401,d_1904,1904,0401,04,63.5,53.7,40.1,32.7,22.7,0,0.2,0,0,0,0
18.2,d_19040501,d_1904,1904,0501,05,81.8,69.8,46,35.3,23.5,0,0,0,0,0,0
10.8,d_19040601,d_1904,1904,0601,06,89.2,81.7,48.9,34.8,20,0,0.1,0,0,0,0
12.6,d_19040701,d_1904,1904,0701,07,87.4,76.8,49.4,32.5,13.7,0,0,0,0,0,0
24.6,d_19040801,d_1904,1904,0801,08,75.3,54.7,19.7,10.1,2.5,0,0,0,0,0,0
18.4,d_19040901,d_1904,1904,0901,09,80.4,56.6,25.8,11.1,2.9,0,1.3,0.1,0,0,0
19.7,d_19041001,d_1904,1904,1001,10,78.7,69,42.3,27.4,8.3,0,1.6,0.1,0,0,0
18.7,d_19041101,d_1904,1904,1101,11,79,65.4,42.3,28,10.5,0,2.3,1.1,0,0,0
21.4,d_19041201,d_1904,1904,1201,12,76.5,60.7,32.5,16.5,4.7,0,2.2,1.3,0,0,0
26.1,d_19050101,d_1905,1905,0101,01,71.1,51.3,17.1,7.2,1.9,0,2.7,1.7,0.4,0,0
56.1,d_19050201,d_1905,1905,0201,02,34.9,14.8,4.4,1.5,0.1,0,8.9,4.2,1.7,0.9,0
50.3,d_19050301,d_1905,1905,0301,03,42.8,22.7,8.2,3.3,0.6,0,6.8,2.6,1,0.3,0
55.4,d_19050401,d_1905,1905,0401,04,34.9,19.9,7.4,2.4,0.5,0,9.8,5.4,0.6,0,0
50.7,d_19050501,d_1905,1905,0501,05,36.9,20.2,5.7,2,0.1,0,12.3,7.5,1.1,0,0
61.8,d_19050601,d_1905,1905,0601,06,30.3,16.6,3,0.3,0,0,7.9,3.6,0,0,0
65.6,d_19050701,d_1905,1905,0701,07,14.8,3.9,0.7,0,0,0,19.5,9.5,2.2,0,0
52.9,d_19050801,d_1905,1905,0801,08,15.8,6.8,0.6,0,0,0,31.4,18.6,3.2,0.3,0
53.9,d_19050901,d_1905,1905,0901,09,17.4,8.6,0.3,0,0,0,28.7,15.7,3.1,0.3,0
52.6,d_19051001,d_1905,1905,1001,10,15,4.9,0,0,0,0,32.4,17.1,3.6,0.6,0.1
50.8,d_19051101,d_1905,1905,1101,11,39.3,23.5,5.4,1.8,0.1,0,9.9,6.2,2.6,0.3,0
54.6,d_19051201,d_1905,1905,1201,12,6.8,1.6,0,0,0,0,38.6,19.7,7.2,4,0.9
48.8,d_19060101,d_1906,1906,0101,01,6.7,1.1,0,0,0,0,44.6,28.8,13.3,7.1,3.1
56.3,d_19060201,d_1906,1906,0201,02,21.9,9.2,1,0.2,0,0,21.8,11.5,4.7,2.3,0
47.2,d_19060301,d_1906,1906,0301,03,7,3.1,0.4,0,0,0,45.8,25.8,8,3.4,0
70.9,d_19060401,d_1906,1906,0401,04,15.5,7.5,1.5,0.3,0,0,13.6,7.5,0.1,0,0
66.8,d_19060501,d_1906,1906,0501,05,17.1,7.2,1.2,0,0,0,16.2,5.9,1,0.1,0
46.8,d_19060601,d_1906,1906,0601,06,11.3,5.7,1.3,0.1,0,0,41.9,24,1.3,0.1,0
27.4,d_19060701,d_1906,1906,0701,07,10.8,6,1,0,0,0,61.7,48.5,26.6,10.9,0.9
16.7,d_19060801,d_1906,1906,0801,08,9.9,5.6,0.8,0,0,0,73.3,64.6,49.1,34.7,10.6
29.6,d_19060901,d_1906,1906,0901,09,2.3,0.4,0,0,0,0,68.2,42.4,14.8,7.1,1.7
36,d_19061001,d_1906,1906,1001,10,0.9,0.3,0,0,0,0,63.1,39.3,11.9,4.8,1.4
38.8,d_19061101,d_1906,1906,1101,11,1.6,0.7,0.1,0,0,0,59.6,39.4,14.8,5.9,0.5
51,d_19061201,d_1906,1906,1201,12,4,1.8,0.5,0.1,0,0,44.9,24.5,6.5,2.2,0.2
56.7,d_19070101,d_1907,1907,0101,01,4.2,2.2,0.7,0.3,0,0,39,19.3,4.4,1.2,0
43.1,d_19070201,d_1907,1907,0201,02,23.2,10.5,2.9,1.3,0.4,0,33.8,20.3,6.5,3,0.1
45.6,d_19070301,d_1907,1907,0301,03,43.2,30.3,17.8,9.4,1.7,0,11.1,5.9,1.5,0.7,0
50.4,d_19070401,d_1907,1907,0401,04,45.3,30.1,21.7,17.3,11.1,0,4.2,1.5,0.1,0,0
32.6,d_19070501,d_1907,1907,0501,05,54.4,41,21.8,17.8,7.6,0,13.1,6.7,0.7,0,0
34.3,d_19070601,d_1907,1907,0601,06,61.3,42.6,16.5,4.8,0.2,0,4.4,0.5,0,0,0
29.1,d_19070701,d_1907,1907,0701,07,70.6,53,17.9,5.5,0.2,0,0.3,0,0,0,0
36.5,d_19070801,d_1907,1907,0801,08,61.1,43.4,11.5,2.9,0.2,0,2.3,0.2,0,0,0
54,d_19070901,d_1907,1907,0901,09,36.7,19.7,1.9,0.3,0,0,9.4,1.8,0,0,0
53.8,d_19071001,d_1907,1907,1001,10,31.9,16,2.8,0.7,0,0,14.3,3.8,0,0,0
49.3,d_19071101,d_1907,1907,1101,11,16.6,7.5,0.9,0,0,0,34.2,15,3.2,0.2,0
28.8,d_19071201,d_1907,1907,1201,12,4.4,0.1,0,0,0,0,66.9,54.5,26.7,13.5,3.8
36.4,d_19080101,d_1908,1908,0101,01,2.3,0.2,0,0,0,0,61.1,43.7,20,8.2,0.3
33.8,d_19080201,d_1908,1908,0201,02,9.7,5.6,0,0,0,0,56.4,43.6,18.1,9.1,1.4
36,d_19080301,d_1908,1908,0301,03,15.7,7.9,2.1,0,0,0,48.2,32.7,12.6,6.9,1.4
31.7,d_19080401,d_1908,1908,0401,04,14.1,9.4,0.5,0,0,0,54.3,40.6,19.7,12.5,4.7
22.5,d_19080501,d_1908,1908,0501,05,13.6,10.1,0,0,0,0,64,43.2,19.7,9.7,0.1
27.2,d_19080601,d_1908,1908,0601,06,17.3,15.1,0.3,0,0,0,55.4,32,5.3,1.1,0
18.9,d_19080701,d_1908,1908,0701,07,13.9,10.1,0.6,0,0,0,67.3,53.3,25.5,8.8,2.8
28.3,d_19080801,d_1908,1908,0801,08,12.5,5.8,0.2,0,0,0,59.3,46.2,29.1,19.4,10
38.9,d_19080901,d_1908,1908,0901,09,14,5.9,0.5,0.2,0,0,47.1,33.9,15.2,8.7,2.8
42.6,d_19081001,d_1908,1908,1001,10,15.9,9.6,2,0.6,0.2,0,41.6,31.3,17.6,11.1,4.5
38.6,d_19081101,d_1908,1908,1101,11,30.2,17,3.8,1.4,0.3,0,31,24.5,12.7,7.3,2.7
38.8,d_19081201,d_1908,1908,1201,12,29.8,16,2.4,0.6,0.2,0,31.3,24,11,6.2,2.6
17.7,d_19090101,d_1909,1909,0101,01,54.5,47,29.9,20.1,9.5,0,27.9,18.6,6.7,4.2,1.7
20.8,d_19090201,d_1909,1909,0201,02,50.4,42.2,30.4,20.6,6.6,0,28.8,21.2,8.9,5.3,2
35.5,d_19090301,d_1909,1909,0301,03,38.4,29.9,14.3,8.4,4.5,0,26.2,14.7,7,4,1.2
39.8,d_19090401,d_1909,1909,0401,04,36.1,26.1,12.1,7,2.3,0,24,10.7,2.4,0.2,0
49.8,d_19090501,d_1909,1909,0501,05,34.3,20.6,7.9,5.5,1.2,0,16,4.5,0.1,0,0
35.9,d_19090601,d_1909,1909,0601,06,27.2,22.4,15.3,10.3,0.8,0,37,25.1,6.6,1.1,0
39.8,d_19090701,d_1909,1909,0701,07,23.7,16.2,3.8,1.4,0,0,36.5,20.9,4.1,1.2,0
33.3,d_19090801,d_1909,1909,0801,08,17.3,10.6,2.6,0.9,0,0,49.3,30.9,11.2,4.4,1.7
42.2,d_19090901,d_1909,1909,0901,09,14.4,5.7,0.5,0,0,0,43.5,30.7,7.9,2.5,0
42.8,d_19091001,d_1909,1909,1001,10,10.9,5,0.3,0,0,0,46.4,35.9,16.9,4.2,0.6
48.7,d_19091101,d_1909,1909,1101,11,19.3,9,0.1,0,0,0,32.1,19.1,1.5,0,0
59.2,d_19091201,d_1909,1909,1201,12,20.9,11.3,1.8,0,0,0,19.7,8.9,0.7,0,0
59,d_19100101,d_1910,1910,0101,01,30.6,17.5,6.5,1,0,0,10.3,3.6,0.3,0,0
54.5,d_19100201,d_1910,1910,0201,02,41.7,20.9,4.7,0.7,0,0,3.7,1.7,0.2,0,0
11.6,d_19100301,d_1910,1910,0301,03,88.3,74,43.2,26.5,8.7,0,0,0,0,0,0
2.3,d_19100401,d_1910,1910,0401,04,97.8,90.9,56.4,32.8,13.6,0,0,0,0,0,0
0.2,d_19100501,d_1910,1910,0501,05,99.7,95.2,62.5,33,10.8,0,0,0,0,0,0
21.4,d_19100601,d_1910,1910,0601,06,78.5,55.1,12,2.4,0,0,0.1,0,0,0,0
39.8,d_19100701,d_1910,1910,0701,07,58.6,28.3,1.8,0,0,0,1.6,0.9,0,0,0
57.1,d_19100801,d_1910,1910,0801,08,34,14.1,0.5,0,0,0,8.9,5.8,2,1.4,0.9
44.8,d_19100901,d_1910,1910,0901,09,48.3,24.1,3,0,0,0,6.8,4.3,1.7,1.3,0.8
57.8,d_19101001,d_1910,1910,1001,10,22.7,7.8,0,0,0,0,19.5,7.2,1.7,1.3,0.8
47,d_19101101,d_1910,1910,1101,11,38.4,20.3,1.5,0,0,0,14.5,3.5,1.2,0.9,0.5
68.5,d_19101201,d_1910,1910,1201,12,13.1,2.2,0,0,0,0,18.3,6.6,1.6,1.1,0.7
64.2,d_19110101,d_1911,1911,0101,01,20.7,9.3,0.4,0,0,0,15.2,4.4,1.3,1,0.5
54,d_19110201,d_1911,1911,0201,02,42.6,22.5,3,0.9,0.1,0,3.4,1.3,0.7,0.4,0
17,d_19110301,d_1911,1911,0301,03,82,68.2,45.1,24.5,3.9,0,0.9,0.6,0.1,0,0
21.9,d_19110401,d_1911,1911,0401,04,77.7,67.1,39.2,19.3,0.3,0,0.3,0,0,0,0
6.9,d_19110501,d_1911,1911,0501,05,92.3,85.8,51,23,9.4,0,0.8,0,0,0,0
9.7,d_19110601,d_1911,1911,0601,06,90.1,82.4,45.6,28.1,13.8,0,0.3,0,0,0,0
2.8,d_19110701,d_1911,1911,0701,07,97.1,89.2,69.5,51.9,30.4,0,0,0,0,0,0
13.1,d_19110801,d_1911,1911,0801,08,86.2,74.3,45.9,32,17.8,0,0.9,0,0,0,0
13.6,d_19110901,d_1911,1911,0901,09,85.6,71.7,42.2,28.4,15.2,0,0.8,0.1,0,0,0
26,d_19111001,d_1911,1911,1001,10,72.2,46.1,22.1,9.5,2.2,0,1.9,0.2,0,0,0
55.9,d_19111101,d_1911,1911,1101,11,37.3,21.5,3.8,0.7,0,0,6.8,2.6,0.5,0,0
44.4,d_19111201,d_1911,1911,1201,12,17.7,10.4,3,1.3,0,0,37.9,23.1,6.5,2.1,0.1
47.5,d_19120101,d_1912,1912,0101,01,12.1,4.9,0.1,0,0,0,40.5,26.1,8.3,4.4,1.7
39.7,d_19120201,d_1912,1912,0201,02,4.8,1.2,0,0,0,0,55.5,37.5,15.4,6.9,1.8
18.5,d_19120301,d_1912,1912,0301,03,0.3,0,0,0,0,0,81.1,69.6,35.7,20.2,6.4
10.9,d_19120401,d_1912,1912,0401,04,0,0,0,0,0,0,89,81,60.2,41.5,18.5
7.6,d_19120501,d_1912,1912,0501,05,0,0,0,0,0,0,92.4,84.7,49.1,28.8,11.8
0.8,d_19120601,d_1912,1912,0601,06,0,0,0,0,0,0,99.2,96.3,81.1,56.1,20
5.5,d_19120701,d_1912,1912,0701,07,0,0,0,0,0,0,94.5,88.5,62.4,39.7,13
13.7,d_19120801,d_1912,1912,0801,08,3.3,1.9,0,0,0,0,82.9,71.8,54.9,35.6,12.8
12.4,d_19120901,d_1912,1912,0901,09,3.6,1.5,0,0,0,0,84,73.6,51.1,29.2,9.7
17.9,d_19121001,d_1912,1912,1001,10,5.6,3,0.8,0,0,0,76.5,68.2,43.9,21,3
16,d_19121101,d_1912,1912,1101,11,7,3.9,0.9,0.3,0,0,76.9,66.1,35.5,17.5,2.8
20.6,d_19121201,d_1912,1912,1201,12,14.9,9.5,2.9,0.7,0,0,64.4,54.1,25.7,10.3,1
39.5,d_19130101,d_1913,1913,0101,01,14.7,8.6,1.7,0.1,0,0,45.8,26.9,4.2,1.3,0.3
34.3,d_19130201,d_1913,1913,0201,02,17.9,13.4,4.6,2.2,0.2,0,48,31.1,6.1,1.1,0.2
27.8,d_19130301,d_1913,1913,0301,03,18.8,12,3.6,1.5,0,0,53.5,39.7,10.4,1.9,0.1
39.2,d_19130401,d_1913,1913,0401,04,14.4,6.5,1,0.1,0,0,46.5,25.1,3.4,0,0
59.8,d_19130501,d_1913,1913,0501,05,4.8,0.1,0,0,0,0,35.3,14.1,0.5,0,0
83.1,d_19130601,d_1913,1913,0601,06,6.9,0.9,0,0,0,0,10,2.1,0,0,0
73.5,d_19130701,d_1913,1913,0701,07,12.8,3.2,0,0,0,0,13.6,4.6,0.3,0,0
71.3,d_19130801,d_1913,1913,0801,08,15.4,6.5,0,0,0,0,13.1,5.3,0.8,0,0
59.7,d_19130901,d_1913,1913,0901,09,13.3,8.3,2.3,0.1,0,0,27.1,10.8,0.3,0,0
57.8,d_19131001,d_1913,1913,1001,10,13.7,9.3,4.4,0.7,0,0,28.5,12.5,0.8,0,0
49.3,d_19131101,d_1913,1913,1101,11,29.1,17.8,8.3,4.9,0.7,0,21.5,9.2,0.6,0,0
39.5,d_19131201,d_1913,1913,1201,12,52.9,42.6,21.9,12.1,4,0,7.5,2.7,0.1,0,0
37.4,d_19140101,d_1914,1914,0101,01,53.2,40.6,21.5,11.8,2.3,0,9.5,2.8,0,0,0
39.8,d_19140201,d_1914,1914,0201,02,42,32.2,20.1,11,2.8,0,18.2,10.2,0.5,0,0
41.6,d_19140301,d_1914,1914,0301,03,49,38.6,21.5,12.2,3.2,0,9.2,3.3,0.1,0,0
43.2,d_19140401,d_1914,1914,0401,04,50.7,35.8,21.2,14.1,3.3,0,5.9,1.8,0,0,0
35,d_19140501,d_1914,1914,0501,05,63.3,44.7,25.4,17.3,5,0,1.8,0,0,0,0
21.4,d_19140601,d_1914,1914,0601,06,78.6,65.1,44.9,36.1,23.7,0,0,0,0,0,0
12.3,d_19140701,d_1914,1914,0701,07,87,73.8,54.1,40.2,25.9,0,0.8,0.4,0,0,0
17.2,d_19140801,d_1914,1914,0801,08,82.4,67.2,39.4,22,5.2,0,0.4,0,0,0,0
19.7,d_19140901,d_1914,1914,0901,09,78.9,61.3,24.7,11.4,2.4,0,1.4,0.1,0,0,0
28.9,d_19141001,d_1914,1914,1001,10,69.5,43.1,7.4,2.2,0,0,1.6,0.4,0,0,0
35.1,d_19141101,d_1914,1914,1101,11,64.6,39.6,14.6,5.4,1,0,0.3,0,0,0,0
61.7,d_19141201,d_1914,1914,1201,12,34.6,14.8,2.1,0.5,0.1,0,3.8,1.1,0,0,0
68.8,d_19150101,d_1915,1915,0101,01,11.8,2.5,0.4,0.1,0,0,19.5,5.9,0.1,0,0
53.2,d_19150201,d_1915,1915,0201,02,2.4,0.4,0,0,0,0,44.4,22.2,2.1,0.5,0
59.5,d_19150301,d_1915,1915,0301,03,3,0.5,0,0,0,0,37.4,15.3,1.9,0.2,0
