,InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified,CI,decade,IndividualFishID,Dissector_and_Examiner,DissectionDate,Sex,TotalLength_mm,StandardLength_mm,Weight_mg,NotesOnSpecimenPriorToDissection,ParasitesFound,TREM.METAGS.SKIN,myxo.thel.Skin,BuccalCavity,BodyCavity,CYST.UNK.PectoralFin,TREM.BUC.PectoralFin,TREM.METAF.PelvicFin,CYST.UNK.AnalFin,trem.buc.AnalFin,trem.buc.CaudalFin,trem.metaf.caudalfin,META.HS.CaudalFin,META.UNK.CAUDALFIN,META.UNK.DorsalFin,CYST.UNK.CaudalFin,MYXO.THEL.CaudalFin,MYXO.THEL.dorsalFIN,MYX.GO.GONAD,TREM.METAGS.Liver,TREM.MET.LIVER,META.UNK.LIVER,Spleen,TREM.MET.Kidney,TREM.METAGS.Kidney,META.UNK.EYE,CYST.LB.EYE,CYST.UNK.Eye,Heart,CYST.EMPTY.Stomach,NEM.CONA.CONNECTIVETISSUES,NEM.CYST.CONNECTIVETISSUE,TREM.MET.ConnectiveTissue,TREM.METAGS.CONNECTIVETISSUE,meta.unkn.connectivetissue,CYST.UNK.CONNECTIVETISSUES,MYX.GO.CONNECTIVETISSUE,cest.godz.intestine,CEST.VIT.INTESTINE,CEST.PEA.Intestine,TREM.MET.Intestine,meta.unkn.intestine,NEM.CONA.Intestine,TREM.METAGS.GILL,TREM.METAF.GILL,TREM.MET.GILL,META.UNK.GILL,MONO.DACT.GILL,MONO.GYRO.Gill,MYXO.THEL.GILL,MYXO.SBAD.GILL,MYXO.BC.GILL,CYST.LB.GILL,cyst.unkn.gill,CEST.L.FLUSH,TREM.METAGS.FLUSH,TREM.MET.FLUSH,WORM.A.Flush,NEM.CONA.VOUCH,NEM.CYST.VOUCH,CEST.GODZ.VOUCH,CEST.VIT.VOUCH,CEST.L.VOUCH,CEST.PEA VOUCH,TREM.METAGS.FLUSH.VOUCH,TREM.MET.VOUCH,TREM.METAF.VOUCH,TREM.METAGS.VOUCH,META.UNK.VOUCH,MONO.DACT.VOUCH,MONO.GYRN.VOUCH,MYX.GO.VOUCH,MYXO.THEL.VOUCH,MYXO.SBAD.VOUCH,MYXO.BC VOUCH,WORM.A.VOUCH,CYST.EMPTY.VOUCH,CYST.LB.VOUCH,CYST.UNK.VOUCH
,TU,,68175,95,Pimephales vigilax,,,,,,,,,,,,,Pearl River at river mile 54.23mi SE of Bogalusa,,,1971,1,25,Suttkus and Gunning,,,,,,,,68175_01,DJB DMDM,6/13/2024,NA,56,41,150.9,none,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,TU,,37344,19,Pimephales vigilax,,,,,,,,,,,,,Pearl River just below sill pools buss; 4 mi S of Bogalusa,,,1965,3,18,RD Suttkus and JS Suttkus,,,,,,,,37344_03,SC CJW,6/12/2024,NA,96,81,960.5,"EDTA started, organs dry overnight, Cyst.NP found in gill",,0,0,0,0,0,0,0,26,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
,TU,,37344,19,Pimephales vigilax,,,,,,,,,,,,,Pearl River just below billat pools buff; 4 mi S of Bogalusa,,,1965,3,18,RD Sukkus and JS Suttkus ,,,,,,,,37344_04,DJB KL,6/12/2024,NA,95,83,1101.2,1st day of EDTA,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
,TU,,68175,95,Pimephales vigilax perspicuus,,,,,,,,,,,,,"Pearl River at. River mile 54, 2.3 mi SE of Bogalusa",,,1971,1,25,Suttkus and Gunning,,,,,,,,68175_01,IJ CLW,6/13/2024,NA,46,35,67.4,none,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,TU,,178363,183,Pimephales vigilax,,,,,,,,,,,,,Pearl River along left bank opposite mouth of Bogalusa creek,,,1996,4,6,RD + JS Suttkus,,,,,,,,178363_04,SC CLW,6/13/2024,NA,41,32,46.6,183-29=94 fish used b/c 89 were <30 mm,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,na,na,na,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,TU,,178363,183,Pimephales vigilax,,,,,,,,,,,,,Pearl River along left bank opposite mouth of Bogalusa creek,,,1996,4,6,RD + JS Suttkus,,,,,,,,178363_03,SC CLW,6/13/2024,NA,33,29,29.5,94 specimens because 89 were <30mm,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,na,0,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
,TU,,37344,19,Pimephales vigilax perspicuus,,,,,,,,,,,,,Pearl River just below billat pools buff; 4 mi S of Bogalusa,,,1965,3,18,RD Sukkus and JS Suttkus ,,,,,,,,37344_01,SC CJW GMC IJ,6/12/2024,NA,67,56,271.6,EDTA protocol ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,TU,,30602,220,Pimephales vigilax perspicuus,,,,,,,,,,,,,Pearl River just above Coburn Cr.,,,1963,10,24,Suttkus and Gunning,,,,,,,,30602_02,IJ,6/13/2024,NA,40,30,42.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,TU,,30602,220,Pimephales vigilax perspicuus,,,,,,,,,,,,,Pearl River just above Coburn Cr.,,,1963,10,24,Suttkus and Gunning,,,,,,,,30602_04,GMC IJ,6/13/2024,NA,56,47,161.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0
,TU,,30602,220,Pimephales vigilax perspicuus,,,,,,,,,,,,,Pearl River just above Coburn Cr.,,,1963,10,24,Suttkus and Gunning,,,,,,,,30602_03,DMDM,6/13/2024,NA,58,48,157.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
,TU,,115164,41,Pimephales vigilax,,,,,,,,,,,,,Pearl River along left bank just above Pobles Bluff Sill,,,1979,10,25,Suttkus and Sorensen,,,,,,,,115164_04,SC JT KL CJW,6/12/2024,NA,41,32,46.4,"EDTA Protocol, CYST.NEH.FINS",,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,na,0,0,0,na,na,na,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,TU,,68175,95,Pimephales vigilax,,,,,,,,,,,,,Pearl River at River Mile 54.23 mi SE at Bogulsa,,,1971,9,25,Suttkus and Gunning,,,,,,,,68175_03,JT GMC,6/13/2024,M,60,46,166.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
,TU,,178363,183,Pimephales vigilax,,,,,,,,,,,,,Pearl River along left bank opposite mouth of Bogalusa creek,,,1996,4,6,RD and JS Suttkus,,,,,,,,178363_02,JT CLW,6/13/2024,NA,41.5,31,58.8,94 specimens used for random sampling due to size (89 were <30 mm),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,na,na,na,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,TU,,83913,22,Pimephales vigilax,,,,,,,,,,,,,Pearl River just above muth of Coburn Creek,,,1973,10,16,Suttkus and Thompson,,,,,,,,83913_03,JT SC KL,6/12/2024,NA,39,30,39.2,EDTA started,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,na,na,na,0,0,0,na,na,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,TU,,30602,220,Pimephales vigilax,,,,,,,,,,,,,Pearl River just above Coburn Cr.,,,1963,10,24,Suttkus and Gunning,,,,,,,,30602_01,IJ DMDM,6/13/2024,F,53,42,49.4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,0,0,0,0,0,0,17
,TU,,172508,155,Pimephales vigilax,,,,,,,,,,,,,Pearl River along right bank 1.0 mi below LA Hwy 10,,,1995,1,14,RD and JS Suttkus,,,,,,,,172508_02,DJB CLW,6/13/2024,NA,39,30,39.6,dorsal fin broken and incomplete,,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,na,na,0,0,0,na,na,na,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,TU,,,,Pimephales vigilax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TU,,,,Pimephales vigilax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TU,,,,Pimephales vigilax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TU,,,,Pimephales vigilax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TU,,,,Pimephales vigilax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TU,,,,Pimephales vigilax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TU,,,,Pimephales vigilax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TU,,,,Pimephales vigilax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TU,,,,Pimephales vigilax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TU,,,,Pimephales vigilax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
