"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","Dissector_and_Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","psite_spp","psite_count"
"698",105745,1978,1,"26","105745_02","SC DMDM","07/26/2024",NA,52,44,995,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.SQUIG",0
"699",115117,1979,10,"24","115117_02","SC JT GMC","07/26/2024",NA,39,34,345,"control","control_1974-1983",30.78,-89.82472,"NEM.SQUIG",0
"700",115117,1979,10,"24","115117_01","JT CJW","07/26/2024",NA,35,28,252,"control","control_1974-1983",30.78,-89.82472,"NEM.SQUIG",0
"701",115131,1979,10,"24","115131_01","djb gmc","07/25/2024","na",47,39,608,"control","control_1974-1983",30.77861,-89.82972,"NEM.SQUIG",0
"702",115131,1979,10,"24","115131_02","JT DMDM","07/25/2024","F",42,34,452,"control","control_1974-1983",30.77861,-89.82972,"NEM.SQUIG",0
"703",115152,1979,10,"24","115152_02","JT IJ GMC","07/26/2024",NA,33,28,208,"control","control_1974-1983",30.76805,-89.83083,"NEM.SQUIG",0
"704",115152,1979,10,"24","115152_04","DJB DMDM GMC","07/26/2024",NA,39,33,358,"control","control_1974-1983",30.76805,-89.83083,"NEM.SQUIG",0
"705",115152,1979,10,"24","115152_01","SC CLW","07/26/2024","F",38,33,318,"control","control_1974-1983",30.76805,-89.83083,"NEM.SQUIG",0
"706",115152,1979,10,"24","115152_03","IJ","07/26/2024","na",40,33,NA,"control","control_1974-1983",30.76805,-89.83083,"NEM.SQUIG",0
"707",115239,1979,10,"25","115239_01","DJB GMC","07/25/2024",NA,50,40,848,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.SQUIG",0
"708",115239,1979,10,"25","115239_02","JT DMDM","07/25/2024",NA,43,28,649,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.SQUIG",0
"709",124580,1982,2,"19","124580_01","IJ DJB","07/26/2024","F",48,41,839,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.SQUIG",0
"710",124580,1982,2,"19","124580_02","JT KL","07/26/2024","M",53,42,953,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.SQUIG",0
"711",143904,1986,1,"30","143904_02","DJB CJW","07/25/2024",NA,50,41,794,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.SQUIG",0
"712",143904,1986,1,"30","143904_01","JT CJW","07/25/2024",NA,47,38,676,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.SQUIG",0
"713",147874,1987,1,"22","147874_02","KL CJW","07/25/2024","F",52,44,962,"impact","impact_1984-1993",30.74055,-89.82694,"NEM.SQUIG",0
"714",147874,1987,1,"22","147874_01","KL GMC CJW","07/25/2024",NA,53,46,974,"impact","impact_1984-1993",30.74055,-89.82694,"NEM.SQUIG",0
"715",156724,1989,10,"12","156724_01","JT IJ CJW","07/25/2024",NA,51,42,890,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.SQUIG",0
"716",156724,1989,7,"25","156724_02","JT CJW","07/25/2024",NA,47,39,718,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.SQUIG",0
"717",160042,1991,1,"3","160042_02","sde acl","04/30/2024","f",51,43,NA,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.SQUIG",0
"718",160042,1991,1,"3","160042_01","sd acl","04/30/2024","na",55,44,NA,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.SQUIG",0
"719",162131,1992,1,"2","162131_02","SC CJW","07/26/2024",NA,48,40,820,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.SQUIG",0
"720",162131,1992,1,"2","162131_01","DJB IJ DMDM","07/26/2024","F",47,41,983,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.SQUIG",0
"721",171909,1994,10,"15","171909_02","SC GMC","07/25/2024",NA,48,39,702,"impact","impact_1994-2003",30.70222,-89.84417,"NEM.SQUIG",0
"722",171909,1994,10,"15","171909_01","JT CJW","07/25/2024",NA,45,36,541,"impact","impact_1994-2003",30.70222,-89.84417,"NEM.SQUIG",0
"723",177879,1996,1,"13","177879_02","JT GMC","07/26/2024",NA,42,35,479,"impact","impact_1994-2003",30.70389,-89.84472,"NEM.SQUIG",0
"724",177879,1996,1,"13","177879_01","SC IJ CJW","07/26/2024","F",45,39,744,"impact","impact_1994-2003",30.70389,-89.84472,"NEM.SQUIG",0
"725",184060,1997,6,"28","184060_04","cjw","07/26/2024","na",30,23,162,"control","control_1994-2003",30.77611,-89.82889,"NEM.SQUIG",0
"726",184060,1997,6,"28","184060_03","dmdm","07/26/2024","na",34,26,221,"control","control_1994-2003",30.77611,-89.82889,"NEM.SQUIG",0
"727",184060,1997,6,"28","184060_01","JT GMC DMDM","07/25/2024",NA,32,25,171,"control","control_1994-2003",30.77611,-89.82889,"NEM.SQUIG",0
"728",184060,1997,6,"28","184060_02","SC CLW","07/25/2024",NA,30,24,155,"control","control_1994-2003",30.77611,-89.82889,"NEM.SQUIG",0
"729",184782,1997,10,"12","184782_01","SC KL","07/25/2024","F",37,31,313,"impact","impact_1994-2003",30.75444,-89.82722,"NEM.SQUIG",0
"730",184782,1997,10,"12","184782_02","JT KL","07/25/2024","F",42,34,424,"impact","impact_1994-2003",30.75444,-89.82722,"NEM.SQUIG",0
"731",185262,1998,1,"24","185262_02","DJB IJ DMDM","07/25/2024","F",44,38,729,"impact","impact_1994-2003",30.70389,-89.84472,"NEM.SQUIG",0
"732",185262,1998,1,"24","185262_01","SC CJW","07/25/2024",NA,45,39,779,"impact","impact_1994-2003",30.70389,-89.84472,"NEM.SQUIG",0
"733",190356,2000,1,"8","190356_02","DJB GMC","07/25/2024",NA,47,40,853,"impact","impact_1994-2003",30.70222,-89.84417,"NEM.SQUIG",0
"734",190356,2000,1,"8","190356_01","JT DJB DMDM","07/25/2024",NA,53,45,1228,"impact","impact_1994-2003",30.70222,-89.84417,"NEM.SQUIG",0
"735",193429,2001,10,"7","193429_01","SC DMDM","07/25/2024",NA,45,36,584,"control","control_1994-2003",30.7825,-89.82027,"NEM.SQUIG",0
"736",193429,2001,10,"7","193429_02","DJB IJ KL","07/25/2024",NA,46,40,705,"control","control_1994-2003",30.7825,-89.82027,"NEM.SQUIG",0
"737",30034,1963,10,"23","30034_02","SC JT KL","07/25/2024","F",54,46,1190,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.UNK",0
"738",30034,1963,10,"25","30034_01","JT SC DMDM","07/25/2024","F",52,42,1063,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.UNK",0
"739",30988,1963,11,"22","30988_01","SC","07/25/2024",NA,53,46,1119,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.UNK",0
"740",30988,1963,11,"22","30988_02","KL DJB CLW","07/25/2024",NA,56,48,1196,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.UNK",0
"741",31295,1963,12,"13","31295_02","sc kl","07/25/2024","f",52,44,1149,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.UNK",0
"742",31295,1963,12,"13","31295_01","JT IJ GMC","07/25/2024",NA,51,44,1123,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.UNK",0
"743",31813,1963,11,"14-15","31813_02","JT DJB CLW","07/25/2024",NA,59,47,1598,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.UNK",0
"744",31813,1963,11,"14-15","31813_01","JT GMC","07/25/2024",NA,55,44,1382,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.UNK",0
"745",31830,1963,11,"15","31830_02","DJB IJ GMC","07/26/2024",NA,55,47,1253,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.UNK",0
"746",31830,1963,11,"15","31830_01","SC IJ DMDM","07/26/2024",NA,52,45,1108,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.UNK",0
"747",33226,1964,6,"11","33226_02","JT DMDM","07/26/2024",NA,31,26,192,"control","control_1964-1973",30.76805,-89.83083,"NEM.UNK",0
"748",33226,1964,6,"11","33226_01","DJB CJW","07/26/2024",NA,34,29,281,"control","control_1964-1973",30.76805,-89.83083,"NEM.UNK",1
"749",33226,1964,6,"11","33226_03","sc ij kl","07/26/2024","na",31,27,159,"control","control_1964-1973",30.76805,-89.83083,"NEM.UNK",0
"750",33226,1964,6,"11","33226_04","SC DMDM GMC","07/26/2024",NA,31,25,196,"control","control_1964-1973",30.76805,-89.83083,"NEM.UNK",0
"751",34758,1964,10,"16","34758_02","kl dmdm","07/25/2024","na",50,42,727,"control","control_1964-1973",30.77861,-89.82972,"NEM.UNK",0
"752",34758,1964,10,"16","34758_03","kl dmdm","07/26/2024","f",39,33,322,"control","control_1964-1973",30.77861,-89.82972,"NEM.UNK",0
"753",34758,1964,10,"16","34758_01","kl gmc","07/25/2024","na",43,36,458,"control","control_1964-1973",30.77861,-89.82972,"NEM.UNK",0
"754",34758,1964,10,"16","34758_04","KL DMDM","07/26/2024",NA,48,40,637,"control","control_1964-1973",30.77861,-89.82972,"NEM.UNK",0
"755",41040,1966,7,"3","41040_02","IJ","07/26/2024","na",33,27,269,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.UNK",0
"756",41040,1966,7,"3","41040_01","IJ JT KL","07/26/2024","na",41,33,467,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.UNK",0
"757",42166,1966,10,"29","42166_01","KL ACL GMC","04/17/2024","M",55,46,NA,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.UNK",0
"758",42166,1966,10,"29","42166_02","KL GMC","04/17/2024","M",54,46,NA,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.UNK",0
"759",51617,1968,4,"17","51617_01","SC IJ KL","07/26/2024",NA,49,41,780,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.UNK",0
"760",51617,1968,4,"17","51617_02","jt kl dmdm","07/26/2024","na",51,42,871,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.UNK",0
"761",64889,1970,10,"27","64889_02","kl","07/12/2023","na",47,40,NA,"impact","impact_1964-1973",30.74055,-89.82694,"NEM.UNK",0
"762",64889,1970,10,"27","64889_01","KL","07/11/23",NA,44,39,NA,"impact","impact_1964-1973",30.74055,-89.82694,"NEM.UNK",0
"763",68677,1971,4,"20","68677_02","ht acl gmc","04/22/2024","f",38,33,NA,"control","control_1964-1973",30.76805,-89.83083,"NEM.UNK",0
"764",68677,1971,4,"20","68677_01","ht cjw kl","04/22/2024","m",54,46,NA,"control","control_1964-1973",30.76805,-89.83083,"NEM.UNK",0
"765",70585,1971,7,"15","70585_02","SC IJ DMDM","07/25/2024",NA,42,37,493,"impact","impact_1964-1973",30.74055,-89.82694,"NEM.UNK",0
"766",70585,1971,7,"15","70585_01","DJB CJW","07/25/2024",NA,34,29,250,"impact","impact_1964-1973",30.74055,-89.82694,"NEM.UNK",0
"767",72382,1971,10,"26","72382_01","DJB KL","07/25/2024","F",51,41,843,"control","control_1964-1973",30.76805,-89.83083,"NEM.UNK",0
"768",72382,1971,10,"26","72382_02","DJB SC DMDM","07/25/2024","F",41,35,472,"control","control_1964-1973",30.76805,-89.83083,"NEM.UNK",0
"769",72382,1971,10,"26","72382_04","djb gmc","07/29/2024","na",44,36,571,"control","control_1964-1973",30.76805,-89.83083,"NEM.UNK",0
"770",72382,1971,10,"26","72382_03","ij kl","07/29/2024","na",45,37,690,"control","control_1964-1973",30.76805,-89.83083,"NEM.UNK",1
"771",72447,1971,10,"26","72667_01","jt dmdm","07/25/2024","f",51,42,825,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.UNK",0
"772",72447,1971,10,"26","72447_02","SC IJ GMC","07/25/2024",NA,46,37,708,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.UNK",0
"773",75794,1972,1,"25","75794_01","JT KL","07/25/2024","F",46,39,1010,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.UNK",0
"774",75794,1972,1,"25","75794_02","JT KL DJB","07/25/2024",NA,53,45,1307,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.UNK",0
"775",83736,1973,7,"11","83736_01","JT CJW","07/25/2024",NA,32,26,170,"control","control_1964-1973",30.77861,-89.82972,"NEM.UNK",0
"776",83736,1973,7,"11","83736_02","JT DJB GMC","07/25/2024",NA,33,30,277,"control","control_1964-1973",30.77861,-89.82972,"NEM.UNK",0
"777",83905,1973,10,"16","83905_01","JT IJ CJW","07/25/2024",NA,38,30,279,"control","control_1964-1973",30.77861,-89.82972,"NEM.UNK",0
"778",83905,1973,10,"16","83905_02","SC CJW","07/25/2024",NA,37,31,258,"control","control_1964-1973",30.77861,-89.82972,"NEM.UNK",0
"779",86516,1974,1,"14","86516_01","HT ACL","04/29/2024",NA,48,41,NA,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.UNK",0
"780",86516,1974,1,"14","86516_02","ht ddm ","04/29/2024","F",44,37,NA,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.UNK",0
"781",92873,1975,1,"28","92873_01","ht ddm kl","04/22/2024","f",50,42,NA,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.UNK",0
"782",92873,1975,1,"28","92873_02","HT ACL KL","04/22/2024","F",50,41,NA,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.UNK",0
"783",99539,1976,10,"13","99539_02","DJB CJW","07/25/2024",NA,42,35,512,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.UNK",0
"784",99539,1976,10,"13","99539_01","JT DMDM","07/25/2024",NA,41,34,447,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.UNK",0
"785",104287,1977,10,"19","104287_01","JT CLW","07/25/2024","F",40,32,397,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.UNK",0
"786",104287,1977,10,"19","104287_02","JT CLW","07/25/2024","F",34,27,220,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.UNK",0
"787",105660,1978,1,"26","105660_01","jt clw","07/29/2024","f",41,34,465,"control","control_1974-1983",30.77861,-89.82972,"NEM.UNK",0
"788",105660,1978,1,"26","105660_02","sc cjw","07/29/2024","na",43,36,483,"control","control_1974-1983",30.77861,-89.82972,"NEM.UNK",0
"789",105745,1978,1,"26","105745_01","DJB IJ GMC","07/26/2024",NA,49,41,862,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.UNK",0
"790",105745,1978,1,"26","105745_02","SC DMDM","07/26/2024",NA,52,44,995,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.UNK",0
"791",115117,1979,10,"24","115117_02","SC JT GMC","07/26/2024",NA,39,34,345,"control","control_1974-1983",30.78,-89.82472,"NEM.UNK",0
"792",115117,1979,10,"24","115117_01","JT CJW","07/26/2024",NA,35,28,252,"control","control_1974-1983",30.78,-89.82472,"NEM.UNK",0
"793",115131,1979,10,"24","115131_01","djb gmc","07/25/2024","na",47,39,608,"control","control_1974-1983",30.77861,-89.82972,"NEM.UNK",0
"794",115131,1979,10,"24","115131_02","JT DMDM","07/25/2024","F",42,34,452,"control","control_1974-1983",30.77861,-89.82972,"NEM.UNK",0
"795",115152,1979,10,"24","115152_02","JT IJ GMC","07/26/2024",NA,33,28,208,"control","control_1974-1983",30.76805,-89.83083,"NEM.UNK",0
"796",115152,1979,10,"24","115152_04","DJB DMDM GMC","07/26/2024",NA,39,33,358,"control","control_1974-1983",30.76805,-89.83083,"NEM.UNK",0
"797",115152,1979,10,"24","115152_01","SC CLW","07/26/2024","F",38,33,318,"control","control_1974-1983",30.76805,-89.83083,"NEM.UNK",0
"798",115152,1979,10,"24","115152_03","IJ","07/26/2024","na",40,33,NA,"control","control_1974-1983",30.76805,-89.83083,"NEM.UNK",0
"799",115239,1979,10,"25","115239_01","DJB GMC","07/25/2024",NA,50,40,848,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.UNK",0
"800",115239,1979,10,"25","115239_02","JT DMDM","07/25/2024",NA,43,28,649,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.UNK",0
"801",124580,1982,2,"19","124580_01","IJ DJB","07/26/2024","F",48,41,839,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.UNK",0
"802",124580,1982,2,"19","124580_02","JT KL","07/26/2024","M",53,42,953,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.UNK",0
"803",143904,1986,1,"30","143904_02","DJB CJW","07/25/2024",NA,50,41,794,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.UNK",0
"804",143904,1986,1,"30","143904_01","JT CJW","07/25/2024",NA,47,38,676,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.UNK",0
"805",147874,1987,1,"22","147874_02","KL CJW","07/25/2024","F",52,44,962,"impact","impact_1984-1993",30.74055,-89.82694,"NEM.UNK",0
"806",147874,1987,1,"22","147874_01","KL GMC CJW","07/25/2024",NA,53,46,974,"impact","impact_1984-1993",30.74055,-89.82694,"NEM.UNK",0
"807",156724,1989,10,"12","156724_01","JT IJ CJW","07/25/2024",NA,51,42,890,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.UNK",0
"808",156724,1989,7,"25","156724_02","JT CJW","07/25/2024",NA,47,39,718,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.UNK",0
"809",160042,1991,1,"3","160042_02","sde acl","04/30/2024","f",51,43,NA,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.UNK",0
"810",160042,1991,1,"3","160042_01","sd acl","04/30/2024","na",55,44,NA,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.UNK",0
"811",162131,1992,1,"2","162131_02","SC CJW","07/26/2024",NA,48,40,820,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.UNK",0
"812",162131,1992,1,"2","162131_01","DJB IJ DMDM","07/26/2024","F",47,41,983,"impact","impact_1984-1993",30.70222,-89.84417,"NEM.UNK",0
"813",171909,1994,10,"15","171909_02","SC GMC","07/25/2024",NA,48,39,702,"impact","impact_1994-2003",30.70222,-89.84417,"NEM.UNK",0
"814",171909,1994,10,"15","171909_01","JT CJW","07/25/2024",NA,45,36,541,"impact","impact_1994-2003",30.70222,-89.84417,"NEM.UNK",0
"815",177879,1996,1,"13","177879_02","JT GMC","07/26/2024",NA,42,35,479,"impact","impact_1994-2003",30.70389,-89.84472,"NEM.UNK",0
"816",177879,1996,1,"13","177879_01","SC IJ CJW","07/26/2024","F",45,39,744,"impact","impact_1994-2003",30.70389,-89.84472,"NEM.UNK",0
"817",184060,1997,6,"28","184060_04","cjw","07/26/2024","na",30,23,162,"control","control_1994-2003",30.77611,-89.82889,"NEM.UNK",0
"818",184060,1997,6,"28","184060_03","dmdm","07/26/2024","na",34,26,221,"control","control_1994-2003",30.77611,-89.82889,"NEM.UNK",0
"819",184060,1997,6,"28","184060_01","JT GMC DMDM","07/25/2024",NA,32,25,171,"control","control_1994-2003",30.77611,-89.82889,"NEM.UNK",0
"820",184060,1997,6,"28","184060_02","SC CLW","07/25/2024",NA,30,24,155,"control","control_1994-2003",30.77611,-89.82889,"NEM.UNK",0
"821",184782,1997,10,"12","184782_01","SC KL","07/25/2024","F",37,31,313,"impact","impact_1994-2003",30.75444,-89.82722,"NEM.UNK",0
"822",184782,1997,10,"12","184782_02","JT KL","07/25/2024","F",42,34,424,"impact","impact_1994-2003",30.75444,-89.82722,"NEM.UNK",0
"823",185262,1998,1,"24","185262_02","DJB IJ DMDM","07/25/2024","F",44,38,729,"impact","impact_1994-2003",30.70389,-89.84472,"NEM.UNK",0
"824",185262,1998,1,"24","185262_01","SC CJW","07/25/2024",NA,45,39,779,"impact","impact_1994-2003",30.70389,-89.84472,"NEM.UNK",0
"825",190356,2000,1,"8","190356_02","DJB GMC","07/25/2024",NA,47,40,853,"impact","impact_1994-2003",30.70222,-89.84417,"NEM.UNK",0
"826",190356,2000,1,"8","190356_01","JT DJB DMDM","07/25/2024",NA,53,45,1228,"impact","impact_1994-2003",30.70222,-89.84417,"NEM.UNK",0
"827",193429,2001,10,"7","193429_01","SC DMDM","07/25/2024",NA,45,36,584,"control","control_1994-2003",30.7825,-89.82027,"NEM.UNK",0
"828",193429,2001,10,"7","193429_02","DJB IJ KL","07/25/2024",NA,46,40,705,"control","control_1994-2003",30.7825,-89.82027,"NEM.UNK",0
"829",30034,1963,10,"23","30034_02","SC JT KL","07/25/2024","F",54,46,1190,"impact","impact_1954-1963",30.70222,-89.84417,"TREM.CHONK",0
"830",30034,1963,10,"25","30034_01","JT SC DMDM","07/25/2024","F",52,42,1063,"impact","impact_1954-1963",30.70222,-89.84417,"TREM.CHONK",0
"831",30988,1963,11,"22","30988_01","SC","07/25/2024",NA,53,46,1119,"impact","impact_1954-1963",30.70222,-89.84417,"TREM.CHONK",0
"832",30988,1963,11,"22","30988_02","KL DJB CLW","07/25/2024",NA,56,48,1196,"impact","impact_1954-1963",30.70222,-89.84417,"TREM.CHONK",0
"833",31295,1963,12,"13","31295_02","sc kl","07/25/2024","f",52,44,1149,"impact","impact_1954-1963",30.70222,-89.84417,"TREM.CHONK",0
"834",31295,1963,12,"13","31295_01","JT IJ GMC","07/25/2024",NA,51,44,1123,"impact","impact_1954-1963",30.70222,-89.84417,"TREM.CHONK",0
"835",31813,1963,11,"14-15","31813_02","JT DJB CLW","07/25/2024",NA,59,47,1598,"impact","impact_1954-1963",30.70222,-89.84417,"TREM.CHONK",0
"836",31813,1963,11,"14-15","31813_01","JT GMC","07/25/2024",NA,55,44,1382,"impact","impact_1954-1963",30.70222,-89.84417,"TREM.CHONK",0
"837",31830,1963,11,"15","31830_02","DJB IJ GMC","07/26/2024",NA,55,47,1253,"impact","impact_1954-1963",30.70222,-89.84417,"TREM.CHONK",0
"838",31830,1963,11,"15","31830_01","SC IJ DMDM","07/26/2024",NA,52,45,1108,"impact","impact_1954-1963",30.70222,-89.84417,"TREM.CHONK",0
"839",33226,1964,6,"11","33226_02","JT DMDM","07/26/2024",NA,31,26,192,"control","control_1964-1973",30.76805,-89.83083,"TREM.CHONK",0
"840",33226,1964,6,"11","33226_01","DJB CJW","07/26/2024",NA,34,29,281,"control","control_1964-1973",30.76805,-89.83083,"TREM.CHONK",0
"841",33226,1964,6,"11","33226_03","sc ij kl","07/26/2024","na",31,27,159,"control","control_1964-1973",30.76805,-89.83083,"TREM.CHONK",0
"842",33226,1964,6,"11","33226_04","SC DMDM GMC","07/26/2024",NA,31,25,196,"control","control_1964-1973",30.76805,-89.83083,"TREM.CHONK",0
"843",34758,1964,10,"16","34758_02","kl dmdm","07/25/2024","na",50,42,727,"control","control_1964-1973",30.77861,-89.82972,"TREM.CHONK",0
"844",34758,1964,10,"16","34758_03","kl dmdm","07/26/2024","f",39,33,322,"control","control_1964-1973",30.77861,-89.82972,"TREM.CHONK",0
"845",34758,1964,10,"16","34758_01","kl gmc","07/25/2024","na",43,36,458,"control","control_1964-1973",30.77861,-89.82972,"TREM.CHONK",0
"846",34758,1964,10,"16","34758_04","KL DMDM","07/26/2024",NA,48,40,637,"control","control_1964-1973",30.77861,-89.82972,"TREM.CHONK",0
"847",41040,1966,7,"3","41040_02","IJ","07/26/2024","na",33,27,269,"impact","impact_1964-1973",30.70222,-89.84417,"TREM.CHONK",0
"848",41040,1966,7,"3","41040_01","IJ JT KL","07/26/2024","na",41,33,467,"impact","impact_1964-1973",30.70222,-89.84417,"TREM.CHONK",0
"849",42166,1966,10,"29","42166_01","KL ACL GMC","04/17/2024","M",55,46,NA,"impact","impact_1964-1973",30.70222,-89.84417,"TREM.CHONK",0
"850",42166,1966,10,"29","42166_02","KL GMC","04/17/2024","M",54,46,NA,"impact","impact_1964-1973",30.70222,-89.84417,"TREM.CHONK",0
"851",51617,1968,4,"17","51617_01","SC IJ KL","07/26/2024",NA,49,41,780,"impact","impact_1964-1973",30.70222,-89.84417,"TREM.CHONK",0
"852",51617,1968,4,"17","51617_02","jt kl dmdm","07/26/2024","na",51,42,871,"impact","impact_1964-1973",30.70222,-89.84417,"TREM.CHONK",0
"853",64889,1970,10,"27","64889_02","kl","07/12/2023","na",47,40,NA,"impact","impact_1964-1973",30.74055,-89.82694,"TREM.CHONK",0
"854",64889,1970,10,"27","64889_01","KL","07/11/23",NA,44,39,NA,"impact","impact_1964-1973",30.74055,-89.82694,"TREM.CHONK",0
"855",68677,1971,4,"20","68677_02","ht acl gmc","04/22/2024","f",38,33,NA,"control","control_1964-1973",30.76805,-89.83083,"TREM.CHONK",0
"856",68677,1971,4,"20","68677_01","ht cjw kl","04/22/2024","m",54,46,NA,"control","control_1964-1973",30.76805,-89.83083,"TREM.CHONK",0
"857",70585,1971,7,"15","70585_02","SC IJ DMDM","07/25/2024",NA,42,37,493,"impact","impact_1964-1973",30.74055,-89.82694,"TREM.CHONK",0
"858",70585,1971,7,"15","70585_01","DJB CJW","07/25/2024",NA,34,29,250,"impact","impact_1964-1973",30.74055,-89.82694,"TREM.CHONK",0
"859",72382,1971,10,"26","72382_01","DJB KL","07/25/2024","F",51,41,843,"control","control_1964-1973",30.76805,-89.83083,"TREM.CHONK",1
"860",72382,1971,10,"26","72382_02","DJB SC DMDM","07/25/2024","F",41,35,472,"control","control_1964-1973",30.76805,-89.83083,"TREM.CHONK",0
"861",72382,1971,10,"26","72382_04","djb gmc","07/29/2024","na",44,36,571,"control","control_1964-1973",30.76805,-89.83083,"TREM.CHONK",0
"862",72382,1971,10,"26","72382_03","ij kl","07/29/2024","na",45,37,690,"control","control_1964-1973",30.76805,-89.83083,"TREM.CHONK",0
"863",72447,1971,10,"26","72667_01","jt dmdm","07/25/2024","f",51,42,825,"impact","impact_1964-1973",30.70222,-89.84417,"TREM.CHONK",0
"864",72447,1971,10,"26","72447_02","SC IJ GMC","07/25/2024",NA,46,37,708,"impact","impact_1964-1973",30.70222,-89.84417,"TREM.CHONK",0
"865",75794,1972,1,"25","75794_01","JT KL","07/25/2024","F",46,39,1010,"impact","impact_1964-1973",30.70222,-89.84417,"TREM.CHONK",0
"866",75794,1972,1,"25","75794_02","JT KL DJB","07/25/2024",NA,53,45,1307,"impact","impact_1964-1973",30.70222,-89.84417,"TREM.CHONK",0
"867",83736,1973,7,"11","83736_01","JT CJW","07/25/2024",NA,32,26,170,"control","control_1964-1973",30.77861,-89.82972,"TREM.CHONK",0
"868",83736,1973,7,"11","83736_02","JT DJB GMC","07/25/2024",NA,33,30,277,"control","control_1964-1973",30.77861,-89.82972,"TREM.CHONK",0
"869",83905,1973,10,"16","83905_01","JT IJ CJW","07/25/2024",NA,38,30,279,"control","control_1964-1973",30.77861,-89.82972,"TREM.CHONK",0
"870",83905,1973,10,"16","83905_02","SC CJW","07/25/2024",NA,37,31,258,"control","control_1964-1973",30.77861,-89.82972,"TREM.CHONK",0
"871",86516,1974,1,"14","86516_01","HT ACL","04/29/2024",NA,48,41,NA,"impact","impact_1974-1983",30.70222,-89.84417,"TREM.CHONK",0
"872",86516,1974,1,"14","86516_02","ht ddm ","04/29/2024","F",44,37,NA,"impact","impact_1974-1983",30.70222,-89.84417,"TREM.CHONK",0
"873",92873,1975,1,"28","92873_01","ht ddm kl","04/22/2024","f",50,42,NA,"impact","impact_1974-1983",30.70222,-89.84417,"TREM.CHONK",0
"874",92873,1975,1,"28","92873_02","HT ACL KL","04/22/2024","F",50,41,NA,"impact","impact_1974-1983",30.70222,-89.84417,"TREM.CHONK",0
"875",99539,1976,10,"13","99539_02","DJB CJW","07/25/2024",NA,42,35,512,"impact","impact_1974-1983",30.70222,-89.84417,"TREM.CHONK",0
"876",99539,1976,10,"13","99539_01","JT DMDM","07/25/2024",NA,41,34,447,"impact","impact_1974-1983",30.70222,-89.84417,"TREM.CHONK",0
"877",104287,1977,10,"19","104287_01","JT CLW","07/25/2024","F",40,32,397,"impact","impact_1974-1983",30.70222,-89.84417,"TREM.CHONK",0
