"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","Dissector_and_Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","psite_spp","psite_count"
"346",147874,1987,1,"22","147874_01","KL GMC CJW","07/25/2024",NA,53,46,974,"impact","impact_1984-1993",30.74055,-89.82694,"CEST.BOT",0
"347",156724,1989,10,"12","156724_01","JT IJ CJW","07/25/2024",NA,51,42,890,"impact","impact_1984-1993",30.70222,-89.84417,"CEST.BOT",0
"348",156724,1989,7,"25","156724_02","JT CJW","07/25/2024",NA,47,39,718,"impact","impact_1984-1993",30.70222,-89.84417,"CEST.BOT",0
"349",160042,1991,1,"3","160042_02","sde acl","04/30/2024","f",51,43,NA,"impact","impact_1984-1993",30.70222,-89.84417,"CEST.BOT",0
"350",160042,1991,1,"3","160042_01","sd acl","04/30/2024","na",55,44,NA,"impact","impact_1984-1993",30.70222,-89.84417,"CEST.BOT",0
"351",162131,1992,1,"2","162131_02","SC CJW","07/26/2024",NA,48,40,820,"impact","impact_1984-1993",30.70222,-89.84417,"CEST.BOT",0
"352",162131,1992,1,"2","162131_01","DJB IJ DMDM","07/26/2024","F",47,41,983,"impact","impact_1984-1993",30.70222,-89.84417,"CEST.BOT",0
"353",171909,1994,10,"15","171909_02","SC GMC","07/25/2024",NA,48,39,702,"impact","impact_1994-2003",30.70222,-89.84417,"CEST.BOT",0
"354",171909,1994,10,"15","171909_01","JT CJW","07/25/2024",NA,45,36,541,"impact","impact_1994-2003",30.70222,-89.84417,"CEST.BOT",0
"355",177879,1996,1,"13","177879_02","JT GMC","07/26/2024",NA,42,35,479,"impact","impact_1994-2003",30.70389,-89.84472,"CEST.BOT",0
"356",177879,1996,1,"13","177879_01","SC IJ CJW","07/26/2024","F",45,39,744,"impact","impact_1994-2003",30.70389,-89.84472,"CEST.BOT",0
"357",184060,1997,6,"28","184060_04","cjw","07/26/2024","na",30,23,162,"control","control_1994-2003",30.77611,-89.82889,"CEST.BOT",0
"358",184060,1997,6,"28","184060_03","dmdm","07/26/2024","na",34,26,221,"control","control_1994-2003",30.77611,-89.82889,"CEST.BOT",0
"359",184060,1997,6,"28","184060_01","JT GMC DMDM","07/25/2024",NA,32,25,171,"control","control_1994-2003",30.77611,-89.82889,"CEST.BOT",0
"360",184060,1997,6,"28","184060_02","SC CLW","07/25/2024",NA,30,24,155,"control","control_1994-2003",30.77611,-89.82889,"CEST.BOT",0
"361",184782,1997,10,"12","184782_01","SC KL","07/25/2024","F",37,31,313,"impact","impact_1994-2003",30.75444,-89.82722,"CEST.BOT",0
"362",184782,1997,10,"12","184782_02","JT KL","07/25/2024","F",42,34,424,"impact","impact_1994-2003",30.75444,-89.82722,"CEST.BOT",0
"363",185262,1998,1,"24","185262_02","DJB IJ DMDM","07/25/2024","F",44,38,729,"impact","impact_1994-2003",30.70389,-89.84472,"CEST.BOT",0
"364",185262,1998,1,"24","185262_01","SC CJW","07/25/2024",NA,45,39,779,"impact","impact_1994-2003",30.70389,-89.84472,"CEST.BOT",0
"365",190356,2000,1,"8","190356_02","DJB GMC","07/25/2024",NA,47,40,853,"impact","impact_1994-2003",30.70222,-89.84417,"CEST.BOT",0
"366",190356,2000,1,"8","190356_01","JT DJB DMDM","07/25/2024",NA,53,45,1228,"impact","impact_1994-2003",30.70222,-89.84417,"CEST.BOT",0
"367",193429,2001,10,"7","193429_01","SC DMDM","07/25/2024",NA,45,36,584,"control","control_1994-2003",30.7825,-89.82027,"CEST.BOT",0
"368",193429,2001,10,"7","193429_02","DJB IJ KL","07/25/2024",NA,46,40,705,"control","control_1994-2003",30.7825,-89.82027,"CEST.BOT",0
"369",30034,1963,10,"23","30034_02","SC JT KL","07/25/2024","F",54,46,1190,"impact","impact_1954-1963",30.70222,-89.84417,"MONO.GYRO",0
"370",30034,1963,10,"25","30034_01","JT SC DMDM","07/25/2024","F",52,42,1063,"impact","impact_1954-1963",30.70222,-89.84417,"MONO.GYRO",0
"371",30988,1963,11,"22","30988_01","SC","07/25/2024",NA,53,46,1119,"impact","impact_1954-1963",30.70222,-89.84417,"MONO.GYRO",0
"372",30988,1963,11,"22","30988_02","KL DJB CLW","07/25/2024",NA,56,48,1196,"impact","impact_1954-1963",30.70222,-89.84417,"MONO.GYRO",0
"373",31295,1963,12,"13","31295_02","sc kl","07/25/2024","f",52,44,1149,"impact","impact_1954-1963",30.70222,-89.84417,"MONO.GYRO",0
"374",31295,1963,12,"13","31295_01","JT IJ GMC","07/25/2024",NA,51,44,1123,"impact","impact_1954-1963",30.70222,-89.84417,"MONO.GYRO",0
"375",31813,1963,11,"14-15","31813_02","JT DJB CLW","07/25/2024",NA,59,47,1598,"impact","impact_1954-1963",30.70222,-89.84417,"MONO.GYRO",0
"376",31813,1963,11,"14-15","31813_01","JT GMC","07/25/2024",NA,55,44,1382,"impact","impact_1954-1963",30.70222,-89.84417,"MONO.GYRO",0
"377",31830,1963,11,"15","31830_02","DJB IJ GMC","07/26/2024",NA,55,47,1253,"impact","impact_1954-1963",30.70222,-89.84417,"MONO.GYRO",0
"378",31830,1963,11,"15","31830_01","SC IJ DMDM","07/26/2024",NA,52,45,1108,"impact","impact_1954-1963",30.70222,-89.84417,"MONO.GYRO",0
"379",33226,1964,6,"11","33226_02","JT DMDM","07/26/2024",NA,31,26,192,"control","control_1964-1973",30.76805,-89.83083,"MONO.GYRO",0
"380",33226,1964,6,"11","33226_01","DJB CJW","07/26/2024",NA,34,29,281,"control","control_1964-1973",30.76805,-89.83083,"MONO.GYRO",0
"381",33226,1964,6,"11","33226_03","sc ij kl","07/26/2024","na",31,27,159,"control","control_1964-1973",30.76805,-89.83083,"MONO.GYRO",0
"382",33226,1964,6,"11","33226_04","SC DMDM GMC","07/26/2024",NA,31,25,196,"control","control_1964-1973",30.76805,-89.83083,"MONO.GYRO",0
"383",34758,1964,10,"16","34758_02","kl dmdm","07/25/2024","na",50,42,727,"control","control_1964-1973",30.77861,-89.82972,"MONO.GYRO",0
"384",34758,1964,10,"16","34758_03","kl dmdm","07/26/2024","f",39,33,322,"control","control_1964-1973",30.77861,-89.82972,"MONO.GYRO",0
"385",34758,1964,10,"16","34758_01","kl gmc","07/25/2024","na",43,36,458,"control","control_1964-1973",30.77861,-89.82972,"MONO.GYRO",0
"386",34758,1964,10,"16","34758_04","KL DMDM","07/26/2024",NA,48,40,637,"control","control_1964-1973",30.77861,-89.82972,"MONO.GYRO",0
"387",41040,1966,7,"3","41040_02","IJ","07/26/2024","na",33,27,269,"impact","impact_1964-1973",30.70222,-89.84417,"MONO.GYRO",0
"388",41040,1966,7,"3","41040_01","IJ JT KL","07/26/2024","na",41,33,467,"impact","impact_1964-1973",30.70222,-89.84417,"MONO.GYRO",0
"389",42166,1966,10,"29","42166_01","KL ACL GMC","04/17/2024","M",55,46,NA,"impact","impact_1964-1973",30.70222,-89.84417,"MONO.GYRO",0
"390",42166,1966,10,"29","42166_02","KL GMC","04/17/2024","M",54,46,NA,"impact","impact_1964-1973",30.70222,-89.84417,"MONO.GYRO",0
"391",51617,1968,4,"17","51617_01","SC IJ KL","07/26/2024",NA,49,41,780,"impact","impact_1964-1973",30.70222,-89.84417,"MONO.GYRO",0
"392",51617,1968,4,"17","51617_02","jt kl dmdm","07/26/2024","na",51,42,871,"impact","impact_1964-1973",30.70222,-89.84417,"MONO.GYRO",0
"393",64889,1970,10,"27","64889_02","kl","07/12/2023","na",47,40,NA,"impact","impact_1964-1973",30.74055,-89.82694,"MONO.GYRO",0
"394",64889,1970,10,"27","64889_01","KL","07/11/23",NA,44,39,NA,"impact","impact_1964-1973",30.74055,-89.82694,"MONO.GYRO",0
"395",68677,1971,4,"20","68677_02","ht acl gmc","04/22/2024","f",38,33,NA,"control","control_1964-1973",30.76805,-89.83083,"MONO.GYRO",0
"396",68677,1971,4,"20","68677_01","ht cjw kl","04/22/2024","m",54,46,NA,"control","control_1964-1973",30.76805,-89.83083,"MONO.GYRO",0
"397",70585,1971,7,"15","70585_02","SC IJ DMDM","07/25/2024",NA,42,37,493,"impact","impact_1964-1973",30.74055,-89.82694,"MONO.GYRO",0
"398",70585,1971,7,"15","70585_01","DJB CJW","07/25/2024",NA,34,29,250,"impact","impact_1964-1973",30.74055,-89.82694,"MONO.GYRO",0
"399",72382,1971,10,"26","72382_01","DJB KL","07/25/2024","F",51,41,843,"control","control_1964-1973",30.76805,-89.83083,"MONO.GYRO",0
"400",72382,1971,10,"26","72382_02","DJB SC DMDM","07/25/2024","F",41,35,472,"control","control_1964-1973",30.76805,-89.83083,"MONO.GYRO",0
"401",72382,1971,10,"26","72382_04","djb gmc","07/29/2024","na",44,36,571,"control","control_1964-1973",30.76805,-89.83083,"MONO.GYRO",0
"402",72382,1971,10,"26","72382_03","ij kl","07/29/2024","na",45,37,690,"control","control_1964-1973",30.76805,-89.83083,"MONO.GYRO",0
"403",72447,1971,10,"26","72667_01","jt dmdm","07/25/2024","f",51,42,825,"impact","impact_1964-1973",30.70222,-89.84417,"MONO.GYRO",0
"404",72447,1971,10,"26","72447_02","SC IJ GMC","07/25/2024",NA,46,37,708,"impact","impact_1964-1973",30.70222,-89.84417,"MONO.GYRO",0
"405",75794,1972,1,"25","75794_01","JT KL","07/25/2024","F",46,39,1010,"impact","impact_1964-1973",30.70222,-89.84417,"MONO.GYRO",0
"406",75794,1972,1,"25","75794_02","JT KL DJB","07/25/2024",NA,53,45,1307,"impact","impact_1964-1973",30.70222,-89.84417,"MONO.GYRO",0
"407",83736,1973,7,"11","83736_01","JT CJW","07/25/2024",NA,32,26,170,"control","control_1964-1973",30.77861,-89.82972,"MONO.GYRO",0
"408",83736,1973,7,"11","83736_02","JT DJB GMC","07/25/2024",NA,33,30,277,"control","control_1964-1973",30.77861,-89.82972,"MONO.GYRO",0
"409",83905,1973,10,"16","83905_01","JT IJ CJW","07/25/2024",NA,38,30,279,"control","control_1964-1973",30.77861,-89.82972,"MONO.GYRO",0
"410",83905,1973,10,"16","83905_02","SC CJW","07/25/2024",NA,37,31,258,"control","control_1964-1973",30.77861,-89.82972,"MONO.GYRO",0
"411",86516,1974,1,"14","86516_01","HT ACL","04/29/2024",NA,48,41,NA,"impact","impact_1974-1983",30.70222,-89.84417,"MONO.GYRO",0
"412",86516,1974,1,"14","86516_02","ht ddm ","04/29/2024","F",44,37,NA,"impact","impact_1974-1983",30.70222,-89.84417,"MONO.GYRO",0
"413",92873,1975,1,"28","92873_01","ht ddm kl","04/22/2024","f",50,42,NA,"impact","impact_1974-1983",30.70222,-89.84417,"MONO.GYRO",0
"414",92873,1975,1,"28","92873_02","HT ACL KL","04/22/2024","F",50,41,NA,"impact","impact_1974-1983",30.70222,-89.84417,"MONO.GYRO",0
"415",99539,1976,10,"13","99539_02","DJB CJW","07/25/2024",NA,42,35,512,"impact","impact_1974-1983",30.70222,-89.84417,"MONO.GYRO",0
"416",99539,1976,10,"13","99539_01","JT DMDM","07/25/2024",NA,41,34,447,"impact","impact_1974-1983",30.70222,-89.84417,"MONO.GYRO",0
"417",104287,1977,10,"19","104287_01","JT CLW","07/25/2024","F",40,32,397,"impact","impact_1974-1983",30.70222,-89.84417,"MONO.GYRO",0
"418",104287,1977,10,"19","104287_02","JT CLW","07/25/2024","F",34,27,220,"impact","impact_1974-1983",30.70222,-89.84417,"MONO.GYRO",0
"419",105660,1978,1,"26","105660_01","jt clw","07/29/2024","f",41,34,465,"control","control_1974-1983",30.77861,-89.82972,"MONO.GYRO",0
"420",105660,1978,1,"26","105660_02","sc cjw","07/29/2024","na",43,36,483,"control","control_1974-1983",30.77861,-89.82972,"MONO.GYRO",0
"421",105745,1978,1,"26","105745_01","DJB IJ GMC","07/26/2024",NA,49,41,862,"impact","impact_1974-1983",30.70222,-89.84417,"MONO.GYRO",0
"422",105745,1978,1,"26","105745_02","SC DMDM","07/26/2024",NA,52,44,995,"impact","impact_1974-1983",30.70222,-89.84417,"MONO.GYRO",0
"423",115117,1979,10,"24","115117_02","SC JT GMC","07/26/2024",NA,39,34,345,"control","control_1974-1983",30.78,-89.82472,"MONO.GYRO",0
"424",115117,1979,10,"24","115117_01","JT CJW","07/26/2024",NA,35,28,252,"control","control_1974-1983",30.78,-89.82472,"MONO.GYRO",0
"425",115131,1979,10,"24","115131_01","djb gmc","07/25/2024","na",47,39,608,"control","control_1974-1983",30.77861,-89.82972,"MONO.GYRO",0
"426",115131,1979,10,"24","115131_02","JT DMDM","07/25/2024","F",42,34,452,"control","control_1974-1983",30.77861,-89.82972,"MONO.GYRO",0
"427",115152,1979,10,"24","115152_02","JT IJ GMC","07/26/2024",NA,33,28,208,"control","control_1974-1983",30.76805,-89.83083,"MONO.GYRO",0
"428",115152,1979,10,"24","115152_04","DJB DMDM GMC","07/26/2024",NA,39,33,358,"control","control_1974-1983",30.76805,-89.83083,"MONO.GYRO",0
"429",115152,1979,10,"24","115152_01","SC CLW","07/26/2024","F",38,33,318,"control","control_1974-1983",30.76805,-89.83083,"MONO.GYRO",0
"430",115152,1979,10,"24","115152_03","IJ","07/26/2024","na",40,33,NA,"control","control_1974-1983",30.76805,-89.83083,"MONO.GYRO",0
"431",115239,1979,10,"25","115239_01","DJB GMC","07/25/2024",NA,50,40,848,"impact","impact_1974-1983",30.70222,-89.84417,"MONO.GYRO",0
"432",115239,1979,10,"25","115239_02","JT DMDM","07/25/2024",NA,43,28,649,"impact","impact_1974-1983",30.70222,-89.84417,"MONO.GYRO",0
"433",124580,1982,2,"19","124580_01","IJ DJB","07/26/2024","F",48,41,839,"impact","impact_1974-1983",30.70222,-89.84417,"MONO.GYRO",0
"434",124580,1982,2,"19","124580_02","JT KL","07/26/2024","M",53,42,953,"impact","impact_1974-1983",30.70222,-89.84417,"MONO.GYRO",0
"435",143904,1986,1,"30","143904_02","DJB CJW","07/25/2024",NA,50,41,794,"impact","impact_1984-1993",30.70222,-89.84417,"MONO.GYRO",0
"436",143904,1986,1,"30","143904_01","JT CJW","07/25/2024",NA,47,38,676,"impact","impact_1984-1993",30.70222,-89.84417,"MONO.GYRO",0
"437",147874,1987,1,"22","147874_02","KL CJW","07/25/2024","F",52,44,962,"impact","impact_1984-1993",30.74055,-89.82694,"MONO.GYRO",0
"438",147874,1987,1,"22","147874_01","KL GMC CJW","07/25/2024",NA,53,46,974,"impact","impact_1984-1993",30.74055,-89.82694,"MONO.GYRO",0
"439",156724,1989,10,"12","156724_01","JT IJ CJW","07/25/2024",NA,51,42,890,"impact","impact_1984-1993",30.70222,-89.84417,"MONO.GYRO",0
"440",156724,1989,7,"25","156724_02","JT CJW","07/25/2024",NA,47,39,718,"impact","impact_1984-1993",30.70222,-89.84417,"MONO.GYRO",0
"441",160042,1991,1,"3","160042_02","sde acl","04/30/2024","f",51,43,NA,"impact","impact_1984-1993",30.70222,-89.84417,"MONO.GYRO",0
"442",160042,1991,1,"3","160042_01","sd acl","04/30/2024","na",55,44,NA,"impact","impact_1984-1993",30.70222,-89.84417,"MONO.GYRO",2
"443",162131,1992,1,"2","162131_02","SC CJW","07/26/2024",NA,48,40,820,"impact","impact_1984-1993",30.70222,-89.84417,"MONO.GYRO",0
"444",162131,1992,1,"2","162131_01","DJB IJ DMDM","07/26/2024","F",47,41,983,"impact","impact_1984-1993",30.70222,-89.84417,"MONO.GYRO",0
"445",171909,1994,10,"15","171909_02","SC GMC","07/25/2024",NA,48,39,702,"impact","impact_1994-2003",30.70222,-89.84417,"MONO.GYRO",0
"446",171909,1994,10,"15","171909_01","JT CJW","07/25/2024",NA,45,36,541,"impact","impact_1994-2003",30.70222,-89.84417,"MONO.GYRO",0
"447",177879,1996,1,"13","177879_02","JT GMC","07/26/2024",NA,42,35,479,"impact","impact_1994-2003",30.70389,-89.84472,"MONO.GYRO",0
"448",177879,1996,1,"13","177879_01","SC IJ CJW","07/26/2024","F",45,39,744,"impact","impact_1994-2003",30.70389,-89.84472,"MONO.GYRO",0
"449",184060,1997,6,"28","184060_04","cjw","07/26/2024","na",30,23,162,"control","control_1994-2003",30.77611,-89.82889,"MONO.GYRO",0
"450",184060,1997,6,"28","184060_03","dmdm","07/26/2024","na",34,26,221,"control","control_1994-2003",30.77611,-89.82889,"MONO.GYRO",0
"451",184060,1997,6,"28","184060_01","JT GMC DMDM","07/25/2024",NA,32,25,171,"control","control_1994-2003",30.77611,-89.82889,"MONO.GYRO",0
"452",184060,1997,6,"28","184060_02","SC CLW","07/25/2024",NA,30,24,155,"control","control_1994-2003",30.77611,-89.82889,"MONO.GYRO",0
"453",184782,1997,10,"12","184782_01","SC KL","07/25/2024","F",37,31,313,"impact","impact_1994-2003",30.75444,-89.82722,"MONO.GYRO",0
"454",184782,1997,10,"12","184782_02","JT KL","07/25/2024","F",42,34,424,"impact","impact_1994-2003",30.75444,-89.82722,"MONO.GYRO",0
"455",185262,1998,1,"24","185262_02","DJB IJ DMDM","07/25/2024","F",44,38,729,"impact","impact_1994-2003",30.70389,-89.84472,"MONO.GYRO",0
"456",185262,1998,1,"24","185262_01","SC CJW","07/25/2024",NA,45,39,779,"impact","impact_1994-2003",30.70389,-89.84472,"MONO.GYRO",0
"457",190356,2000,1,"8","190356_02","DJB GMC","07/25/2024",NA,47,40,853,"impact","impact_1994-2003",30.70222,-89.84417,"MONO.GYRO",0
"458",190356,2000,1,"8","190356_01","JT DJB DMDM","07/25/2024",NA,53,45,1228,"impact","impact_1994-2003",30.70222,-89.84417,"MONO.GYRO",0
"459",193429,2001,10,"7","193429_01","SC DMDM","07/25/2024",NA,45,36,584,"control","control_1994-2003",30.7825,-89.82027,"MONO.GYRO",0
"460",193429,2001,10,"7","193429_02","DJB IJ KL","07/25/2024",NA,46,40,705,"control","control_1994-2003",30.7825,-89.82027,"MONO.GYRO",0
"461",30034,1963,10,"23","30034_02","SC JT KL","07/25/2024","F",54,46,1190,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.HEATH",0
"462",30034,1963,10,"25","30034_01","JT SC DMDM","07/25/2024","F",52,42,1063,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.HEATH",0
"463",30988,1963,11,"22","30988_01","SC","07/25/2024",NA,53,46,1119,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.HEATH",0
"464",30988,1963,11,"22","30988_02","KL DJB CLW","07/25/2024",NA,56,48,1196,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.HEATH",0
"465",31295,1963,12,"13","31295_02","sc kl","07/25/2024","f",52,44,1149,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.HEATH",0
"466",31295,1963,12,"13","31295_01","JT IJ GMC","07/25/2024",NA,51,44,1123,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.HEATH",0
"467",31813,1963,11,"14-15","31813_02","JT DJB CLW","07/25/2024",NA,59,47,1598,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.HEATH",0
"468",31813,1963,11,"14-15","31813_01","JT GMC","07/25/2024",NA,55,44,1382,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.HEATH",0
"469",31830,1963,11,"15","31830_02","DJB IJ GMC","07/26/2024",NA,55,47,1253,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.HEATH",0
"470",31830,1963,11,"15","31830_01","SC IJ DMDM","07/26/2024",NA,52,45,1108,"impact","impact_1954-1963",30.70222,-89.84417,"NEM.HEATH",0
"471",33226,1964,6,"11","33226_02","JT DMDM","07/26/2024",NA,31,26,192,"control","control_1964-1973",30.76805,-89.83083,"NEM.HEATH",0
"472",33226,1964,6,"11","33226_01","DJB CJW","07/26/2024",NA,34,29,281,"control","control_1964-1973",30.76805,-89.83083,"NEM.HEATH",0
"473",33226,1964,6,"11","33226_03","sc ij kl","07/26/2024","na",31,27,159,"control","control_1964-1973",30.76805,-89.83083,"NEM.HEATH",0
"474",33226,1964,6,"11","33226_04","SC DMDM GMC","07/26/2024",NA,31,25,196,"control","control_1964-1973",30.76805,-89.83083,"NEM.HEATH",0
"475",34758,1964,10,"16","34758_02","kl dmdm","07/25/2024","na",50,42,727,"control","control_1964-1973",30.77861,-89.82972,"NEM.HEATH",0
"476",34758,1964,10,"16","34758_03","kl dmdm","07/26/2024","f",39,33,322,"control","control_1964-1973",30.77861,-89.82972,"NEM.HEATH",0
"477",34758,1964,10,"16","34758_01","kl gmc","07/25/2024","na",43,36,458,"control","control_1964-1973",30.77861,-89.82972,"NEM.HEATH",0
"478",34758,1964,10,"16","34758_04","KL DMDM","07/26/2024",NA,48,40,637,"control","control_1964-1973",30.77861,-89.82972,"NEM.HEATH",0
"479",41040,1966,7,"3","41040_02","IJ","07/26/2024","na",33,27,269,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.HEATH",0
"480",41040,1966,7,"3","41040_01","IJ JT KL","07/26/2024","na",41,33,467,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.HEATH",0
"481",42166,1966,10,"29","42166_01","KL ACL GMC","04/17/2024","M",55,46,NA,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.HEATH",0
"482",42166,1966,10,"29","42166_02","KL GMC","04/17/2024","M",54,46,NA,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.HEATH",0
"483",51617,1968,4,"17","51617_01","SC IJ KL","07/26/2024",NA,49,41,780,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.HEATH",0
"484",51617,1968,4,"17","51617_02","jt kl dmdm","07/26/2024","na",51,42,871,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.HEATH",0
"485",64889,1970,10,"27","64889_02","kl","07/12/2023","na",47,40,NA,"impact","impact_1964-1973",30.74055,-89.82694,"NEM.HEATH",0
"486",64889,1970,10,"27","64889_01","KL","07/11/23",NA,44,39,NA,"impact","impact_1964-1973",30.74055,-89.82694,"NEM.HEATH",0
"487",68677,1971,4,"20","68677_02","ht acl gmc","04/22/2024","f",38,33,NA,"control","control_1964-1973",30.76805,-89.83083,"NEM.HEATH",0
"488",68677,1971,4,"20","68677_01","ht cjw kl","04/22/2024","m",54,46,NA,"control","control_1964-1973",30.76805,-89.83083,"NEM.HEATH",0
"489",70585,1971,7,"15","70585_02","SC IJ DMDM","07/25/2024",NA,42,37,493,"impact","impact_1964-1973",30.74055,-89.82694,"NEM.HEATH",0
"490",70585,1971,7,"15","70585_01","DJB CJW","07/25/2024",NA,34,29,250,"impact","impact_1964-1973",30.74055,-89.82694,"NEM.HEATH",0
"491",72382,1971,10,"26","72382_01","DJB KL","07/25/2024","F",51,41,843,"control","control_1964-1973",30.76805,-89.83083,"NEM.HEATH",0
"492",72382,1971,10,"26","72382_02","DJB SC DMDM","07/25/2024","F",41,35,472,"control","control_1964-1973",30.76805,-89.83083,"NEM.HEATH",0
"493",72382,1971,10,"26","72382_04","djb gmc","07/29/2024","na",44,36,571,"control","control_1964-1973",30.76805,-89.83083,"NEM.HEATH",0
"494",72382,1971,10,"26","72382_03","ij kl","07/29/2024","na",45,37,690,"control","control_1964-1973",30.76805,-89.83083,"NEM.HEATH",0
"495",72447,1971,10,"26","72667_01","jt dmdm","07/25/2024","f",51,42,825,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.HEATH",0
"496",72447,1971,10,"26","72447_02","SC IJ GMC","07/25/2024",NA,46,37,708,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.HEATH",0
"497",75794,1972,1,"25","75794_01","JT KL","07/25/2024","F",46,39,1010,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.HEATH",0
"498",75794,1972,1,"25","75794_02","JT KL DJB","07/25/2024",NA,53,45,1307,"impact","impact_1964-1973",30.70222,-89.84417,"NEM.HEATH",0
"499",83736,1973,7,"11","83736_01","JT CJW","07/25/2024",NA,32,26,170,"control","control_1964-1973",30.77861,-89.82972,"NEM.HEATH",0
"500",83736,1973,7,"11","83736_02","JT DJB GMC","07/25/2024",NA,33,30,277,"control","control_1964-1973",30.77861,-89.82972,"NEM.HEATH",0
"501",83905,1973,10,"16","83905_01","JT IJ CJW","07/25/2024",NA,38,30,279,"control","control_1964-1973",30.77861,-89.82972,"NEM.HEATH",0
"502",83905,1973,10,"16","83905_02","SC CJW","07/25/2024",NA,37,31,258,"control","control_1964-1973",30.77861,-89.82972,"NEM.HEATH",0
"503",86516,1974,1,"14","86516_01","HT ACL","04/29/2024",NA,48,41,NA,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.HEATH",0
"504",86516,1974,1,"14","86516_02","ht ddm ","04/29/2024","F",44,37,NA,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.HEATH",0
"505",92873,1975,1,"28","92873_01","ht ddm kl","04/22/2024","f",50,42,NA,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.HEATH",0
"506",92873,1975,1,"28","92873_02","HT ACL KL","04/22/2024","F",50,41,NA,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.HEATH",0
"507",99539,1976,10,"13","99539_02","DJB CJW","07/25/2024",NA,42,35,512,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.HEATH",0
"508",99539,1976,10,"13","99539_01","JT DMDM","07/25/2024",NA,41,34,447,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.HEATH",0
"509",104287,1977,10,"19","104287_01","JT CLW","07/25/2024","F",40,32,397,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.HEATH",0
"510",104287,1977,10,"19","104287_02","JT CLW","07/25/2024","F",34,27,220,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.HEATH",0
"511",105660,1978,1,"26","105660_01","jt clw","07/29/2024","f",41,34,465,"control","control_1974-1983",30.77861,-89.82972,"NEM.HEATH",0
"512",105660,1978,1,"26","105660_02","sc cjw","07/29/2024","na",43,36,483,"control","control_1974-1983",30.77861,-89.82972,"NEM.HEATH",0
"513",105745,1978,1,"26","105745_01","DJB IJ GMC","07/26/2024",NA,49,41,862,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.HEATH",0
"514",105745,1978,1,"26","105745_02","SC DMDM","07/26/2024",NA,52,44,995,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.HEATH",0
"515",115117,1979,10,"24","115117_02","SC JT GMC","07/26/2024",NA,39,34,345,"control","control_1974-1983",30.78,-89.82472,"NEM.HEATH",0
"516",115117,1979,10,"24","115117_01","JT CJW","07/26/2024",NA,35,28,252,"control","control_1974-1983",30.78,-89.82472,"NEM.HEATH",0
"517",115131,1979,10,"24","115131_01","djb gmc","07/25/2024","na",47,39,608,"control","control_1974-1983",30.77861,-89.82972,"NEM.HEATH",0
"518",115131,1979,10,"24","115131_02","JT DMDM","07/25/2024","F",42,34,452,"control","control_1974-1983",30.77861,-89.82972,"NEM.HEATH",0
"519",115152,1979,10,"24","115152_02","JT IJ GMC","07/26/2024",NA,33,28,208,"control","control_1974-1983",30.76805,-89.83083,"NEM.HEATH",0
"520",115152,1979,10,"24","115152_04","DJB DMDM GMC","07/26/2024",NA,39,33,358,"control","control_1974-1983",30.76805,-89.83083,"NEM.HEATH",0
"521",115152,1979,10,"24","115152_01","SC CLW","07/26/2024","F",38,33,318,"control","control_1974-1983",30.76805,-89.83083,"NEM.HEATH",0
"522",115152,1979,10,"24","115152_03","IJ","07/26/2024","na",40,33,NA,"control","control_1974-1983",30.76805,-89.83083,"NEM.HEATH",0
"523",115239,1979,10,"25","115239_01","DJB GMC","07/25/2024",NA,50,40,848,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.HEATH",0
"524",115239,1979,10,"25","115239_02","JT DMDM","07/25/2024",NA,43,28,649,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.HEATH",0
"525",124580,1982,2,"19","124580_01","IJ DJB","07/26/2024","F",48,41,839,"impact","impact_1974-1983",30.70222,-89.84417,"NEM.HEATH",0
