"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","Dissector_and_Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","psite_spp","psite_count"
"465","40125","1966",3,"17","40125_02","gmc cnw kl","1/23/2024","na",68,52,NA,"impact","impact_1964-1973","30.75667","-89.82611","MONO.UNK",0
"466","40125","1966",3,"17","40125_01","ht kl sd gmc","1/23/2024","na",91,74,NA,"impact","impact_1964-1973","30.75667","-89.82611","MONO.UNK",0
"467","40616","1966",4,"22","40616_02","JT DJB GMC","6/25/2024",NA,52,39,902,"control","control_1964-1973","30.77861","-89.82972","MONO.UNK",0
"468","40616","1966",4,"22","40616_01","SC DJB IJ","6/25/2024",NA,110,85,7815,"control","control_1964-1973","30.77861","-89.82972","MONO.UNK",0
"469","58071","1969",7,"14","58071_01","IJ DJB CJW","6/25/2024",NA,39,31,NA,"impact","impact_1964-1973","30.75667","-89.82611","MONO.UNK",0
"470","58071","1969",7,"14","58071_02","JT KL ","6/25/2024",NA,49,38,911,"impact","impact_1964-1973","30.75667","-89.82611","MONO.UNK",0
"471","59446","1969",10,"28","59446_01","IJ SC KL","6/27/2024",NA,77,56,3048,"control","control_1964-1973","30.76805","-89.83083","MONO.UNK",0
"472","59446","1969",10,"28","59446_02","JT SC","6/27/2024",NA,96,71,5169,"control","control_1964-1973","30.76805","-89.83083","MONO.UNK",0
"473","62094","1970",4,"21","62094_01","SC DMDM ","6/27/2024",NA,75,63,3364,"control","control_1964_1973","30.77861","-89.82972","MONO.UNK",0
"474","62094","1970",4,"21","62094_02","SC DJB","6/27/2024",NA,77,62,NA,"control","control_1964_1973","30.77861","-89.82972","MONO.UNK",0
"475","63780","1970",7,"9","63780_02","JT DJB KL","6/25/2024","M",40,37,759,"impact","impact_1964-1973","30.75667","-89.82611","MONO.UNK",0
"476","63780","1970",7,"9","63780_01","SC DMDM","6/25/2024",NA,47,36,701,"impact","impact_1964-1973","30.75667","-89.82611","MONO.UNK",0
"477","68158","1971",1,"25","68158_02","IJ SC GMC","6/27/2024",NA,135,114,18436,"control","control_1964-1973","30.77472","-89.82806","MONO.UNK",0
"478","68158","1971",1,"25","68158_01","JT SC DMDM","6/27/2024",NA,107,83,7279,"control","control_1964-1973","30.77472","-89.82806","MONO.UNK",0
"479","79538","1972",7,"12","79538_01","IJ SC CJW","6/27/2024",NA,79,63,3956,"impact","impact_1964-1973","30.75667","-89.82611","MONO.UNK",0
"480","79538","1972",7,"12","79538_02","JT SC GMC","6/27/2024",NA,52,41,822,"impact","impact_1964-1973","30.75667","-89.82611","MONO.UNK",0
"481","83744","1973",7,"11","83744_02","JT DJB DMDM","6/25/2024",NA,62,48,1662,"impact","impact_1964-1973","30.75667","-89.82611","MONO.UNK",0
"482","83744","1973",7,"11","83744_01","SC DJB CJW","6/25/2024",NA,51,40,930,"impact","impact_1964-1973","30.75667","-89.82611","MONO.UNK",0
"483","90827","1974",10,"29","90827_01","JT KL","6/26/2024",NA,88,68,4447,"impact","impact_1974-1983","30.705","-89.84611","MONO.UNK",0
"484","90827","1974",10,"29","90827_02","IJ JT KL","6/26/2024","F",119,91,10852,"impact","impact_1974-1983","30.705","-89.84611","MONO.UNK",0
"485","97015","1976",1,"22","97015_01","IJ JT DMDM","6/27/2024",NA,70,50,2400,"impact","impact_1974-1983","30.74055","-89.82694","MONO.UNK",0
"486","97015","1976",1,"22","97015_02","JT DMDM","6/27/2024",NA,80,60,3105,"impact","impact_1974-1983","30.74055","-89.82694","MONO.UNK",0
"487","99517","1976",10,"13","99517_01","SC JT GMC","6/26/2024","",104,81,7227,"impact","impact_1974-1983","30.705","-89.84611","MONO.UNK",0
"488","99517","1976",10,"13","99517_02","DJB KL","6/26/2024",NA,91,68,4891,"impact","impact_1974-1983","30.705","-89.84611","MONO.UNK",0
"489","105376","1977",12,"19","105376_01","JT GMC","6/25/2024",NA,45,31,746,"control","control_1974-1983","30.77861","-89.82972","MONO.UNK",0
"490","105376","1977",12,"19","105376_02","JT CJW","6/26/2024",NA,61,41.5,1562,"control","control_1974-1983","30.77861","-89.82972","MONO.UNK",0
"491","108482","1978",7,"19","108482_01","DJB GMC","6/26/2024",NA,49,42,1263,"control","control_1974-1983","30.76805","-89.83083","MONO.UNK",0
"492","108482","1978",7,"19","108482_02","SC DJB KL","6/26/2024",NA,48,37,694,"control","control_1974-1983","30.76805","-89.83083","MONO.UNK",0
"493","108500","1978",7,"19","108500_01","SC DJB CJW","6/25/2024",NA,31,26,220,"impact","impact_1974-1983","30.75667","-89.82611","MONO.UNK",0
"494","108500","1978",7,"19","108500_02","IJ BJB DMDM","6/25/2024",NA,54,38,1028,"impact","impact_1974-1983","30.75667","-89.82611","MONO.UNK",0
"495","108551","1978",7,"19","108551_02","SC DJB KL","6/26/2024",NA,77,61,2788,"impact","impact_1974-1983","30.70222","-89.84417","MONO.UNK",0
"496","108551","1978",7,"19","108551_01","DJB DJB/CJW","6/27/2024",NA,78,58,2974,"impact","impact_1974-1983","30.70222","-89.84417","MONO.UNK",0
"497","109076","1978",8,"29","109076_02","DJB CJW","6/27/2024",NA,61,46,1328,"control","control_1974-1983","30.77861","-89.82972","MONO.UNK",0
"498","109076","1978",8,"29","109076_01","SC DJB CJW","6/27/2024",NA,67,50,2038,"control","control_1974-1983","30.77861","-89.82972","MONO.UNK",0
"499","115142","1979",10,"24","115142_01","IJ DHB.SC ","6/27/2024",NA,81,60,3727,"control","control_1974-1983","30.76805","-89.83083","MONO.UNK",0
"500","115142","1979",10,"24","1152142_02","SC JT KL","6/27/2024",NA,74,61,2764,"control","control_1974-1983","30.76805","-89.83083","MONO.UNK",0
"501","118276","1980",10,"23","118276_01","DD KL CHW CNW","1/17/2024",NA,60,49,NA,"control","control_1974-1983","30.76805","-89.83083","MONO.UNK",0
"502","118276","1980",10,"23","118276_02","GC","1/17/2024",NA,89,64,NA,"control","control_1974-1983","30.76805","-89.83083","MONO.UNK",0
"503","124399","1982",1,"28","124399_02","JT SC KL","6/27/2024",NA,74,54,2200,"control","control_1974-1983","30.77861","-89.82972","MONO.UNK",0
"504","124399","1982",1,"28","124399_01","DJB KL","6/27/2024",NA,93,67,5063,"control","control_1974-1983","30.77861","-89.82972","MONO.UNK",0
"505","136244","1984",7,"17","136244_01","DJB GMC","6/27/2024",NA,139,104,15681,"impact","impact_1984-1993","30.74055","-89.82694","MONO.UNK",0
"506","136244","1984",7,"17","136244_02","IJ SC CJW","6/27/2024",NA,127,88,10599,"impact","impact_1984-1993","30.74055","-89.82694","MONO.UNK",0
"507","146787","1986",10,"9","146787_01","KL","7/14/2023",NA,85,64,NA,"impact","impact_1984-1993","30.70222","-89.84417","MONO.UNK",2
"508","146787","1986",10,"9","146787_02","CNW KL","11/30/2023",NA,85,68,NA,"impact","impact_1984-1993","30.70222","-89.84417","MONO.UNK",0
"509","147855","1987",1,"22","147855_02","CHW KL","11/27/2023",NA,87,64,NA,"impact","impact_1984-1993","30.76528","-89.83222","MONO.UNK",0
"510","147855","1987",1,"22","147855_01","GC","11/27/2023","na",50,39,NA,"impact","impact_1984-1993","30.76528","-89.83222","MONO.UNK",0
"511","153841","1988",10,"20","153841_02","JT CJW","6/25/2024",NA,101,75,6185,"impact","impact_1984-1993","30.70222","-89.84417","MONO.UNK",0
"512","153841","1988",10,"20","153841_01","DJB JT GMC","6/26/2024",NA,101,73,5899,"impact","impact_1984-1993","30.70222","-89.84417","MONO.UNK",0
"513","157299","1990",1,"25","157299_01","JT DJB KL","6/26/2024",NA,98,70,5110,"control","control_1984-1993","30.77583","-89.82722","MONO.UNK",0
"514","157299","1990",1,"25","157299_02","SC DJB DMDM","6/27/2024",NA,84,65,2725,"control","control_1984-1993","30.77583","-89.82722","MONO.UNK",0
"515","157316","1990",1,"25","157316_01","JT DJB GMC","6/27/2024",NA,70,52,1795,"impact","impact_1984-1993","30.75667","-89.82611","MONO.UNK",0
"516","157316","1990",1,"25","157316_02","IJ DJB/ KL ","6/27/2024","MA",40,38,NA,"impact","impact_1984-1993","30.75667","-89.82611","MONO.UNK",0
"517","157351","1990",1,"25","157351_02","DJB DMDM","6/27/2024",NA,127,95,11785,"impact","impact_1984-1993","30.70222","-89.84417","MONO.UNK",0
"518","157351","1990",1,"25","157351_01","SC KL","6/27/2024",NA,108,80,NA,"impact","impact_1984-1993","30.70222","-89.84417","MONO.UNK",0
"519","159967","1991",1,"3","159967_01","SC JT KL","6/26/2024",NA,64,50,1534,"control","control_1984-1993","30.77583","-89.82722","MONO.UNK",0
"520","159967","1991",1,"3","159967_02","DJB GMC","6/26/2024",NA,69,51,1754,"control","control_1984-1993","30.77583","-89.82722","MONO.UNK",0
"521","160020","1991",1,"3","160020_02","IJ SC GMC","6/27/2024",NA,72,61,2872,"impact","impact_1984-1993","30.705","-89.84611","MONO.UNK",0
"522","160020","1991",1,"3","160020_01","DJB GMC","6/27/2024",NA,80,58,3120,"impact","impact_1984-1993","30.705","-89.84611","MONO.UNK",0
"523","182143","1997",1,"4","182143_02","DJB JT CJW","6/26/2024",NA,103,81,6953,"impact","impact_1994-2003","30.73694","-89.82694","MONO.UNK",0
"524","182143","1997",1,"4","182143_01","SC CLW","6/24/2024",NA,100,76,5450,"impact","impact_1994-2003","30.73694","-89.82694","MONO.UNK",0
"525","185384","1998",1,"24","185384_01","HT KL CNW","1/22/2024","na",100,78,NA,"impact","impact_1994-2003","30.75444","-89.82722","MONO.UNK",0
"526","185384","1998",1,"24","185384_02","SD KL DD GC CNW","1/23/2024",NA,55,45,NA,"impact","impact_1994-2003","30.75444","-89.82722","MONO.UNK",0
"527","190279","2000",1,"8","190279_01","DJB DJB/  GMC","6/27/2024",NA,114,81,8762,"control","control_1994-2003","30.77611","-89.82777","MONO.UNK",0
"528","190279","2000",1,"8","190279_02","SC DJB","6/26/2024",NA,59,45,1177,"control","control_1994-2003","30.77611","-89.82777","MONO.UNK",0
"529","190621","2000",4,"7","190621_02","IJ JT GMC","6/26/2024",NA,62,50,1542,"impact","impact_1994-2003","30.75444","-89.82722","MONO.UNK",0
"530","190621","2000",4,"7","190621_01","SC JT","6/26/2024",NA,70,54,2650,"impact","impact_1994-2003","30.75444","-89.82722","MONO.UNK",0
"531","193706","2002",1,"26","193706_02","IJ JT KL DB","6/25/2024",NA,95,78,5096,"impact","impact_1994-2003","30.74055","-89.82694","MONO.UNK",0
"532","193706","2003",1,"26","193706_01","DJB GMC","6/25/2024",NA,107,79,8342,"impact","impact_1994-2003","30.74055","-89.82694","MONO.UNK",0
"533","198297","2005",2,"12","198297_01","JT SC CJW","6/25/2024",NA,58,44,1220,"impact","impact_2004-2013","30.74055","-89.82694","MONO.UNK",0
"534","198297","2005",2,"12","198297_01","SC DMDM","6/25/2024",NA,60,47,1403,"impact","impact_2004-2013","30.74055","-89.82694","MONO.UNK",0
"535","31060","1963",8,"30","31060-02","SC KL","6/25/2024",NA,52,41,994,"impact","impact_1954-1963","30.76222","-89.83111","NEM.CYST",0
"536","31060","1963",8,"30","31060_1","SC GMC","6/25/2024",NA,51,39,875,"impact","impact_1954-1963","30.76222","-89.83111","NEM.CYST",0
"537","31146","1963",6,"23","31146_01","SC DJB CJW","6/26/2024",NA,42,34,552,"impact","impact_1954-1963","30.75667","-89.82611","NEM.CYST",0
"538","31146","1963",6,"23","31146_02","DJB CJW","6/27/2024",NA,44,34,609,"impact","impact_1954-1963","30.75667","-89.82611","NEM.CYST",0
"539","31177","1963",5,"20","31177_01","JT DJB/ GMC","6/26/2024","",100,75,7371,"impact","impact_1954-1963","30.75667","-89.82611","NEM.CYST",0
"540","31177","1963",5,"20","31177_02","JT DMDM","6/25/2024",NA,79,60,3237,"impact","impact_1954-1963","30.75667","-89.82611","NEM.CYST",0
"541","31181","1963",5,"19","31181_02","DJB DMDM","6/25/2024","F",109,82,8770,"control","control_1954-1963","30.76805","-89.83083","NEM.CYST",0
"542","31267","1963",7,"11","31267_02","KL","11/20/2023","na",65,49,NA,"impact","impact_1954-1963","30.74","-89.82777","NEM.CYST",0
"543","31267","1963",7,"11","31267_01","chw kl gc cnw","11/20/2023","na",66,52,NA,"impact","impact_1954-1963","30.74","-89.82777","NEM.CYST",0
"544","31542","1963",10,"24","31542_01","IJ GMC","6/25/2024",NA,90,78,5064,"impact","impact_1954-1963","30.74055","-89.82694","NEM.CYST",0
"545","31542","1963",10,"24","31542_02","SC DJB KL","6/25/2024",NA,80,65,3533,"impact","impact_1954-1963","30.74055","-89.82694","NEM.CYST",0
"546","31804","1963",11,"14","31804_02","IJ JT CJW","6/26/2024",NA,109,90,8310,"impact","impact_1954-1963","30.705","-89.84611","NEM.CYST",0
"547","31804","1963",11,"14","31804_01","DJB IJ KL","6/26/2024",NA,99,70,6317,"impact","impact_1954-1963","30.705","-89.84611","NEM.CYST",0
"548","31808","1963",11,"14-15","31808_02","IJ SC KL","6/27/2024",NA,125,92,14234,"impact","impact_1954-1963","30.70222","-89.84417","NEM.CYST",0
"549","31808","1963",11,"14-15","31808_01","DJB SC CJW","6/27/2024",NA,129,97,14151,"impact","impact_1954-1963","30.70222","-89.84417","NEM.CYST",0
"550","37835","1965",5,"21","37835_01","IJ DJB KL","6/25/2024",NA,99,68,5354,"control","control_1964-1973","30.76805","-89.83083","NEM.CYST",0
"551","37835","1965",5,"21","37835_02","JT DJB KL","6/25/2024",NA,96,72,4538,"control","control_1964-1973","30.76805","-89.83083","NEM.CYST",0
"552","39300","1965",11,"19","39300_02","DJB JT KL","6/26/2024",NA,98,73,6744,"impact","impact_1964-1973","30.75667","-89.82611","NEM.CYST",0
"553","39300","1965",11,"19","39300_01","SC IJ KL GC","6/26/2024",NA,99,78,5471,"impact","impact_1964-1973","30.75667","-89.82611","NEM.CYST",0
"554","40125","1966",3,"17","40125_02","gmc cnw kl","1/23/2024","na",68,52,NA,"impact","impact_1964-1973","30.75667","-89.82611","NEM.CYST",0
"555","40125","1966",3,"17","40125_01","ht kl sd gmc","1/23/2024","na",91,74,NA,"impact","impact_1964-1973","30.75667","-89.82611","NEM.CYST",0
"556","40616","1966",4,"22","40616_02","JT DJB GMC","6/25/2024",NA,52,39,902,"control","control_1964-1973","30.77861","-89.82972","NEM.CYST",0
"557","40616","1966",4,"22","40616_01","SC DJB IJ","6/25/2024",NA,110,85,7815,"control","control_1964-1973","30.77861","-89.82972","NEM.CYST",0
"558","58071","1969",7,"14","58071_01","IJ DJB CJW","6/25/2024",NA,39,31,NA,"impact","impact_1964-1973","30.75667","-89.82611","NEM.CYST",0
"559","58071","1969",7,"14","58071_02","JT KL ","6/25/2024",NA,49,38,911,"impact","impact_1964-1973","30.75667","-89.82611","NEM.CYST",0
"560","59446","1969",10,"28","59446_01","IJ SC KL","6/27/2024",NA,77,56,3048,"control","control_1964-1973","30.76805","-89.83083","NEM.CYST",0
"561","59446","1969",10,"28","59446_02","JT SC","6/27/2024",NA,96,71,5169,"control","control_1964-1973","30.76805","-89.83083","NEM.CYST",0
"562","62094","1970",4,"21","62094_01","SC DMDM ","6/27/2024",NA,75,63,3364,"control","control_1964_1973","30.77861","-89.82972","NEM.CYST",0
"563","62094","1970",4,"21","62094_02","SC DJB","6/27/2024",NA,77,62,NA,"control","control_1964_1973","30.77861","-89.82972","NEM.CYST",0
"564","63780","1970",7,"9","63780_02","JT DJB KL","6/25/2024","M",40,37,759,"impact","impact_1964-1973","30.75667","-89.82611","NEM.CYST",0
"565","63780","1970",7,"9","63780_01","SC DMDM","6/25/2024",NA,47,36,701,"impact","impact_1964-1973","30.75667","-89.82611","NEM.CYST",0
"566","68158","1971",1,"25","68158_02","IJ SC GMC","6/27/2024",NA,135,114,18436,"control","control_1964-1973","30.77472","-89.82806","NEM.CYST",1
"567","68158","1971",1,"25","68158_01","JT SC DMDM","6/27/2024",NA,107,83,7279,"control","control_1964-1973","30.77472","-89.82806","NEM.CYST",2
"568","79538","1972",7,"12","79538_01","IJ SC CJW","6/27/2024",NA,79,63,3956,"impact","impact_1964-1973","30.75667","-89.82611","NEM.CYST",0
"569","79538","1972",7,"12","79538_02","JT SC GMC","6/27/2024",NA,52,41,822,"impact","impact_1964-1973","30.75667","-89.82611","NEM.CYST",0
"570","83744","1973",7,"11","83744_02","JT DJB DMDM","6/25/2024",NA,62,48,1662,"impact","impact_1964-1973","30.75667","-89.82611","NEM.CYST",0
"571","83744","1973",7,"11","83744_01","SC DJB CJW","6/25/2024",NA,51,40,930,"impact","impact_1964-1973","30.75667","-89.82611","NEM.CYST",0
"572","90827","1974",10,"29","90827_01","JT KL","6/26/2024",NA,88,68,4447,"impact","impact_1974-1983","30.705","-89.84611","NEM.CYST",0
"573","90827","1974",10,"29","90827_02","IJ JT KL","6/26/2024","F",119,91,10852,"impact","impact_1974-1983","30.705","-89.84611","NEM.CYST",0
"574","97015","1976",1,"22","97015_01","IJ JT DMDM","6/27/2024",NA,70,50,2400,"impact","impact_1974-1983","30.74055","-89.82694","NEM.CYST",0
"575","97015","1976",1,"22","97015_02","JT DMDM","6/27/2024",NA,80,60,3105,"impact","impact_1974-1983","30.74055","-89.82694","NEM.CYST",0
"576","99517","1976",10,"13","99517_01","SC JT GMC","6/26/2024","",104,81,7227,"impact","impact_1974-1983","30.705","-89.84611","NEM.CYST",0
"577","99517","1976",10,"13","99517_02","DJB KL","6/26/2024",NA,91,68,4891,"impact","impact_1974-1983","30.705","-89.84611","NEM.CYST",0
"578","105376","1977",12,"19","105376_01","JT GMC","6/25/2024",NA,45,31,746,"control","control_1974-1983","30.77861","-89.82972","NEM.CYST",0
"579","105376","1977",12,"19","105376_02","JT CJW","6/26/2024",NA,61,41.5,1562,"control","control_1974-1983","30.77861","-89.82972","NEM.CYST",0
"580","108482","1978",7,"19","108482_01","DJB GMC","6/26/2024",NA,49,42,1263,"control","control_1974-1983","30.76805","-89.83083","NEM.CYST",0
"581","108482","1978",7,"19","108482_02","SC DJB KL","6/26/2024",NA,48,37,694,"control","control_1974-1983","30.76805","-89.83083","NEM.CYST",0
"582","108500","1978",7,"19","108500_01","SC DJB CJW","6/25/2024",NA,31,26,220,"impact","impact_1974-1983","30.75667","-89.82611","NEM.CYST",0
"583","108500","1978",7,"19","108500_02","IJ BJB DMDM","6/25/2024",NA,54,38,1028,"impact","impact_1974-1983","30.75667","-89.82611","NEM.CYST",0
"584","108551","1978",7,"19","108551_02","SC DJB KL","6/26/2024",NA,77,61,2788,"impact","impact_1974-1983","30.70222","-89.84417","NEM.CYST",0
"585","108551","1978",7,"19","108551_01","DJB DJB/CJW","6/27/2024",NA,78,58,2974,"impact","impact_1974-1983","30.70222","-89.84417","NEM.CYST",0
"586","109076","1978",8,"29","109076_02","DJB CJW","6/27/2024",NA,61,46,1328,"control","control_1974-1983","30.77861","-89.82972","NEM.CYST",0
"587","109076","1978",8,"29","109076_01","SC DJB CJW","6/27/2024",NA,67,50,2038,"control","control_1974-1983","30.77861","-89.82972","NEM.CYST",0
"588","115142","1979",10,"24","115142_01","IJ DHB.SC ","6/27/2024",NA,81,60,3727,"control","control_1974-1983","30.76805","-89.83083","NEM.CYST",0
"589","115142","1979",10,"24","1152142_02","SC JT KL","6/27/2024",NA,74,61,2764,"control","control_1974-1983","30.76805","-89.83083","NEM.CYST",0
"590","118276","1980",10,"23","118276_01","DD KL CHW CNW","1/17/2024",NA,60,49,NA,"control","control_1974-1983","30.76805","-89.83083","NEM.CYST",0
"591","118276","1980",10,"23","118276_02","GC","1/17/2024",NA,89,64,NA,"control","control_1974-1983","30.76805","-89.83083","NEM.CYST",0
"592","124399","1982",1,"28","124399_02","JT SC KL","6/27/2024",NA,74,54,2200,"control","control_1974-1983","30.77861","-89.82972","NEM.CYST",0
"593","124399","1982",1,"28","124399_01","DJB KL","6/27/2024",NA,93,67,5063,"control","control_1974-1983","30.77861","-89.82972","NEM.CYST",0
"594","136244","1984",7,"17","136244_01","DJB GMC","6/27/2024",NA,139,104,15681,"impact","impact_1984-1993","30.74055","-89.82694","NEM.CYST",0
"595","136244","1984",7,"17","136244_02","IJ SC CJW","6/27/2024",NA,127,88,10599,"impact","impact_1984-1993","30.74055","-89.82694","NEM.CYST",0
"596","146787","1986",10,"9","146787_01","KL","7/14/2023",NA,85,64,NA,"impact","impact_1984-1993","30.70222","-89.84417","NEM.CYST",0
"597","146787","1986",10,"9","146787_02","CNW KL","11/30/2023",NA,85,68,NA,"impact","impact_1984-1993","30.70222","-89.84417","NEM.CYST",0
"598","147855","1987",1,"22","147855_02","CHW KL","11/27/2023",NA,87,64,NA,"impact","impact_1984-1993","30.76528","-89.83222","NEM.CYST",0
"599","147855","1987",1,"22","147855_01","GC","11/27/2023","na",50,39,NA,"impact","impact_1984-1993","30.76528","-89.83222","NEM.CYST",0
"600","153841","1988",10,"20","153841_02","JT CJW","6/25/2024",NA,101,75,6185,"impact","impact_1984-1993","30.70222","-89.84417","NEM.CYST",0
"601","153841","1988",10,"20","153841_01","DJB JT GMC","6/26/2024",NA,101,73,5899,"impact","impact_1984-1993","30.70222","-89.84417","NEM.CYST",0
"602","157299","1990",1,"25","157299_01","JT DJB KL","6/26/2024",NA,98,70,5110,"control","control_1984-1993","30.77583","-89.82722","NEM.CYST",0
"603","157299","1990",1,"25","157299_02","SC DJB DMDM","6/27/2024",NA,84,65,2725,"control","control_1984-1993","30.77583","-89.82722","NEM.CYST",0
"604","157316","1990",1,"25","157316_01","JT DJB GMC","6/27/2024",NA,70,52,1795,"impact","impact_1984-1993","30.75667","-89.82611","NEM.CYST",0
"605","157316","1990",1,"25","157316_02","IJ DJB/ KL ","6/27/2024","MA",40,38,NA,"impact","impact_1984-1993","30.75667","-89.82611","NEM.CYST",0
"606","157351","1990",1,"25","157351_02","DJB DMDM","6/27/2024",NA,127,95,11785,"impact","impact_1984-1993","30.70222","-89.84417","NEM.CYST",0
"607","157351","1990",1,"25","157351_01","SC KL","6/27/2024",NA,108,80,NA,"impact","impact_1984-1993","30.70222","-89.84417","NEM.CYST",0
"608","159967","1991",1,"3","159967_01","SC JT KL","6/26/2024",NA,64,50,1534,"control","control_1984-1993","30.77583","-89.82722","NEM.CYST",0
"609","159967","1991",1,"3","159967_02","DJB GMC","6/26/2024",NA,69,51,1754,"control","control_1984-1993","30.77583","-89.82722","NEM.CYST",0
"610","160020","1991",1,"3","160020_02","IJ SC GMC","6/27/2024",NA,72,61,2872,"impact","impact_1984-1993","30.705","-89.84611","NEM.CYST",0
"611","160020","1991",1,"3","160020_01","DJB GMC","6/27/2024",NA,80,58,3120,"impact","impact_1984-1993","30.705","-89.84611","NEM.CYST",0
"612","182143","1997",1,"4","182143_02","DJB JT CJW","6/26/2024",NA,103,81,6953,"impact","impact_1994-2003","30.73694","-89.82694","NEM.CYST",6
"613","182143","1997",1,"4","182143_01","SC CLW","6/24/2024",NA,100,76,5450,"impact","impact_1994-2003","30.73694","-89.82694","NEM.CYST",0
"614","185384","1998",1,"24","185384_01","HT KL CNW","1/22/2024","na",100,78,NA,"impact","impact_1994-2003","30.75444","-89.82722","NEM.CYST",0
"615","185384","1998",1,"24","185384_02","SD KL DD GC CNW","1/23/2024",NA,55,45,NA,"impact","impact_1994-2003","30.75444","-89.82722","NEM.CYST",0
"616","190279","2000",1,"8","190279_01","DJB DJB/  GMC","6/27/2024",NA,114,81,8762,"control","control_1994-2003","30.77611","-89.82777","NEM.CYST",0
"617","190279","2000",1,"8","190279_02","SC DJB","6/26/2024",NA,59,45,1177,"control","control_1994-2003","30.77611","-89.82777","NEM.CYST",0
"618","190621","2000",4,"7","190621_02","IJ JT GMC","6/26/2024",NA,62,50,1542,"impact","impact_1994-2003","30.75444","-89.82722","NEM.CYST",0
"619","190621","2000",4,"7","190621_01","SC JT","6/26/2024",NA,70,54,2650,"impact","impact_1994-2003","30.75444","-89.82722","NEM.CYST",0
"620","193706","2002",1,"26","193706_02","IJ JT KL DB","6/25/2024",NA,95,78,5096,"impact","impact_1994-2003","30.74055","-89.82694","NEM.CYST",0
"621","193706","2003",1,"26","193706_01","DJB GMC","6/25/2024",NA,107,79,8342,"impact","impact_1994-2003","30.74055","-89.82694","NEM.CYST",0
"622","198297","2005",2,"12","198297_01","JT SC CJW","6/25/2024",NA,58,44,1220,"impact","impact_2004-2013","30.74055","-89.82694","NEM.CYST",0
"623","198297","2005",2,"12","198297_01","SC DMDM","6/25/2024",NA,60,47,1403,"impact","impact_2004-2013","30.74055","-89.82694","NEM.CYST",0
"624","31060","1963",8,"30","31060-02","SC KL","6/25/2024",NA,52,41,994,"impact","impact_1954-1963","30.76222","-89.83111","NEM.NMTS",0
"625","31060","1963",8,"30","31060_1","SC GMC","6/25/2024",NA,51,39,875,"impact","impact_1954-1963","30.76222","-89.83111","NEM.NMTS",0
"626","31146","1963",6,"23","31146_01","SC DJB CJW","6/26/2024",NA,42,34,552,"impact","impact_1954-1963","30.75667","-89.82611","NEM.NMTS",0
"627","31146","1963",6,"23","31146_02","DJB CJW","6/27/2024",NA,44,34,609,"impact","impact_1954-1963","30.75667","-89.82611","NEM.NMTS",0
"628","31177","1963",5,"20","31177_01","JT DJB/ GMC","6/26/2024","",100,75,7371,"impact","impact_1954-1963","30.75667","-89.82611","NEM.NMTS",0
"629","31177","1963",5,"20","31177_02","JT DMDM","6/25/2024",NA,79,60,3237,"impact","impact_1954-1963","30.75667","-89.82611","NEM.NMTS",0
"630","31181","1963",5,"19","31181_02","DJB DMDM","6/25/2024","F",109,82,8770,"control","control_1954-1963","30.76805","-89.83083","NEM.NMTS",0
"631","31267","1963",7,"11","31267_02","KL","11/20/2023","na",65,49,NA,"impact","impact_1954-1963","30.74","-89.82777","NEM.NMTS",0
"632","31267","1963",7,"11","31267_01","chw kl gc cnw","11/20/2023","na",66,52,NA,"impact","impact_1954-1963","30.74","-89.82777","NEM.NMTS",0
"633","31542","1963",10,"24","31542_01","IJ GMC","6/25/2024",NA,90,78,5064,"impact","impact_1954-1963","30.74055","-89.82694","NEM.NMTS",0
"634","31542","1963",10,"24","31542_02","SC DJB KL","6/25/2024",NA,80,65,3533,"impact","impact_1954-1963","30.74055","-89.82694","NEM.NMTS",0
"635","31804","1963",11,"14","31804_02","IJ JT CJW","6/26/2024",NA,109,90,8310,"impact","impact_1954-1963","30.705","-89.84611","NEM.NMTS",0
"636","31804","1963",11,"14","31804_01","DJB IJ KL","6/26/2024",NA,99,70,6317,"impact","impact_1954-1963","30.705","-89.84611","NEM.NMTS",1
"637","31808","1963",11,"14-15","31808_02","IJ SC KL","6/27/2024",NA,125,92,14234,"impact","impact_1954-1963","30.70222","-89.84417","NEM.NMTS",0
"638","31808","1963",11,"14-15","31808_01","DJB SC CJW","6/27/2024",NA,129,97,14151,"impact","impact_1954-1963","30.70222","-89.84417","NEM.NMTS",0
"639","37835","1965",5,"21","37835_01","IJ DJB KL","6/25/2024",NA,99,68,5354,"control","control_1964-1973","30.76805","-89.83083","NEM.NMTS",0
"640","37835","1965",5,"21","37835_02","JT DJB KL","6/25/2024",NA,96,72,4538,"control","control_1964-1973","30.76805","-89.83083","NEM.NMTS",0
"641","39300","1965",11,"19","39300_02","DJB JT KL","6/26/2024",NA,98,73,6744,"impact","impact_1964-1973","30.75667","-89.82611","NEM.NMTS",0
"642","39300","1965",11,"19","39300_01","SC IJ KL GC","6/26/2024",NA,99,78,5471,"impact","impact_1964-1973","30.75667","-89.82611","NEM.NMTS",0
"643","40125","1966",3,"17","40125_02","gmc cnw kl","1/23/2024","na",68,52,NA,"impact","impact_1964-1973","30.75667","-89.82611","NEM.NMTS",0
"644","40125","1966",3,"17","40125_01","ht kl sd gmc","1/23/2024","na",91,74,NA,"impact","impact_1964-1973","30.75667","-89.82611","NEM.NMTS",0
